配置,模型,指标,均值
关闭重启与历史路径强化,第三个 GP 表达式,与本轮最优路径完全相同的来源预算比例,1.0
关闭重启与历史路径强化,第三个 GP 表达式,与历史全局最优路径完全相同的来源预算比例,0.3476057213930348
关闭重启与历史路径强化,第三个 GP 表达式,2-opt 后不同路径数量,16.629353233830845
关闭重启与历史路径强化,第三个 GP 表达式,构造路径之间的边不一致率,0.02411897380536832
关闭重启与历史路径强化,第三个 GP 表达式,2-opt 后路径之间的边不一致率,0.03090324361057615
关闭重启与历史路径强化,第三个 GP 表达式,2-opt 后边频率的有效边数,516.5824612459762
关闭重启与历史路径强化,第三个 GP 表达式,同来源同预算下 GP 沉积相对变化量,0.007930763620927001
关闭重启与历史路径强化,第三个 GP 表达式,总沉积的有效边数,499.44540557305413
关闭重启与历史路径强化,第三个 GP 表达式,关闭构造树后的选择概率差,2.3661062483187072e-08
关闭重启与历史路径强化,第三个 GP 表达式,关闭构造树后最大概率城市改变比例,0.0
关闭重启与历史路径强化,第三个 GP 表达式,按可行城市数归一化的选择熵,0.05635036280784174
关闭重启与历史路径强化,第三个 GP 表达式,候选耗尽后贪心回退比例,0.00078125
关闭重启与历史路径强化,第三个 GP 表达式,同一来源内残差乘数的标准差,0.014507019649348033
关闭重启与历史路径强化,第三个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,0.0
关闭重启与历史路径强化,三个 GP 表达式均值,强化来源与本轮最优路径的边重合率,1.0
关闭重启与历史路径强化,三个 GP 表达式均值,强化来源与历史全局最优路径的边重合率,0.9826616086235488
关闭重启与历史路径强化,三个 GP 表达式均值,与本轮最优路径完全相同的来源预算比例,1.0
关闭重启与历史路径强化,三个 GP 表达式均值,与历史全局最优路径完全相同的来源预算比例,0.35802238805970144
关闭重启与历史路径强化,三个 GP 表达式均值,2-opt 后不同路径数量,14.689883913764513
关闭重启与历史路径强化,三个 GP 表达式均值,构造路径之间的边不一致率,0.020600613657184505
关闭重启与历史路径强化,三个 GP 表达式均值,2-opt 后路径之间的边不一致率,0.026235595501992726
关闭重启与历史路径强化,三个 GP 表达式均值,2-opt 后边频率的有效边数,514.078572498281
关闭重启与历史路径强化,三个 GP 表达式均值,同来源同预算下 GP 沉积相对变化量,0.00518785043624516
关闭重启与历史路径强化,三个 GP 表达式均值,总沉积的有效边数,499.5503754264163
关闭重启与历史路径强化,三个 GP 表达式均值,关闭构造树后的选择概率差,0.0007460145737324148
关闭重启与历史路径强化,三个 GP 表达式均值,关闭构造树后最大概率城市改变比例,0.0
关闭重启与历史路径强化,三个 GP 表达式均值,按可行城市数归一化的选择熵,0.05415363267274386
关闭重启与历史路径强化,三个 GP 表达式均值,候选耗尽后贪心回退比例,0.0006821361940298507
关闭重启与历史路径强化,三个 GP 表达式均值,同一来源内残差乘数的标准差,0.010564602394275162
关闭重启与历史路径强化,三个 GP 表达式均值,历史来源且不同于本轮最优路径的预算比例,0.0
关闭重启与下界保护,不使用 GP,强化来源与本轮最优路径的边重合率,0.9970579601990051
关闭重启与下界保护,不使用 GP,强化来源与历史全局最优路径的边重合率,0.9989434701492538
关闭重启与下界保护,不使用 GP,与本轮最优路径完全相同的来源预算比例,0.9835199004975125
关闭重启与下界保护,不使用 GP,与历史全局最优路径完全相同的来源预算比例,0.9905472636815921
关闭重启与下界保护,不使用 GP,2-opt 后不同路径数量,2.4888992537313435
关闭重启与下界保护,不使用 GP,构造路径之间的边不一致率,0.010313064591357727
关闭重启与下界保护,不使用 GP,2-opt 后路径之间的边不一致率,0.008849631630155674
关闭重启与下界保护,不使用 GP,2-opt 后边频率的有效边数,505.76487040837094
关闭重启与下界保护,不使用 GP,同来源同预算下 GP 沉积相对变化量,1.5900906928561527e-08
关闭重启与下界保护,不使用 GP,总沉积的有效边数,500.0
关闭重启与下界保护,不使用 GP,关闭构造树后的选择概率差,9.074905098249942e-09
关闭重启与下界保护,不使用 GP,关闭构造树后最大概率城市改变比例,0.0
关闭重启与下界保护,不使用 GP,按可行城市数归一化的选择熵,0.047828636585335475
关闭重启与下界保护,不使用 GP,候选耗尽后贪心回退比例,0.00037702114427860697
关闭重启与下界保护,不使用 GP,同一来源内残差乘数的标准差,0.0
关闭重启与下界保护,不使用 GP,历史来源且不同于本轮最优路径的预算比例,0.016480099502487564
关闭重启与下界保护,第一个 GP 表达式,强化来源与本轮最优路径的边重合率,0.9980052238805971
关闭重启与下界保护,第一个 GP 表达式,强化来源与历史全局最优路径的边重合率,0.9997633084577114
关闭重启与下界保护,第一个 GP 表达式,与本轮最优路径完全相同的来源预算比例,0.9873134328358208
关闭重启与下界保护,第一个 GP 表达式,与历史全局最优路径完全相同的来源预算比例,0.9948383084577115
关闭重启与下界保护,第一个 GP 表达式,2-opt 后不同路径数量,2.4014614427860694
关闭重启与下界保护,第一个 GP 表达式,构造路径之间的边不一致率,0.0075678077605922005
关闭重启与下界保护,第一个 GP 表达式,2-opt 后路径之间的边不一致率,0.006522378405352272
关闭重启与下界保护,第一个 GP 表达式,2-opt 后边频率的有效边数,504.19619969064206
关闭重启与下界保护,第一个 GP 表达式,同来源同预算下 GP 沉积相对变化量,0.0033044938095420245
关闭重启与下界保护,第一个 GP 表达式,总沉积的有效边数,499.5709432133237
关闭重启与下界保护,第一个 GP 表达式,关闭构造树后的选择概率差,8.962875014830096e-09
关闭重启与下界保护,第一个 GP 表达式,关闭构造树后最大概率城市改变比例,0.0
关闭重启与下界保护,第一个 GP 表达式,按可行城市数归一化的选择熵,0.0465820157379971
关闭重启与下界保护,第一个 GP 表达式,候选耗尽后贪心回退比例,0.0002701337064676617
关闭重启与下界保护,第一个 GP 表达式,同一来源内残差乘数的标准差,0.005928392397905324
关闭重启与下界保护,第一个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,0.012686567164179104
关闭重启与下界保护,第二个 GP 表达式,强化来源与本轮最优路径的边重合率,0.9984444029850746
关闭重启与下界保护,第二个 GP 表达式,强化来源与历史全局最优路径的边重合率,0.9999462064676616
关闭重启与下界保护,第二个 GP 表达式,与本轮最优路径完全相同的来源预算比例,0.9886194029850747
关闭重启与下界保护,第二个 GP 表达式,与历史全局最优路径完全相同的来源预算比例,0.9979477611940298
关闭重启与下界保护,第二个 GP 表达式,2-opt 后不同路径数量,2.3260883084577113
关闭重启与下界保护,第二个 GP 表达式,构造路径之间的边不一致率,0.006219915417870326
关闭重启与下界保护,第二个 GP 表达式,2-opt 后路径之间的边不一致率,0.005583254719346814
关闭重启与下界保护,第二个 GP 表达式,2-opt 后边频率的有效边数,503.5756940454861
关闭重启与下界保护,第二个 GP 表达式,同来源同预算下 GP 沉积相对变化量,0.002237024736388476
关闭重启与下界保护,第二个 GP 表达式,总沉积的有效边数,499.81104432252175
关闭重启与下界保护,第二个 GP 表达式,关闭构造树后的选择概率差,0.001057389725822691
关闭重启与下界保护,第二个 GP 表达式,关闭构造树后最大概率城市改变比例,0.0
关闭重启与下界保护,第二个 GP 表达式,按可行城市数归一化的选择熵,0.04520424379419092
关闭重启与下界保护,第二个 GP 表达式,候选耗尽后贪心回退比例,0.00019628420398009951
关闭重启与下界保护,第二个 GP 表达式,同一来源内残差乘数的标准差,0.005374847537332044
关闭重启与下界保护,第二个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,0.011380597014925373
关闭重启与下界保护,第三个 GP 表达式,强化来源与本轮最优路径的边重合率,0.9980140547263681
关闭重启与下界保护,第三个 GP 表达式,强化来源与历史全局最优路径的边重合率,0.9997243159203981
关闭重启与下界保护,第三个 GP 表达式,与本轮最优路径完全相同的来源预算比例,0.9872823383084577
关闭重启与下界保护,第三个 GP 表达式,与历史全局最优路径完全相同的来源预算比例,0.9951492537313433
关闭重启与下界保护,第三个 GP 表达式,2-opt 后不同路径数量,2.53398631840796
关闭重启与下界保护,第三个 GP 表达式,构造路径之间的边不一致率,0.00781584391550313
关闭重启与下界保护,第三个 GP 表达式,2-opt 后路径之间的边不一致率,0.006815304400377146
关闭重启与下界保护,第三个 GP 表达式,2-opt 后边频率的有效边数,504.3643990426102
关闭重启与下界保护,第三个 GP 表达式,同来源同预算下 GP 沉积相对变化量,0.0037180001271431523
关闭重启与下界保护,第三个 GP 表达式,总沉积的有效边数,499.61914956596064
关闭重启与下界保护,第三个 GP 表达式,关闭构造树后的选择概率差,8.936317795335656e-09
关闭重启与下界保护,第三个 GP 表达式,关闭构造树后最大概率城市改变比例,0.0
关闭重启与下界保护,第三个 GP 表达式,按可行城市数归一化的选择熵,0.04669913975693305
关闭重启与下界保护,第三个 GP 表达式,候选耗尽后贪心回退比例,0.0002681902985074627
关闭重启与下界保护,第三个 GP 表达式,同一来源内残差乘数的标准差,0.006509472212393978
关闭重启与下界保护,第三个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,0.012717661691542289
关闭重启与下界保护,三个 GP 表达式均值,强化来源与本轮最优路径的边重合率,0.99815456053068
关闭重启与下界保护,三个 GP 表达式均值,强化来源与历史全局最优路径的边重合率,0.9998112769485904
关闭重启与下界保护,三个 GP 表达式均值,与本轮最优路径完全相同的来源预算比例,0.987738391376451
关闭重启与下界保护,三个 GP 表达式均值,与历史全局最优路径完全相同的来源预算比例,0.9959784411276947
关闭重启与下界保护,三个 GP 表达式均值,2-opt 后不同路径数量,2.420512023217247
关闭重启与下界保护,三个 GP 表达式均值,构造路径之间的边不一致率,0.007201189031321885
关闭重启与下界保护,三个 GP 表达式均值,2-opt 后路径之间的边不一致率,0.00630697917502541
关闭重启与下界保护,三个 GP 表达式均值,2-opt 后边频率的有效边数,504.0454309262462
关闭重启与下界保护,三个 GP 表达式均值,同来源同预算下 GP 沉积相对变化量,0.003086506224357884
关闭重启与下界保护,三个 GP 表达式均值,总沉积的有效边数,499.667045700602
关闭重启与下界保护,三个 GP 表达式均值,关闭构造树后的选择概率差,0.0003524692083385003
关闭重启与下界保护,三个 GP 表达式均值,关闭构造树后最大概率城市改变比例,0.0
关闭重启与下界保护,三个 GP 表达式均值,按可行城市数归一化的选择熵,0.04616179976304036
关闭重启与下界保护,三个 GP 表达式均值,候选耗尽后贪心回退比例,0.0002448694029850746
关闭重启与下界保护,三个 GP 表达式均值,同一来源内残差乘数的标准差,0.005937570715877113
关闭重启与下界保护,三个 GP 表达式均值,历史来源且不同于本轮最优路径的预算比例,0.01226160862354892
关闭上述三个组件,不使用 GP,强化来源与本轮最优路径的边重合率,1.0
关闭上述三个组件,不使用 GP,强化来源与历史全局最优路径的边重合率,0.9627210820895522
关闭上述三个组件,不使用 GP,与本轮最优路径完全相同的来源预算比例,1.0
关闭上述三个组件,不使用 GP,与历史全局最优路径完全相同的来源预算比例,0.7303793532338309
关闭上述三个组件,不使用 GP,2-opt 后不同路径数量,7.802176616915423
关闭上述三个组件,不使用 GP,构造路径之间的边不一致率,0.04731371180889905
关闭上述三个组件,不使用 GP,2-opt 后路径之间的边不一致率,0.0462754261705585
关闭上述三个组件,不使用 GP,2-opt 后边频率的有效边数,529.2527817610164
关闭上述三个组件,不使用 GP,同来源同预算下 GP 沉积相对变化量,1.548668725242946e-08
关闭上述三个组件,不使用 GP,总沉积的有效边数,500.0
关闭上述三个组件,不使用 GP,关闭构造树后的选择概率差,1.0183068949691396e-08
关闭上述三个组件,不使用 GP,关闭构造树后最大概率城市改变比例,0.0
关闭上述三个组件,不使用 GP,按可行城市数归一化的选择熵,0.06250270653469167
关闭上述三个组件,不使用 GP,候选耗尽后贪心回退比例,0.0022349191542288555
关闭上述三个组件,不使用 GP,同一来源内残差乘数的标准差,0.0
关闭上述三个组件,不使用 GP,历史来源且不同于本轮最优路径的预算比例,0.0
关闭上述三个组件,第一个 GP 表达式,强化来源与本轮最优路径的边重合率,1.0
关闭上述三个组件,第一个 GP 表达式,强化来源与历史全局最优路径的边重合率,0.9937011194029851
关闭上述三个组件,第一个 GP 表达式,与本轮最优路径完全相同的来源预算比例,1.0
关闭上述三个组件,第一个 GP 表达式,与历史全局最优路径完全相同的来源预算比例,0.8411069651741293
关闭上述三个组件,第一个 GP 表达式,2-opt 后不同路径数量,2.6733830845771145
关闭上述三个组件,第一个 GP 表达式,构造路径之间的边不一致率,0.008192987807936125
关闭上述三个组件,第一个 GP 表达式,2-opt 后路径之间的边不一致率,0.007283535823904671
关闭上述三个组件,第一个 GP 表达式,2-opt 后边频率的有效边数,504.62190076867785
关闭上述三个组件,第一个 GP 表达式,同来源同预算下 GP 沉积相对变化量,0.00370479645689587
关闭上述三个组件,第一个 GP 表达式,总沉积的有效边数,499.5212253652954
关闭上述三个组件,第一个 GP 表达式,关闭构造树后的选择概率差,8.981717200857483e-09
关闭上述三个组件,第一个 GP 表达式,关闭构造树后最大概率城市改变比例,0.0
关闭上述三个组件,第一个 GP 表达式,按可行城市数归一化的选择熵,0.0467691190465408
关闭上述三个组件,第一个 GP 表达式,候选耗尽后贪心回退比例,0.00029928482587064675
关闭上述三个组件,第一个 GP 表达式,同一来源内残差乘数的标准差,0.006594987864445045
关闭上述三个组件,第一个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,0.0
关闭上述三个组件,第二个 GP 表达式,强化来源与本轮最优路径的边重合率,1.0
关闭上述三个组件,第二个 GP 表达式,强化来源与历史全局最优路径的边重合率,0.993634763681592
关闭上述三个组件,第二个 GP 表达式,与本轮最优路径完全相同的来源预算比例,1.0
关闭上述三个组件,第二个 GP 表达式,与历史全局最优路径完全相同的来源预算比例,0.8187810945273631
关闭上述三个组件,第二个 GP 表达式,2-opt 后不同路径数量,2.4688743781094526
关闭上述三个组件,第二个 GP 表达式,构造路径之间的边不一致率,0.006453109076592842
关闭上述三个组件,第二个 GP 表达式,2-opt 后路径之间的边不一致率,0.005894164259348419
关闭上述三个组件,第二个 GP 表达式,2-opt 后边频率的有效边数,503.7484598751399
关闭上述三个组件,第二个 GP 表达式,同来源同预算下 GP 沉积相对变化量,0.0023364340754446094
关闭上述三个组件,第二个 GP 表达式,总沉积的有效边数,499.7930290769415
关闭上述三个组件,第二个 GP 表达式,关闭构造树后的选择概率差,0.0010716712130106935
关闭上述三个组件,第二个 GP 表达式,关闭构造树后最大概率城市改变比例,0.0
关闭上述三个组件,第二个 GP 表达式,按可行城市数归一化的选择熵,0.04523047003217795
关闭上述三个组件,第二个 GP 表达式,候选耗尽后贪心回退比例,0.00022154850746268658
关闭上述三个组件,第二个 GP 表达式,同一来源内残差乘数的标准差,0.005866785688720932
关闭上述三个组件,第二个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,0.0
关闭上述三个组件,第三个 GP 表达式,强化来源与本轮最优路径的边重合率,1.0
关闭上述三个组件,第三个 GP 表达式,强化来源与历史全局最优路径的边重合率,0.9922262437810945
关闭上述三个组件,第三个 GP 表达式,与本轮最优路径完全相同的来源预算比例,1.0
关闭上述三个组件,第三个 GP 表达式,与历史全局最优路径完全相同的来源预算比例,0.8041044776119403
关闭上述三个组件,第三个 GP 表达式,2-opt 后不同路径数量,2.9016169154228857
关闭上述三个组件,第三个 GP 表达式,构造路径之间的边不一致率,0.008844611243179265
关闭上述三个组件,第三个 GP 表达式,2-opt 后路径之间的边不一致率,0.008062334747632802
关闭上述三个组件,第三个 GP 表达式,2-opt 后边频率的有效边数,505.07635174444647
关闭上述三个组件,第三个 GP 表达式,同来源同预算下 GP 沉积相对变化量,0.0043592521058898066
关闭上述三个组件,第三个 GP 表达式,总沉积的有效边数,499.5445747373662
关闭上述三个组件,第三个 GP 表达式,关闭构造树后的选择概率差,9.006120969507653e-09
关闭上述三个组件,第三个 GP 表达式,关闭构造树后最大概率城市改变比例,0.0
关闭上述三个组件,第三个 GP 表达式,按可行城市数归一化的选择熵,0.04702691513368303
关闭上述三个组件,第三个 GP 表达式,候选耗尽后贪心回退比例,0.00032454912935323384
关闭上述三个组件,第三个 GP 表达式,同一来源内残差乘数的标准差,0.007889985398348584
关闭上述三个组件,第三个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,0.0
关闭上述三个组件,三个 GP 表达式均值,强化来源与本轮最优路径的边重合率,1.0
关闭上述三个组件,三个 GP 表达式均值,强化来源与历史全局最优路径的边重合率,0.9931873756218905
关闭上述三个组件,三个 GP 表达式均值,与本轮最优路径完全相同的来源预算比例,1.0
关闭上述三个组件,三个 GP 表达式均值,与历史全局最优路径完全相同的来源预算比例,0.8213308457711442
关闭上述三个组件,三个 GP 表达式均值,2-opt 后不同路径数量,2.681291459369818
关闭上述三个组件,三个 GP 表达式均值,构造路径之间的边不一致率,0.00783023604256941
关闭上述三个组件,三个 GP 表达式均值,2-opt 后路径之间的边不一致率,0.007080011610295298
关闭上述三个组件,三个 GP 表达式均值,2-opt 后边频率的有效边数,504.4822374627547
关闭上述三个组件,三个 GP 表达式均值,同来源同预算下 GP 沉积相对变化量,0.0034668275460767615
关闭上述三个组件,三个 GP 表达式均值,总沉积的有效边数,499.6196097265344
关闭上述三个组件,三个 GP 表达式均值,关闭构造树后的选择概率差,0.000357229733616288
关闭上述三个组件,三个 GP 表达式均值,关闭构造树后最大概率城市改变比例,0.0
关闭上述三个组件,三个 GP 表达式均值,按可行城市数归一化的选择熵,0.04634216807080059
关闭上述三个组件,三个 GP 表达式均值,候选耗尽后贪心回退比例,0.00028179415422885574
关闭上述三个组件,三个 GP 表达式均值,同一来源内残差乘数的标准差,0.006783919650504854
关闭上述三个组件,三个 GP 表达式均值,历史来源且不同于本轮最优路径的预算比例,0.0
完整 AS,不使用 GP,强化来源与本轮最优路径的边重合率,0.7100827151766923
完整 AS,不使用 GP,强化来源与历史全局最优路径的边重合率,0.7160579355910328
完整 AS,不使用 GP,与本轮最优路径完全相同的来源预算比例,0.03193103286070241
完整 AS,不使用 GP,与历史全局最优路径完全相同的来源预算比例,0.00020459755272615125
完整 AS,不使用 GP,2-opt 后不同路径数量,32.0
完整 AS,不使用 GP,构造路径之间的边不一致率,0.35907701462445835
完整 AS,不使用 GP,2-opt 后路径之间的边不一致率,0.3141217992697801
完整 AS,不使用 GP,2-opt 后边频率的有效边数,718.9018436235939
完整 AS,不使用 GP,同来源同预算下 GP 沉积相对变化量,4.079043266856176e-09
完整 AS,不使用 GP,总沉积的有效边数,718.7507178252309
完整 AS,不使用 GP,关闭构造树后的选择概率差,1.9533202152397402e-08
完整 AS,不使用 GP,关闭构造树后最大概率城市改变比例,0.0
完整 AS,不使用 GP,按可行城市数归一化的选择熵,0.20471738235545642
完整 AS,不使用 GP,候选耗尽后贪心回退比例,0.014948694029850747
完整 AS,不使用 GP,同一来源内残差乘数的标准差,0.0
完整 AS,不使用 GP,历史来源且不同于本轮最优路径的预算比例,0.0
完整 AS,第一个 GP 表达式,强化来源与本轮最优路径的边重合率,0.8841987086588046
完整 AS,第一个 GP 表达式,强化来源与历史全局最优路径的边重合率,0.8800661184918839
完整 AS,第一个 GP 表达式,与本轮最优路径完全相同的来源预算比例,0.04434771466633963
完整 AS,第一个 GP 表达式,与历史全局最优路径完全相同的来源预算比例,0.00023692120512660558
完整 AS,第一个 GP 表达式,2-opt 后不同路径数量,31.576679104477613
完整 AS,第一个 GP 表达式,构造路径之间的边不一致率,0.10837370531415504
完整 AS,第一个 GP 表达式,2-opt 后路径之间的边不一致率,0.1390471431902985
完整 AS,第一个 GP 表达式,2-opt 后边频率的有效边数,578.9887772950784
完整 AS,第一个 GP 表达式,同来源同预算下 GP 沉积相对变化量,0.0805475411701201
完整 AS,第一个 GP 表达式,总沉积的有效边数,536.2235551806582
完整 AS,第一个 GP 表达式,关闭构造树后的选择概率差,0.015322768415421593
完整 AS,第一个 GP 表达式,关闭构造树后最大概率城市改变比例,0.0077094993781094525
完整 AS,第一个 GP 表达式,按可行城市数归一化的选择熵,0.08558332404698132
完整 AS,第一个 GP 表达式,候选耗尽后贪心回退比例,0.006627021144278607
完整 AS,第一个 GP 表达式,同一来源内残差乘数的标准差,0.1785397420075741
完整 AS,第一个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,0.0
完整 AS,第二个 GP 表达式,强化来源与本轮最优路径的边重合率,0.8544277839656126
完整 AS,第二个 GP 表达式,强化来源与历史全局最优路径的边重合率,0.8546478695699511
完整 AS,第二个 GP 表达式,与本轮最优路径完全相同的来源预算比例,0.0354011185666192
完整 AS,第二个 GP 表达式,与历史全局最优路径完全相同的来源预算比例,0.000235943252311698
完整 AS,第二个 GP 表达式,2-opt 后不同路径数量,31.876741293532337
完整 AS,第二个 GP 表达式,构造路径之间的边不一致率,0.1368797248635853
完整 AS,第二个 GP 表达式,2-opt 后路径之间的边不一致率,0.16785948621308774
完整 AS,第二个 GP 表达式,2-opt 后边频率的有效边数,598.2350301219109
完整 AS,第二个 GP 表达式,同来源同预算下 GP 沉积相对变化量,0.10726887542516113
完整 AS,第二个 GP 表达式,总沉积的有效边数,541.5409186027964
完整 AS,第二个 GP 表达式,关闭构造树后的选择概率差,0.013265672062889219
完整 AS,第二个 GP 表达式,关闭构造树后最大概率城市改变比例,1.943407960199005e-06
完整 AS,第二个 GP 表达式,按可行城市数归一化的选择熵,0.09034546407904509
完整 AS,第二个 GP 表达式,候选耗尽后贪心回退比例,0.008722014925373134
完整 AS,第二个 GP 表达式,同一来源内残差乘数的标准差,0.20808222376161684
完整 AS,第二个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,0.0
完整 AS,第三个 GP 表达式,强化来源与本轮最优路径的边重合率,0.8717432042525134
完整 AS,第三个 GP 表达式,强化来源与历史全局最优路径的边重合率,0.8709398573313617
完整 AS,第三个 GP 表达式,与本轮最优路径完全相同的来源预算比例,0.03193315450506972
完整 AS,第三个 GP 表达式,与历史全局最优路径完全相同的来源预算比例,0.0002169616577482395
完整 AS,第三个 GP 表达式,2-opt 后不同路径数量,31.97157960199005
完整 AS,第三个 GP 表达式,构造路径之间的边不一致率,0.11954708275657999
完整 AS,第三个 GP 表达式,2-opt 后路径之间的边不一致率,0.15114859961783822
完整 AS,第三个 GP 表达式,2-opt 后边频率的有效边数,586.9234230605109
完整 AS,第三个 GP 表达式,同来源同预算下 GP 沉积相对变化量,0.09326577399164572
完整 AS,第三个 GP 表达式,总沉积的有效边数,537.8453125676077
完整 AS,第三个 GP 表达式,关闭构造树后的选择概率差,0.01366694573866218
完整 AS,第三个 GP 表达式,关闭构造树后最大概率城市改变比例,0.004975124378109453
完整 AS,第三个 GP 表达式,按可行城市数归一化的选择熵,0.08494371450785804
完整 AS,第三个 GP 表达式,候选耗尽后贪心回退比例,0.007536536069651741
完整 AS,第三个 GP 表达式,同一来源内残差乘数的标准差,0.19462055949467394
完整 AS,第三个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,0.0
完整 AS,三个 GP 表达式均值,强化来源与本轮最优路径的边重合率,0.87012323229231
完整 AS,三个 GP 表达式均值,强化来源与历史全局最优路径的边重合率,0.8685512817977322
完整 AS,三个 GP 表达式均值,与本轮最优路径完全相同的来源预算比例,0.03722732924600952
完整 AS,三个 GP 表达式均值,与历史全局最优路径完全相同的来源预算比例,0.00022994203839551435
完整 AS,三个 GP 表达式均值,2-opt 后不同路径数量,31.808333333333334
完整 AS,三个 GP 表达式均值,构造路径之间的边不一致率,0.12160017097810678
完整 AS,三个 GP 表达式均值,2-opt 后路径之间的边不一致率,0.15268507634040818
完整 AS,三个 GP 表达式均值,2-opt 后边频率的有效边数,588.0490768258335
完整 AS,三个 GP 表达式均值,同来源同预算下 GP 沉积相对变化量,0.09369406352897564
完整 AS,三个 GP 表达式均值,总沉积的有效边数,538.5365954503541
完整 AS,三个 GP 表达式均值,关闭构造树后的选择概率差,0.014085128738991001
完整 AS,三个 GP 表达式均值,关闭构造树后最大概率城市改变比例,0.004228855721393035
完整 AS,三个 GP 表达式均值,按可行城市数归一化的选择熵,0.08695750087796149
完整 AS,三个 GP 表达式均值,候选耗尽后贪心回退比例,0.007628524046434494
完整 AS,三个 GP 表达式均值,同一来源内残差乘数的标准差,0.19374750842128832
完整 AS,三个 GP 表达式均值,历史来源且不同于本轮最优路径的预算比例,0.0
