state_owner,snapshot_iteration,source,phase,instance,deposit_l1_over_budget,source_edge_tau_l1_over_two_budget,global_tau_relative_l1
GP 表达式自身产生的状态,250,历史重启阶段最优路径,沉积后,2,0.0015237624197591132,0.0015237797481397856,1.369786512417472e-06
GP 表达式自身产生的状态,250,历史重启阶段最优路径,沉积后,3,0.00637560323362313,0.006375606460109663,5.6620547958441225e-06
GP 表达式自身产生的状态,250,历史重启阶段最优路径,沉积后,4,0.0026642976577310497,0.002664300381045712,2.3566908384468554e-06
GP 表达式自身产生的状态,250,历史重启阶段最优路径,沉积后,5,0.0019997576212289667,0.0019997522891286304,1.7808436217786167e-06
GP 表达式自身产生的状态,250,历史重启阶段最优路径,沉积后,6,0.002163346796861881,0.0021633417915420156,1.9085711475837424e-06
GP 表达式自身产生的状态,250,历史重启阶段最优路径,沉积后,7,0.0037563183107713646,0.0037563112092742846,3.3211141986105794e-06
GP 表达式自身产生的状态,250,历史重启阶段最优路径,蒸发和下界保护后,0,0.004668308341525974,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,蒸发和下界保护后,1,0.0020681107065492112,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,蒸发和下界保护后,2,0.0015237624197591132,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,蒸发和下界保护后,3,0.00637560323362313,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,蒸发和下界保护后,4,0.0026642976577310497,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,蒸发和下界保护后,5,0.0019997576212289667,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,蒸发和下界保护后,6,0.002163346796861881,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,蒸发和下界保护后,7,0.0037563183107713646,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,重启和可选上界处理后,0,0.004668308341525974,0.004668314200528929,4.1295334952962075e-06
GP 表达式自身产生的状态,250,历史重启阶段最优路径,重启和可选上界处理后,1,0.0020681107065492112,0.0020680953921031345,1.8291213685145285e-06
GP 表达式自身产生的状态,250,历史重启阶段最优路径,重启和可选上界处理后,2,0.0015237624197591132,0.0015237797481397856,1.369786512417472e-06
GP 表达式自身产生的状态,250,历史重启阶段最优路径,重启和可选上界处理后,3,0.00637560323362313,0.006375606460109663,5.6620547958441225e-06
GP 表达式自身产生的状态,250,历史重启阶段最优路径,重启和可选上界处理后,4,0.0026642976577310497,0.002664300381045712,2.3566908384468554e-06
GP 表达式自身产生的状态,250,历史重启阶段最优路径,重启和可选上界处理后,5,0.0019997576212289667,0.0019997522891286304,1.7808436217786167e-06
GP 表达式自身产生的状态,250,历史重启阶段最优路径,重启和可选上界处理后,6,0.002163346796861881,0.0021633417915420156,1.9085711475837424e-06
GP 表达式自身产生的状态,250,历史重启阶段最优路径,重启和可选上界处理后,7,0.0037563183107713646,0.0037563112092742846,3.3211141986105794e-06
GP 表达式自身产生的状态,250,本轮最优路径,更新前,0,0.004452573712726341,0.0,0.0
GP 表达式自身产生的状态,250,本轮最优路径,更新前,1,0.0020678367847296536,0.0,0.0
GP 表达式自身产生的状态,250,本轮最优路径,更新前,2,0.0015236464912486288,0.0,0.0
GP 表达式自身产生的状态,250,本轮最优路径,更新前,3,0.005600183306211206,0.0,0.0
GP 表达式自身产生的状态,250,本轮最优路径,更新前,4,0.002665044929027322,0.0,0.0
GP 表达式自身产生的状态,250,本轮最优路径,更新前,5,0.0019999762158164156,0.0,0.0
GP 表达式自身产生的状态,250,本轮最优路径,更新前,6,0.0021630422417690037,0.0,0.0
GP 表达式自身产生的状态,250,本轮最优路径,更新前,7,0.003756940002511621,0.0,0.0
GP 表达式自身产生的状态,250,本轮最优路径,沉积后,0,0.004452573712726341,0.004452576537531141,3.937180282000104e-06
GP 表达式自身产生的状态,250,本轮最优路径,沉积后,1,0.0020678367847296536,0.002067831770144552,1.8288886167722952e-06
GP 表达式自身产生的状态,250,本轮最优路径,沉积后,2,0.0015236464912486288,0.00152365962018808,1.3696522540443735e-06
GP 表达式自身产生的状态,250,本轮最优路径,沉积后,3,0.005600183306211206,0.005600191395146596,4.980062205441687e-06
GP 表达式自身产生的状态,250,本轮最优路径,沉积后,4,0.002665044929027322,0.0026650411231038747,2.3573463405445247e-06
GP 表达式自身产生的状态,250,本轮最优路径,沉积后,5,0.0019999762158164156,0.001999967905086213,1.7810373228089936e-06
GP 表达式自身产生的状态,250,本轮最优路径,沉积后,6,0.0021630422417690037,0.0021630196972523383,1.9082857591064662e-06
GP 表达式自身产生的状态,250,本轮最优路径,沉积后,7,0.003756940002511621,0.003756934733888017,3.3216691045947595e-06
GP 表达式自身产生的状态,250,本轮最优路径,蒸发和下界保护后,0,0.004452573712726341,0.0,0.0
GP 表达式自身产生的状态,250,本轮最优路径,蒸发和下界保护后,1,0.0020678367847296536,0.0,0.0
GP 表达式自身产生的状态,250,本轮最优路径,蒸发和下界保护后,2,0.0015236464912486288,0.0,0.0
GP 表达式自身产生的状态,250,本轮最优路径,蒸发和下界保护后,3,0.005600183306211206,0.0,0.0
GP 表达式自身产生的状态,250,本轮最优路径,蒸发和下界保护后,4,0.002665044929027322,0.0,0.0
GP 表达式自身产生的状态,250,本轮最优路径,蒸发和下界保护后,5,0.0019999762158164156,0.0,0.0
GP 表达式自身产生的状态,250,本轮最优路径,蒸发和下界保护后,6,0.0021630422417690037,0.0,0.0
GP 表达式自身产生的状态,250,本轮最优路径,蒸发和下界保护后,7,0.003756940002511621,0.0,0.0
GP 表达式自身产生的状态,250,本轮最优路径,重启和可选上界处理后,0,0.004452573712726341,0.004452576537531141,3.937180282000104e-06
GP 表达式自身产生的状态,250,本轮最优路径,重启和可选上界处理后,1,0.0020678367847296536,0.002067831770144552,1.8288886167722952e-06
GP 表达式自身产生的状态,250,本轮最优路径,重启和可选上界处理后,2,0.0015236464912486288,0.00152365962018808,1.3696522540443735e-06
GP 表达式自身产生的状态,250,本轮最优路径,重启和可选上界处理后,3,0.005600183306211206,0.005600191395146596,4.980062205441687e-06
GP 表达式自身产生的状态,250,本轮最优路径,重启和可选上界处理后,4,0.002665044929027322,0.0026650411231038747,2.3573463405445247e-06
GP 表达式自身产生的状态,250,本轮最优路径,重启和可选上界处理后,5,0.0019999762158164156,0.001999967905086213,1.7810373228089936e-06
GP 表达式自身产生的状态,250,本轮最优路径,重启和可选上界处理后,6,0.0021630422417690037,0.0021630196972523383,1.9082857591064662e-06
GP 表达式自身产生的状态,250,本轮最优路径,重启和可选上界处理后,7,0.003756940002511621,0.003756934733888017,3.3216691045947595e-06
GP 表达式自身产生的状态,500,历史全局最优路径,更新前,0,0.001402358371413436,0.0,0.0
GP 表达式自身产生的状态,500,历史全局最优路径,更新前,1,0.001800218644703253,0.0,0.0
GP 表达式自身产生的状态,500,历史全局最优路径,更新前,2,0.0014738083179202353,0.0,0.0
GP 表达式自身产生的状态,500,历史全局最优路径,更新前,3,0.0016106559415844375,0.0,0.0
GP 表达式自身产生的状态,500,历史全局最优路径,更新前,4,0.014360674558049732,0.0,0.0
GP 表达式自身产生的状态,500,历史全局最优路径,更新前,5,0.0013684433691914253,0.0,0.0
GP 表达式自身产生的状态,500,历史全局最优路径,更新前,6,0.002327226790506082,0.0,0.0
GP 表达式自身产生的状态,500,历史全局最优路径,更新前,7,0.0016924287832502055,0.0,0.0
GP 表达式自身产生的状态,500,历史全局最优路径,沉积后,0,0.001402358371413436,0.0014023472618147409,1.2402910895812719e-06
GP 表达式自身产生的状态,500,历史全局最优路径,沉积后,1,0.001800218644703253,0.0018001911361521378,1.5921328184926818e-06
GP 表达式自身产生的状态,500,历史全局最优路径,沉积后,2,0.0014738083179202353,0.0014738022434476739,1.3223991355737252e-06
GP 表达式自身产生的状态,500,历史全局最优路径,沉积后,3,0.0016106559415844375,0.001610674920036359,1.4256927975494582e-06
GP 表达式自身产生的状态,500,历史全局最优路径,沉积后,4,0.014360674558049732,0.014360668115360254,1.2012039557916395e-05
GP 表达式自身产生的状态,500,历史全局最优路径,沉积后,5,0.0013684433691914253,0.001368429108810976,1.2063636473416045e-06
GP 表达式自身产生的状态,500,历史全局最优路径,沉积后,6,0.002327226790506082,0.0023272291090229787,2.0553895994690736e-06
GP 表达式自身产生的状态,500,历史全局最优路径,沉积后,7,0.0016924287832502055,0.0016924194264738234,1.4972383667942449e-06
GP 表达式自身产生的状态,500,历史全局最优路径,蒸发和下界保护后,0,0.001402358371413436,0.0,0.0
GP 表达式自身产生的状态,500,历史全局最优路径,蒸发和下界保护后,1,0.001800218644703253,0.0,0.0
GP 表达式自身产生的状态,500,历史全局最优路径,蒸发和下界保护后,2,0.0014738083179202353,0.0,0.0
GP 表达式自身产生的状态,500,历史全局最优路径,蒸发和下界保护后,3,0.0016106559415844375,0.0,0.0
GP 表达式自身产生的状态,500,历史全局最优路径,蒸发和下界保护后,4,0.014360674558049732,0.0,0.0
GP 表达式自身产生的状态,500,历史全局最优路径,蒸发和下界保护后,5,0.0013684433691914253,0.0,0.0
GP 表达式自身产生的状态,500,历史全局最优路径,蒸发和下界保护后,6,0.002327226790506082,0.0,0.0
GP 表达式自身产生的状态,500,历史全局最优路径,蒸发和下界保护后,7,0.0016924287832502055,0.0,0.0
GP 表达式自身产生的状态,500,历史全局最优路径,重启和可选上界处理后,0,0.001402358371413436,0.0013201615783271687,1.167519578000819e-06
GP 表达式自身产生的状态,500,历史全局最优路径,重启和可选上界处理后,1,0.001800218644703253,0.00169897922412313,1.5029343776010462e-06
GP 表达式自身产生的状态,500,历史全局最优路径,重启和可选上界处理后,2,0.0014738083179202353,0.0009539015565802685,8.54619216756149e-07
GP 表达式自身产生的状态,500,历史全局最优路径,重启和可选上界处理后,3,0.0016106559415844375,0.0015363231876730687,1.3604329007704028e-06
GP 表达式自身产生的状态,500,历史全局最优路径,重启和可选上界处理后,4,0.014360674558049732,0.013846573687737626,1.1556088923492409e-05
GP 表达式自身产生的状态,500,历史全局最优路径,重启和可选上界处理后,5,0.0013684433691914253,0.0009562806151927104,8.352409489999022e-07
GP 表达式自身产生的状态,500,历史全局最优路径,重启和可选上界处理后,6,0.002327226790506082,0.0009514009813857175,8.432786134574398e-07
GP 表达式自身产生的状态,500,历史全局最优路径,重启和可选上界处理后,7,0.0016924287832502055,0.0016924194264738234,1.4972383667942449e-06
GP 表达式自身产生的状态,500,历史重启阶段最优路径,更新前,0,0.001402358371413436,0.0,0.0
GP 表达式自身产生的状态,500,历史重启阶段最优路径,更新前,1,0.001800218644703253,0.0,0.0
GP 表达式自身产生的状态,500,历史重启阶段最优路径,更新前,2,0.0014738083179202353,0.0,0.0
GP 表达式自身产生的状态,500,历史重启阶段最优路径,更新前,3,0.0016106559415844375,0.0,0.0
GP 表达式自身产生的状态,500,历史重启阶段最优路径,更新前,4,0.0032613256537385076,0.0,0.0
GP 表达式自身产生的状态,500,历史重启阶段最优路径,更新前,5,0.0013684433691914253,0.0,0.0
GP 表达式自身产生的状态,500,历史重启阶段最优路径,更新前,6,0.002327226790506082,0.0,0.0
GP 表达式自身产生的状态,500,历史重启阶段最优路径,更新前,7,0.0016924287832502055,0.0,0.0
GP 表达式自身产生的状态,500,历史重启阶段最优路径,沉积后,0,0.001402358371413436,0.0014023472618147409,1.2402910895812719e-06
GP 表达式自身产生的状态,500,历史重启阶段最优路径,沉积后,1,0.001800218644703253,0.0018001911361521378,1.5921328184926818e-06
GP 表达式自身产生的状态,500,历史重启阶段最优路径,沉积后,2,0.0014738083179202353,0.0014738022434476739,1.3223991355737252e-06
GP 表达式自身产生的状态,500,历史重启阶段最优路径,沉积后,3,0.0016106559415844375,0.001610674920036359,1.4256927975494582e-06
GP 表达式自身产生的状态,500,历史重启阶段最优路径,沉积后,4,0.0032613256537385076,0.0032613141523470035,2.7969157722078508e-06
GP 表达式自身产生的状态,500,历史重启阶段最优路径,沉积后,5,0.0013684433691914253,0.001368429108810976,1.2063636473416045e-06
GP 表达式自身产生的状态,500,历史重启阶段最优路径,沉积后,6,0.002327226790506082,0.0023272291090229787,2.0553895994690736e-06
GP 表达式自身产生的状态,500,历史重启阶段最优路径,沉积后,7,0.0016924287832502055,0.0016924194264738234,1.4972383667942449e-06
GP 表达式自身产生的状态,500,历史重启阶段最优路径,蒸发和下界保护后,0,0.001402358371413436,0.0,0.0
GP 表达式自身产生的状态,500,历史重启阶段最优路径,蒸发和下界保护后,1,0.001800218644703253,0.0,0.0
GP 表达式自身产生的状态,500,历史重启阶段最优路径,蒸发和下界保护后,2,0.0014738083179202353,0.0,0.0
GP 表达式自身产生的状态,500,历史重启阶段最优路径,蒸发和下界保护后,3,0.0016106559415844375,0.0,0.0
GP 表达式自身产生的状态,500,历史重启阶段最优路径,蒸发和下界保护后,4,0.0032613256537385076,0.0,0.0
GP 表达式自身产生的状态,500,历史重启阶段最优路径,蒸发和下界保护后,5,0.0013684433691914253,0.0,0.0
GP 表达式自身产生的状态,500,历史重启阶段最优路径,蒸发和下界保护后,6,0.002327226790506082,0.0,0.0
GP 表达式自身产生的状态,500,历史重启阶段最优路径,蒸发和下界保护后,7,0.0016924287832502055,0.0,0.0
GP 表达式自身产生的状态,500,历史重启阶段最优路径,重启和可选上界处理后,0,0.001402358371413436,0.0013201615783271687,1.167519578000819e-06
GP 表达式自身产生的状态,500,历史重启阶段最优路径,重启和可选上界处理后,1,0.001800218644703253,0.00169897922412313,1.5029343776010462e-06
GP 表达式自身产生的状态,500,历史重启阶段最优路径,重启和可选上界处理后,2,0.0014738083179202353,0.0009539015565802685,8.54619216756149e-07
GP 表达式自身产生的状态,500,历史重启阶段最优路径,重启和可选上界处理后,3,0.0016106559415844375,0.0015363231876730687,1.3604329007704028e-06
GP 表达式自身产生的状态,500,历史重启阶段最优路径,重启和可选上界处理后,4,0.0032613256537385076,0.0027472197247243747,2.340965137783863e-06
GP 表达式自身产生的状态,500,历史重启阶段最优路径,重启和可选上界处理后,5,0.0013684433691914253,0.0009562806151927104,8.352409489999022e-07
GP 表达式自身产生的状态,500,历史重启阶段最优路径,重启和可选上界处理后,6,0.002327226790506082,0.0009514009813857175,8.432786134574398e-07
GP 表达式自身产生的状态,500,历史重启阶段最优路径,重启和可选上界处理后,7,0.0016924287832502055,0.0016924194264738234,1.4972383667942449e-06
GP 表达式自身产生的状态,500,本轮最优路径,更新前,0,0.0014023922052724988,0.0,0.0
GP 表达式自身产生的状态,500,本轮最优路径,更新前,1,0.0017992896504812378,0.0,0.0
GP 表达式自身产生的状态,500,本轮最优路径,更新前,2,0.0014734808939456277,0.0,0.0
GP 表达式自身产生的状态,500,本轮最优路径,更新前,3,0.0016149383700237861,0.0,0.0
GP 表达式自身产生的状态,500,本轮最优路径,更新前,4,0.0032611226900965645,0.0,0.0
GP 表达式自身产生的状态,500,本轮最优路径,更新前,5,0.0013711083060698815,0.0,0.0
GP 表达式自身产生的状态,500,本轮最优路径,更新前,6,0.002321269134397383,0.0,0.0
GP 表达式自身产生的状态,500,本轮最优路径,更新前,7,0.0016926290801910666,0.0,0.0
GP 表达式自身产生的状态,500,本轮最优路径,沉积后,0,0.0014023922052724988,0.001402379650438909,1.2403187949491633e-06
GP 表达式自身产生的状态,500,本轮最优路径,沉积后,1,0.0017992896504812378,0.0017992777307955414,1.59130302939907e-06
GP 表达式自身产生的状态,500,本轮最优路径,沉积后,2,0.0014734808939456277,0.0014734611827673253,1.322090519627115e-06
GP 表达式自身产生的状态,500,本轮最优路径,沉积后,3,0.0016149383700237861,0.0016149479275672052,1.429442824315737e-06
GP 表达式自身产生的状态,500,本轮最优路径,沉积后,4,0.0032611226900965645,0.003261109122651779,2.7967444999673044e-06
GP 表达式自身产生的状态,500,本轮最优路径,沉积后,5,0.0013711083060698815,0.001371084085339553,1.2086843056736422e-06
GP 表达式自身产生的状态,500,本轮最优路径,沉积后,6,0.002321269134397383,0.002321269615391592,2.0503373277729947e-06
GP 表达式自身产生的状态,500,本轮最优路径,沉积后,7,0.0016926290801910666,0.0016926294853876556,1.4974237429545843e-06
GP 表达式自身产生的状态,500,本轮最优路径,蒸发和下界保护后,0,0.0014023922052724988,0.0,0.0
GP 表达式自身产生的状态,500,本轮最优路径,蒸发和下界保护后,1,0.0017992896504812378,0.0,0.0
GP 表达式自身产生的状态,500,本轮最优路径,蒸发和下界保护后,2,0.0014734808939456277,0.0,0.0
GP 表达式自身产生的状态,500,本轮最优路径,蒸发和下界保护后,3,0.0016149383700237861,0.0,0.0
GP 表达式自身产生的状态,500,本轮最优路径,蒸发和下界保护后,4,0.0032611226900965645,0.0,0.0
GP 表达式自身产生的状态,500,本轮最优路径,蒸发和下界保护后,5,0.0013711083060698815,0.0,0.0
GP 表达式自身产生的状态,500,本轮最优路径,蒸发和下界保护后,6,0.002321269134397383,0.0,0.0
GP 表达式自身产生的状态,500,本轮最优路径,蒸发和下界保护后,7,0.0016926290801910666,0.0,0.0
GP 表达式自身产生的状态,500,本轮最优路径,重启和可选上界处理后,0,0.0014023922052724988,0.0013201907730923555,1.16754435398164e-06
GP 表达式自身产生的状态,500,本轮最优路径,重启和可选上界处理后,1,0.0017992896504812378,0.001696725956197873,1.5009255660838254e-06
GP 表达式自身产生的状态,500,本轮最优路径,重启和可选上界处理后,2,0.0014734808939456277,0.0009536077814495156,8.543528887699574e-07
GP 表达式自身产生的状态,500,本轮最优路径,重启和可选上界处理后,3,0.0016149383700237861,0.0015405961952039149,1.364182927536682e-06
GP 表达式自身产生的状态,500,本轮最优路径,重启和可选上界处理后,4,0.0032611226900965645,0.0027469868167528575,2.3407691402768967e-06
GP 表达式自身产生的状态,500,本轮最优路径,重启和可选上界处理后,5,0.0013711083060698815,0.0009562824269886607,8.352433848944767e-07
GP 表达式自身产生的状态,500,本轮最优路径,重启和可选上界处理后,6,0.002321269134397383,0.0009651189781457405,8.554868840798914e-07
GP 表达式自身产生的状态,500,本轮最优路径,重启和可选上界处理后,7,0.0016926290801910666,0.0016926294853876556,1.4974237429545843e-06
GP 表达式自身产生的状态,1000,历史全局最优路径,更新前,0,0.03990045723779485,0.0,0.0
GP 表达式自身产生的状态,1000,历史全局最优路径,更新前,1,0.030435169863795006,0.0,0.0
GP 表达式自身产生的状态,1000,历史全局最优路径,更新前,2,0.023495354782095898,0.0,0.0
GP 表达式自身产生的状态,1000,历史全局最优路径,更新前,3,0.01489698410532121,0.0,0.0
GP 表达式自身产生的状态,1000,历史全局最优路径,更新前,4,0.00994354193165771,0.0,0.0
GP 表达式自身产生的状态,1000,历史全局最优路径,更新前,5,0.008736496707815391,0.0,0.0
GP 表达式自身产生的状态,1000,历史全局最优路径,更新前,6,0.008224318011840027,0.0,0.0
GP 表达式自身产生的状态,1000,历史全局最优路径,更新前,7,0.04436407016935468,0.0,0.0
GP 表达式自身产生的状态,1000,历史全局最优路径,沉积后,0,0.03990045723779485,0.03990045897622107,3.3030599585310215e-05
GP 表达式自身产生的状态,1000,历史全局最优路径,沉积后,1,0.030435169863795006,0.030435178841103763,2.5302599047951695e-05
GP 表达式自身产生的状态,1000,历史全局最优路径,沉积后,2,0.023495354782095898,0.023495353529023114,1.9514074837604575e-05
GP 表达式自身产生的状态,1000,历史全局最优路径,沉积后,3,0.01489698410532121,0.014896993365940525,1.2331640364257703e-05
GP 表达式自身产生的状态,1000,历史全局最优路径,沉积后,4,0.00994354193165771,0.00994353766412932,8.258740861619074e-06
GP 表达式自身产生的状态,1000,历史全局最优路径,沉积后,5,0.008736496707815391,0.008736495518556655,7.233137139445514e-06
GP 表达式自身产生的状态,1000,历史全局最优路径,沉积后,6,0.008224318011840027,0.008224331298429706,6.829608207812603e-06
GP 表达式自身产生的状态,1000,历史全局最优路径,沉积后,7,0.04436407016935468,0.04436409165847328,3.651345015849899e-05
GP 表达式自身产生的状态,1000,历史全局最优路径,蒸发和下界保护后,0,0.03990045723779485,0.0,0.0
GP 表达式自身产生的状态,1000,历史全局最优路径,蒸发和下界保护后,1,0.030435169863795006,0.0,0.0
GP 表达式自身产生的状态,1000,历史全局最优路径,蒸发和下界保护后,2,0.023495354782095898,0.0,0.0
GP 表达式自身产生的状态,1000,历史全局最优路径,蒸发和下界保护后,3,0.01489698410532121,0.0,0.0
GP 表达式自身产生的状态,1000,历史全局最优路径,蒸发和下界保护后,4,0.00994354193165771,0.0,0.0
GP 表达式自身产生的状态,1000,历史全局最优路径,蒸发和下界保护后,5,0.008736496707815391,0.0,0.0
GP 表达式自身产生的状态,1000,历史全局最优路径,蒸发和下界保护后,6,0.008224318011840027,0.0,0.0
GP 表达式自身产生的状态,1000,历史全局最优路径,蒸发和下界保护后,7,0.04436407016935468,0.0,0.0
GP 表达式自身产生的状态,1000,历史全局最优路径,重启和可选上界处理后,0,0.03990045723779485,0.039826613701048806,3.2969176209371275e-05
GP 表达式自身产生的状态,1000,历史全局最优路径,重启和可选上界处理后,1,0.030435169863795006,0.030435178841103763,2.5302599047951695e-05
GP 表达式自身产生的状态,1000,历史全局最优路径,重启和可选上界处理后,2,0.023495354782095898,0.023040779129269454,1.9136025874962188e-05
GP 表达式自身产生的状态,1000,历史全局最优路径,重启和可选上界处理后,3,0.01489698410532121,0.014896993365940525,1.2331640364257703e-05
GP 表达式自身产生的状态,1000,历史全局最优路径,重启和可选上界处理后,4,0.00994354193165771,0.009511150939483359,7.899196358788441e-06
GP 表达式自身产生的状态,1000,历史全局最优路径,重启和可选上界处理后,5,0.008736496707815391,0.008658374836366904,7.168163237251786e-06
GP 表达式自身产生的状态,1000,历史全局最优路径,重启和可选上界处理后,6,0.008224318011840027,0.008117010537831234,6.740321992295697e-06
GP 表达式自身产生的状态,1000,历史全局最优路径,重启和可选上界处理后,7,0.04436407016935468,0.044311059017271615,3.646629403193439e-05
GP 表达式自身产生的状态,1000,历史重启阶段最优路径,更新前,0,0.006150646371060456,0.0,0.0
GP 表达式自身产生的状态,1000,历史重启阶段最优路径,更新前,1,0.0036090973022723915,0.0,0.0
GP 表达式自身产生的状态,1000,历史重启阶段最优路径,更新前,2,0.005707963580837838,0.0,0.0
GP 表达式自身产生的状态,1000,历史重启阶段最优路径,更新前,3,0.0042031841729472125,0.0,0.0
GP 表达式自身产生的状态,1000,历史重启阶段最优路径,更新前,4,0.003047401010695774,0.0,0.0
GP 表达式自身产生的状态,1000,历史重启阶段最优路径,更新前,5,0.0013995476996071557,0.0,0.0
GP 表达式自身产生的状态,1000,历史重启阶段最优路径,更新前,6,0.002165703404595074,0.0,0.0
GP 表达式自身产生的状态,1000,历史重启阶段最优路径,更新前,7,0.012493188294904355,0.0,0.0
GP 表达式自身产生的状态,1000,历史重启阶段最优路径,沉积后,0,0.006150646371060456,0.0061506329818861736,5.075753877353772e-06
GP 表达式自身产生的状态,1000,历史重启阶段最优路径,沉积后,1,0.0036090973022723915,0.003609099623329203,3.04071957014258e-06
GP 表达式自身产生的状态,1000,历史重启阶段最优路径,沉积后,2,0.005707963580837838,0.005707972624646861,4.739649612879457e-06
GP 表达式自身产生的状态,1000,历史重启阶段最优路径,沉积后,3,0.0042031841729472125,0.004203187747537845,3.4892951273514196e-06
GP 表达式自身产生的状态,1000,历史重启阶段最优路径,沉积后,4,0.003047401010695774,0.0030473861951648596,2.5337994922520885e-06
GP 表达式自身产生的状态,1000,历史重启阶段最优路径,沉积后,5,0.0013995476996071557,0.0013995459767829803,1.1647987843272263e-06
GP 表达式自身产生的状态,1000,历史重启阶段最优路径,沉积后,6,0.002165703404595074,0.0021657045051507676,1.805050313957929e-06
GP 表达式自身产生的状态,1000,历史重启阶段最优路径,沉积后,7,0.012493188294904355,0.012493205843627252,1.0218776906656788e-05
GP 表达式自身产生的状态,1000,历史重启阶段最优路径,蒸发和下界保护后,0,0.006150646371060456,0.0,0.0
GP 表达式自身产生的状态,1000,历史重启阶段最优路径,蒸发和下界保护后,1,0.0036090973022723915,0.0,0.0
GP 表达式自身产生的状态,1000,历史重启阶段最优路径,蒸发和下界保护后,2,0.005707963580837838,0.0,0.0
GP 表达式自身产生的状态,1000,历史重启阶段最优路径,蒸发和下界保护后,3,0.0042031841729472125,0.0,0.0
GP 表达式自身产生的状态,1000,历史重启阶段最优路径,蒸发和下界保护后,4,0.003047401010695774,0.0,0.0
GP 表达式自身产生的状态,1000,历史重启阶段最优路径,蒸发和下界保护后,5,0.0013995476996071557,0.0,0.0
GP 表达式自身产生的状态,1000,历史重启阶段最优路径,蒸发和下界保护后,6,0.002165703404595074,0.0,0.0
GP 表达式自身产生的状态,1000,历史重启阶段最优路径,蒸发和下界保护后,7,0.012493188294904355,0.0,0.0
GP 表达式自身产生的状态,1000,历史重启阶段最优路径,重启和可选上界处理后,0,0.006150646371060456,0.006076787706713903,5.0143305014148395e-06
GP 表达式自身产生的状态,1000,历史重启阶段最优路径,重启和可选上界处理后,1,0.0036090973022723915,0.003609099623329203,3.04071957014258e-06
GP 表达式自身产生的状态,1000,历史重启阶段最优路径,重启和可选上界处理后,2,0.005707963580837838,0.0052533982248932016,4.3616006502370705e-06
GP 表达式自身产生的状态,1000,历史重启阶段最优路径,重启和可选上界处理后,3,0.0042031841729472125,0.004203187747537845,3.4892951273514196e-06
GP 表达式自身产生的状态,1000,历史重启阶段最优路径,重启和可选上界处理后,4,0.003047401010695774,0.0026149869733605594,2.1742445976024545e-06
GP 表达式自身产生的状态,1000,历史重启阶段最优路径,重启和可选上界处理后,5,0.0013995476996071557,0.0013214252945932313,1.0998248821334971e-06
GP 表达式自身产生的状态,1000,历史重启阶段最优路径,重启和可选上界处理后,6,0.002165703404595074,0.002058383744552296,1.7157640984410227e-06
GP 表达式自身产生的状态,1000,历史重启阶段最优路径,重启和可选上界处理后,7,0.012493188294904355,0.01244017320242559,1.0171620780092195e-05
GP 表达式自身产生的状态,1000,本轮最优路径,更新前,0,0.006151121853694822,0.0,0.0
GP 表达式自身产生的状态,1000,本轮最优路径,更新前,1,0.003609679756443636,0.0,0.0
GP 表达式自身产生的状态,1000,本轮最优路径,更新前,2,0.005708060208227791,0.0,0.0
GP 表达式自身产生的状态,1000,本轮最优路径,更新前,3,0.004183565023667065,0.0,0.0
GP 表达式自身产生的状态,1000,本轮最优路径,更新前,4,0.00239861287207097,0.0,0.0
GP 表达式自身产生的状态,1000,本轮最优路径,更新前,5,0.0013995238251922509,0.0,0.0
GP 表达式自身产生的状态,1000,本轮最优路径,更新前,6,0.0021788555568070097,0.0,0.0
GP 表达式自身产生的状态,1000,本轮最优路径,更新前,7,0.018775444147850637,0.0,0.0
GP 表达式自身产生的状态,1000,本轮最优路径,沉积后,0,0.006151121853694822,0.0061511014403846445,5.0761486742047894e-06
GP 表达式自身产生的状态,1000,本轮最优路径,沉积后,1,0.003609679756443636,0.0036096966995951035,3.041214481568384e-06
GP 表达式自身产生的状态,1000,本轮最优路径,沉积后,2,0.005708060208227791,0.005708059632926278,4.739721120764338e-06
GP 表达式自身产生的状态,1000,本轮最优路径,沉积后,3,0.004183565023667065,0.004183595946025603,3.471142570433866e-06
GP 表达式自身产生的状态,1000,本轮最优路径,沉积后,4,0.00239861287207097,0.00239859052205955,1.9951983998907303e-06
GP 表达式自身产生的状态,1000,本轮最优路径,沉积后,5,0.0013995238251922509,0.00139952683697959,1.164782849437446e-06
GP 表达式自身产生的状态,1000,本轮最优路径,沉积后,6,0.0021788555568070097,0.002178852073419177,1.8159732512993875e-06
GP 表达式自身产生的状态,1000,本轮最优路径,沉积后,7,0.018775444147850637,0.01877543739353875,1.5334456319707002e-05
GP 表达式自身产生的状态,1000,本轮最优路径,蒸发和下界保护后,0,0.006151121853694822,0.0,0.0
GP 表达式自身产生的状态,1000,本轮最优路径,蒸发和下界保护后,1,0.003609679756443636,0.0,0.0
