state_owner,snapshot_iteration,historical_source,update_rule,instance,affected_probability_tv,unaffected_probability_tv
不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,7,nan,1.0339000540414383e-08
不使用 GP 产生的状态,250,历史全局最优路径,来源内均匀沉积,0,nan,0.0
不使用 GP 产生的状态,250,历史全局最优路径,来源内均匀沉积,1,nan,0.0
不使用 GP 产生的状态,250,历史全局最优路径,来源内均匀沉积,2,nan,0.0
不使用 GP 产生的状态,250,历史全局最优路径,来源内均匀沉积,3,nan,0.0
不使用 GP 产生的状态,250,历史全局最优路径,来源内均匀沉积,4,nan,0.0
不使用 GP 产生的状态,250,历史全局最优路径,来源内均匀沉积,5,nan,0.0
不使用 GP 产生的状态,250,历史全局最优路径,来源内均匀沉积,6,nan,0.0
不使用 GP 产生的状态,250,历史全局最优路径,来源内均匀沉积,7,nan,0.0
不使用 GP 产生的状态,250,历史重启阶段最优路径,GP 源内重加权,0,nan,9.104641096387275e-10
不使用 GP 产生的状态,250,历史重启阶段最优路径,GP 源内重加权,1,nan,3.762712563311174e-09
不使用 GP 产生的状态,250,历史重启阶段最优路径,GP 源内重加权,2,nan,1.0196308528978577e-09
不使用 GP 产生的状态,250,历史重启阶段最优路径,GP 源内重加权,3,nan,1.4223115198493323e-08
不使用 GP 产生的状态,250,历史重启阶段最优路径,GP 源内重加权,4,nan,1.068760928276767e-06
不使用 GP 产生的状态,250,历史重启阶段最优路径,GP 源内重加权,5,nan,5.323054494091652e-09
不使用 GP 产生的状态,250,历史重启阶段最优路径,GP 源内重加权,6,nan,1.8339942761560473e-08
不使用 GP 产生的状态,250,历史重启阶段最优路径,GP 源内重加权,7,nan,1.0339000540414383e-08
不使用 GP 产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,0,nan,0.0
不使用 GP 产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,1,nan,0.0
不使用 GP 产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,2,nan,0.0
不使用 GP 产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,3,nan,0.0
不使用 GP 产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,4,nan,0.0
不使用 GP 产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,5,nan,0.0
不使用 GP 产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,6,nan,0.0
不使用 GP 产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,7,nan,0.0
不使用 GP 产生的状态,500,历史全局最优路径,GP 源内重加权,0,nan,4.2468468755188136e-08
不使用 GP 产生的状态,500,历史全局最优路径,GP 源内重加权,1,nan,1.129582886661245e-06
不使用 GP 产生的状态,500,历史全局最优路径,GP 源内重加权,2,nan,3.759550232437427e-07
不使用 GP 产生的状态,500,历史全局最优路径,GP 源内重加权,3,nan,3.662555908966911e-07
不使用 GP 产生的状态,500,历史全局最优路径,GP 源内重加权,4,nan,1.163808887550036e-09
不使用 GP 产生的状态,500,历史全局最优路径,GP 源内重加权,5,nan,7.05031327532791e-07
不使用 GP 产生的状态,500,历史全局最优路径,GP 源内重加权,6,nan,2.1928834287201245e-07
不使用 GP 产生的状态,500,历史全局最优路径,GP 源内重加权,7,nan,7.730495229218625e-08
不使用 GP 产生的状态,500,历史全局最优路径,来源内均匀沉积,0,nan,0.0
不使用 GP 产生的状态,500,历史全局最优路径,来源内均匀沉积,1,nan,0.0
不使用 GP 产生的状态,500,历史全局最优路径,来源内均匀沉积,2,nan,0.0
不使用 GP 产生的状态,500,历史全局最优路径,来源内均匀沉积,3,nan,0.0
不使用 GP 产生的状态,500,历史全局最优路径,来源内均匀沉积,4,nan,0.0
不使用 GP 产生的状态,500,历史全局最优路径,来源内均匀沉积,5,nan,0.0
不使用 GP 产生的状态,500,历史全局最优路径,来源内均匀沉积,6,nan,0.0
不使用 GP 产生的状态,500,历史全局最优路径,来源内均匀沉积,7,nan,0.0
不使用 GP 产生的状态,500,历史重启阶段最优路径,GP 源内重加权,0,nan,4.2468468755188136e-08
不使用 GP 产生的状态,500,历史重启阶段最优路径,GP 源内重加权,1,nan,1.129582886661245e-06
不使用 GP 产生的状态,500,历史重启阶段最优路径,GP 源内重加权,2,nan,3.759550232437427e-07
不使用 GP 产生的状态,500,历史重启阶段最优路径,GP 源内重加权,3,nan,3.662555908966911e-07
不使用 GP 产生的状态,500,历史重启阶段最优路径,GP 源内重加权,4,nan,1.163808887550036e-09
不使用 GP 产生的状态,500,历史重启阶段最优路径,GP 源内重加权,5,nan,7.05031327532791e-07
不使用 GP 产生的状态,500,历史重启阶段最优路径,GP 源内重加权,6,nan,2.1928834287201245e-07
不使用 GP 产生的状态,500,历史重启阶段最优路径,GP 源内重加权,7,nan,7.730495229218625e-08
不使用 GP 产生的状态,500,历史重启阶段最优路径,来源内均匀沉积,0,nan,0.0
不使用 GP 产生的状态,500,历史重启阶段最优路径,来源内均匀沉积,1,nan,0.0
不使用 GP 产生的状态,500,历史重启阶段最优路径,来源内均匀沉积,2,nan,0.0
不使用 GP 产生的状态,500,历史重启阶段最优路径,来源内均匀沉积,3,nan,0.0
不使用 GP 产生的状态,500,历史重启阶段最优路径,来源内均匀沉积,4,nan,0.0
不使用 GP 产生的状态,500,历史重启阶段最优路径,来源内均匀沉积,5,nan,0.0
不使用 GP 产生的状态,500,历史重启阶段最优路径,来源内均匀沉积,6,nan,0.0
不使用 GP 产生的状态,500,历史重启阶段最优路径,来源内均匀沉积,7,nan,0.0
不使用 GP 产生的状态,1000,历史全局最优路径,GP 源内重加权,0,nan,5.825888622334643e-07
不使用 GP 产生的状态,1000,历史全局最优路径,GP 源内重加权,1,0.037375909241266166,6.782564865450522e-06
不使用 GP 产生的状态,1000,历史全局最优路径,GP 源内重加权,2,0.06778522569231399,1.6082353063689402e-05
不使用 GP 产生的状态,1000,历史全局最优路径,GP 源内重加权,3,0.04093693486944787,1.0900761970141443e-05
不使用 GP 产生的状态,1000,历史全局最优路径,GP 源内重加权,4,0.00030077344135123746,2.621151181131195e-06
不使用 GP 产生的状态,1000,历史全局最优路径,GP 源内重加权,5,0.07140591672678126,5.522709190133816e-06
不使用 GP 产生的状态,1000,历史全局最优路径,GP 源内重加权,6,0.05485075036982961,8.636993736181964e-06
不使用 GP 产生的状态,1000,历史全局最优路径,GP 源内重加权,7,0.11966837448723096,9.45084273379477e-06
不使用 GP 产生的状态,1000,历史全局最优路径,来源内均匀沉积,0,nan,0.0
不使用 GP 产生的状态,1000,历史全局最优路径,来源内均匀沉积,1,0.052258246298214565,0.0
不使用 GP 产生的状态,1000,历史全局最优路径,来源内均匀沉积,2,0.08541773495535974,1.163026613827415e-09
不使用 GP 产生的状态,1000,历史全局最优路径,来源内均匀沉积,3,0.05638130145017434,5.3579134857267155e-12
不使用 GP 产生的状态,1000,历史全局最优路径,来源内均匀沉积,4,0.00030064735563478407,0.0
不使用 GP 产生的状态,1000,历史全局最优路径,来源内均匀沉积,5,0.08270150873649244,0.0
不使用 GP 产生的状态,1000,历史全局最优路径,来源内均匀沉积,6,0.0928630879463207,1.9840992767911531e-10
不使用 GP 产生的状态,1000,历史全局最优路径,来源内均匀沉积,7,0.17141917774193124,5.7410164513603625e-11
不使用 GP 产生的状态,1000,历史重启阶段最优路径,GP 源内重加权,0,nan,7.600583022560758e-07
不使用 GP 产生的状态,1000,历史重启阶段最优路径,GP 源内重加权,1,nan,3.612695151890075e-07
不使用 GP 产生的状态,1000,历史重启阶段最优路径,GP 源内重加权,2,0.09929863160886439,0.00012136524501239609
不使用 GP 产生的状态,1000,历史重启阶段最优路径,GP 源内重加权,3,nan,1.8858005876157546e-09
不使用 GP 产生的状态,1000,历史重启阶段最优路径,GP 源内重加权,4,nan,3.553479654010331e-07
不使用 GP 产生的状态,1000,历史重启阶段最优路径,GP 源内重加权,5,nan,9.517514153857192e-09
不使用 GP 产生的状态,1000,历史重启阶段最优路径,GP 源内重加权,6,nan,1.4273440805671714e-09
不使用 GP 产生的状态,1000,历史重启阶段最优路径,GP 源内重加权,7,nan,3.8517176439310327e-07
不使用 GP 产生的状态,1000,历史重启阶段最优路径,来源内均匀沉积,0,nan,0.0
不使用 GP 产生的状态,1000,历史重启阶段最优路径,来源内均匀沉积,1,nan,0.0
不使用 GP 产生的状态,1000,历史重启阶段最优路径,来源内均匀沉积,2,0.13228950314938187,4.722665311302627e-10
不使用 GP 产生的状态,1000,历史重启阶段最优路径,来源内均匀沉积,3,nan,0.0
不使用 GP 产生的状态,1000,历史重启阶段最优路径,来源内均匀沉积,4,nan,0.0
不使用 GP 产生的状态,1000,历史重启阶段最优路径,来源内均匀沉积,5,nan,0.0
不使用 GP 产生的状态,1000,历史重启阶段最优路径,来源内均匀沉积,6,nan,0.0
不使用 GP 产生的状态,1000,历史重启阶段最优路径,来源内均匀沉积,7,nan,0.0
不使用 GP 产生的状态,2500,历史全局最优路径,GP 源内重加权,0,0.007711880976946285,8.883532856729014e-06
不使用 GP 产生的状态,2500,历史全局最优路径,GP 源内重加权,1,nan,1.811482211840682e-09
不使用 GP 产生的状态,2500,历史全局最优路径,GP 源内重加权,2,0.0975548940722424,5.7406564142369e-05
不使用 GP 产生的状态,2500,历史全局最优路径,GP 源内重加权,3,0.040989222155997984,1.9205539592587087e-05
不使用 GP 产生的状态,2500,历史全局最优路径,GP 源内重加权,4,0.04371118465768137,1.565987114489336e-05
不使用 GP 产生的状态,2500,历史全局最优路径,GP 源内重加权,5,nan,3.6602835469574806e-07
不使用 GP 产生的状态,2500,历史全局最优路径,GP 源内重加权,6,0.06351766180253295,7.229970080952855e-06
不使用 GP 产生的状态,2500,历史全局最优路径,GP 源内重加权,7,0.07137938994762814,0.0003194519881012227
不使用 GP 产生的状态,2500,历史全局最优路径,来源内均匀沉积,0,0.007411172504827161,0.0
不使用 GP 产生的状态,2500,历史全局最优路径,来源内均匀沉积,1,nan,0.0
不使用 GP 产生的状态,2500,历史全局最优路径,来源内均匀沉积,2,0.13825261576261239,5.681788796365533e-12
不使用 GP 产生的状态,2500,历史全局最优路径,来源内均匀沉积,3,0.06267817563689516,7.023594179988876e-10
不使用 GP 产生的状态,2500,历史全局最优路径,来源内均匀沉积,4,0.07488907942087016,0.0
不使用 GP 产生的状态,2500,历史全局最优路径,来源内均匀沉积,5,nan,0.0
不使用 GP 产生的状态,2500,历史全局最优路径,来源内均匀沉积,6,0.08161866341288526,2.0853026517416936e-09
不使用 GP 产生的状态,2500,历史全局最优路径,来源内均匀沉积,7,0.10437679642157376,7.698954170863601e-10
不使用 GP 产生的状态,2500,历史重启阶段最优路径,GP 源内重加权,0,0.013891234223823419,9.00471438720177e-07
不使用 GP 产生的状态,2500,历史重启阶段最优路径,GP 源内重加权,1,nan,1.811482211840682e-09
不使用 GP 产生的状态,2500,历史重启阶段最优路径,GP 源内重加权,2,0.07579776054512688,9.912832526164777e-06
不使用 GP 产生的状态,2500,历史重启阶段最优路径,GP 源内重加权,3,nan,1.8243557493376395e-09
不使用 GP 产生的状态,2500,历史重启阶段最优路径,GP 源内重加权,4,nan,2.5073652148653744e-09
不使用 GP 产生的状态,2500,历史重启阶段最优路径,GP 源内重加权,5,nan,3.659208012765498e-07
不使用 GP 产生的状态,2500,历史重启阶段最优路径,GP 源内重加权,6,0.08743845730674892,6.902526634027697e-05
不使用 GP 产生的状态,2500,历史重启阶段最优路径,GP 源内重加权,7,0.12150687046711744,9.035934753647528e-06
不使用 GP 产生的状态,2500,历史重启阶段最优路径,来源内均匀沉积,0,0.013411148779420255,3.7108254949584144e-10
不使用 GP 产生的状态,2500,历史重启阶段最优路径,来源内均匀沉积,1,nan,0.0
不使用 GP 产生的状态,2500,历史重启阶段最优路径,来源内均匀沉积,2,0.09390662863341338,3.1432161284911825e-10
不使用 GP 产生的状态,2500,历史重启阶段最优路径,来源内均匀沉积,3,nan,0.0
不使用 GP 产生的状态,2500,历史重启阶段最优路径,来源内均匀沉积,4,nan,0.0
不使用 GP 产生的状态,2500,历史重启阶段最优路径,来源内均匀沉积,5,nan,0.0
不使用 GP 产生的状态,2500,历史重启阶段最优路径,来源内均匀沉积,6,0.11934858752074325,1.2105237892533367e-09
不使用 GP 产生的状态,2500,历史重启阶段最优路径,来源内均匀沉积,7,0.1302738541575066,9.475777586626728e-10
