replicate,champion,instance,state_owner,snapshot_iteration,historical_source,update_rule,phase,edge_category,source_overlap,edge_count,signed_tau_change_over_two_budget,absolute_tau_change_over_two_budget,mean_signed_tau_change,mean_absolute_tau_change
0,81002,3,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,沉积后,其他候选弧,1.0,9000,0.0,0.0,0.0,0.0
0,81002,3,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,重启和可选上界处理后,两条来源路径共有边,1.0,1000,-2.492967677226149e-09,8.342217738301864e-05,-1.4901161193847657e-10,4.986375570297241e-06
0,81002,3,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,重启和可选上界处理后,仅历史来源路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81002,3,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,重启和可选上界处理后,仅本轮最优路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81002,3,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,重启和可选上界处理后,其他候选弧,1.0,9000,0.0,0.0,0.0,0.0
0,81002,4,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,更新前,两条来源路径共有边,1.0,1000,0.0,0.0,0.0,0.0
0,81002,4,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,更新前,仅历史来源路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81002,4,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,更新前,仅本轮最优路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81002,4,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,更新前,其他候选弧,1.0,9000,0.0,0.0,0.0,0.0
0,81002,4,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,蒸发和下界保护后,两条来源路径共有边,1.0,1000,0.0,0.0,0.0,0.0
0,81002,4,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,蒸发和下界保护后,仅历史来源路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81002,4,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,蒸发和下界保护后,仅本轮最优路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81002,4,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,蒸发和下界保护后,其他候选弧,1.0,9000,0.0,0.0,0.0,0.0
0,81002,4,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,沉积后,两条来源路径共有边,1.0,1000,3.161794808709255e-07,2.512662911091934e-05,1.9550323486328126e-08,1.553654670715332e-06
0,81002,4,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,沉积后,仅历史来源路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81002,4,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,沉积后,仅本轮最优路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81002,4,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,沉积后,其他候选弧,1.0,9000,0.0,0.0,0.0,0.0
0,81002,4,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,重启和可选上界处理后,两条来源路径共有边,1.0,1000,3.161794808709255e-07,2.512662911091934e-05,1.9550323486328126e-08,1.553654670715332e-06
0,81002,4,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,重启和可选上界处理后,仅历史来源路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81002,4,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,重启和可选上界处理后,仅本轮最优路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81002,4,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,重启和可选上界处理后,其他候选弧,1.0,9000,0.0,0.0,0.0,0.0
0,81002,5,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,更新前,两条来源路径共有边,1.0,1000,0.0,0.0,0.0,0.0
0,81002,5,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,更新前,仅历史来源路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81002,5,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,更新前,仅本轮最优路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81002,5,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,更新前,其他候选弧,1.0,9000,0.0,0.0,0.0,0.0
0,81002,5,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,蒸发和下界保护后,两条来源路径共有边,1.0,1000,0.0,0.0,0.0,0.0
0,81002,5,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,蒸发和下界保护后,仅历史来源路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81002,5,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,蒸发和下界保护后,仅本轮最优路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81002,5,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,蒸发和下界保护后,其他候选弧,1.0,9000,0.0,0.0,0.0,0.0
0,81002,5,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,沉积后,两条来源路径共有边,1.0,1000,-3.286122722962563e-07,3.7271038889613056e-05,-2.0176172256469728e-08,2.2883713245391845e-06
0,81002,5,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,沉积后,仅历史来源路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81002,5,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,沉积后,仅本轮最优路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81002,5,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,沉积后,其他候选弧,1.0,9000,0.0,0.0,0.0,0.0
0,81002,5,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,重启和可选上界处理后,两条来源路径共有边,1.0,1000,-3.286122722962563e-07,3.7271038889613056e-05,-2.0176172256469728e-08,2.2883713245391845e-06
0,81002,5,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,重启和可选上界处理后,仅历史来源路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81002,5,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,重启和可选上界处理后,仅本轮最优路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81002,5,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,重启和可选上界处理后,其他候选弧,1.0,9000,0.0,0.0,0.0,0.0
0,81002,6,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,更新前,两条来源路径共有边,1.0,1000,0.0,0.0,0.0,0.0
0,81002,6,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,更新前,仅历史来源路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81002,6,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,更新前,仅本轮最优路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81002,6,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,更新前,其他候选弧,1.0,9001,0.0,0.0,0.0,0.0
0,81002,6,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,蒸发和下界保护后,两条来源路径共有边,1.0,1000,0.0,0.0,0.0,0.0
0,81002,6,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,蒸发和下界保护后,仅历史来源路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81002,6,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,蒸发和下界保护后,仅本轮最优路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81002,6,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,蒸发和下界保护后,其他候选弧,1.0,9001,0.0,0.0,0.0,0.0
0,81002,6,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,沉积后,两条来源路径共有边,1.0,1000,0.0,0.0,0.0,0.0
0,81002,6,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,沉积后,仅历史来源路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81002,6,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,沉积后,仅本轮最优路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81002,6,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,沉积后,其他候选弧,1.0,9001,0.0,0.0,0.0,0.0
0,81002,6,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,重启和可选上界处理后,两条来源路径共有边,1.0,1000,0.0,0.0,0.0,0.0
0,81002,6,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,重启和可选上界处理后,仅历史来源路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81002,6,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,重启和可选上界处理后,仅本轮最优路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81002,6,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,重启和可选上界处理后,其他候选弧,1.0,9001,0.0,0.0,0.0,0.0
0,81002,7,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,更新前,两条来源路径共有边,1.0,1000,0.0,0.0,0.0,0.0
0,81002,7,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,更新前,仅历史来源路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81002,7,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,更新前,仅本轮最优路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81002,7,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,更新前,其他候选弧,1.0,9001,0.0,0.0,0.0,0.0
0,81002,7,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,蒸发和下界保护后,两条来源路径共有边,1.0,1000,0.0,0.0,0.0,0.0
0,81002,7,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,蒸发和下界保护后,仅历史来源路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81002,7,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,蒸发和下界保护后,仅本轮最优路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81002,7,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,蒸发和下界保护后,其他候选弧,1.0,9001,0.0,0.0,0.0,0.0
0,81002,7,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,沉积后,两条来源路径共有边,1.0,1000,-4.632370802090965e-06,0.0004056751372980584,-2.8058886528015134e-07,2.4572283029556275e-05
0,81002,7,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,沉积后,仅历史来源路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81002,7,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,沉积后,仅本轮最优路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81002,7,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,沉积后,其他候选弧,1.0,9001,0.0,0.0,0.0,0.0
0,81002,7,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,重启和可选上界处理后,两条来源路径共有边,1.0,1000,-4.632370802090965e-06,0.0004056751372980584,-2.8058886528015134e-07,2.4572283029556275e-05
0,81002,7,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,重启和可选上界处理后,仅历史来源路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81002,7,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,重启和可选上界处理后,仅本轮最优路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81002,7,不使用 GP 产生的状态,250,历史全局最优路径,GP 源内重加权,重启和可选上界处理后,其他候选弧,1.0,9001,0.0,0.0,0.0,0.0
0,81001,0,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,两条来源路径共有边,0.994,994,0.0,0.0,0.0,0.0
0,81001,0,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,仅历史来源路径包含的边,0.994,6,0.0,0.0,0.0,0.0
0,81001,0,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,仅本轮最优路径包含的边,0.994,6,0.0,0.0,0.0,0.0
0,81001,0,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,其他候选弧,0.994,8994,0.0,0.0,0.0,0.0
0,81001,0,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,两条来源路径共有边,0.994,994,0.0,0.0,0.0,0.0
0,81001,0,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,仅历史来源路径包含的边,0.994,6,0.0,0.0,0.0,0.0
0,81001,0,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,仅本轮最优路径包含的边,0.994,6,0.0,0.0,0.0,0.0
0,81001,0,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,其他候选弧,0.994,8994,0.0,0.0,0.0,0.0
0,81001,0,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,两条来源路径共有边,0.994,994,0.0,0.0,0.0,0.0
0,81001,0,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,仅历史来源路径包含的边,0.994,6,0.005999999722427647,0.005999999722427647,0.06023331172764301,0.06023331172764301
0,81001,0,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,仅本轮最优路径包含的边,0.994,6,-0.0060000000316660085,0.0060000000316660085,-0.0602333148320516,0.0602333148320516
0,81001,0,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,其他候选弧,0.994,8994,0.0,0.0,0.0,0.0
0,81001,0,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,两条来源路径共有边,0.994,994,0.0,0.0,0.0,0.0
0,81001,0,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,仅历史来源路径包含的边,0.994,6,0.005999999722427647,0.005999999722427647,0.06023331172764301,0.06023331172764301
0,81001,0,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,仅本轮最优路径包含的边,0.994,6,-0.0060000000316660085,0.0060000000316660085,-0.0602333148320516,0.0602333148320516
0,81001,0,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,其他候选弧,0.994,8994,0.0,0.0,0.0,0.0
0,81001,1,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,两条来源路径共有边,1.0,1000,0.0,0.0,0.0,0.0
0,81001,1,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,仅历史来源路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81001,1,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,仅本轮最优路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81001,1,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,其他候选弧,1.0,9000,0.0,0.0,0.0,0.0
0,81001,1,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,两条来源路径共有边,1.0,1000,0.0,0.0,0.0,0.0
0,81001,1,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,仅历史来源路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81001,1,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,仅本轮最优路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81001,1,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,其他候选弧,1.0,9000,0.0,0.0,0.0,0.0
0,81001,1,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,两条来源路径共有边,1.0,1000,0.0,0.0,0.0,0.0
0,81001,1,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,仅历史来源路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81001,1,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,仅本轮最优路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81001,1,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,其他候选弧,1.0,9000,0.0,0.0,0.0,0.0
0,81001,1,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,两条来源路径共有边,1.0,1000,0.0,0.0,0.0,0.0
0,81001,1,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,仅历史来源路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81001,1,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,仅本轮最优路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81001,1,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,其他候选弧,1.0,9000,0.0,0.0,0.0,0.0
0,81001,2,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,两条来源路径共有边,1.0,1000,0.0,0.0,0.0,0.0
0,81001,2,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,仅历史来源路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81001,2,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,仅本轮最优路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81001,2,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,其他候选弧,1.0,9000,0.0,0.0,0.0,0.0
0,81001,2,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,两条来源路径共有边,1.0,1000,0.0,0.0,0.0,0.0
0,81001,2,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,仅历史来源路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81001,2,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,仅本轮最优路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81001,2,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,其他候选弧,1.0,9000,0.0,0.0,0.0,0.0
0,81001,2,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,两条来源路径共有边,1.0,1000,0.0,0.0,0.0,0.0
0,81001,2,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,仅历史来源路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81001,2,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,仅本轮最优路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81001,2,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,其他候选弧,1.0,9000,0.0,0.0,0.0,0.0
0,81001,2,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,两条来源路径共有边,1.0,1000,0.0,0.0,0.0,0.0
0,81001,2,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,仅历史来源路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81001,2,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,仅本轮最优路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81001,2,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,其他候选弧,1.0,9000,0.0,0.0,0.0,0.0
0,81001,3,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,两条来源路径共有边,1.0,1000,0.0,0.0,0.0,0.0
0,81001,3,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,仅历史来源路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81001,3,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,仅本轮最优路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81001,3,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,其他候选弧,1.0,9000,0.0,0.0,0.0,0.0
0,81001,3,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,两条来源路径共有边,1.0,1000,0.0,0.0,0.0,0.0
0,81001,3,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,仅历史来源路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81001,3,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,仅本轮最优路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81001,3,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,其他候选弧,1.0,9000,0.0,0.0,0.0,0.0
0,81001,3,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,两条来源路径共有边,1.0,1000,0.0,0.0,0.0,0.0
0,81001,3,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,仅历史来源路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81001,3,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,仅本轮最优路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81001,3,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,其他候选弧,1.0,9000,0.0,0.0,0.0,0.0
0,81001,3,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,两条来源路径共有边,1.0,1000,0.0,0.0,0.0,0.0
0,81001,3,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,仅历史来源路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81001,3,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,仅本轮最优路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81001,3,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,其他候选弧,1.0,9000,0.0,0.0,0.0,0.0
0,81001,4,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,两条来源路径共有边,1.0,1000,0.0,0.0,0.0,0.0
0,81001,4,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,仅历史来源路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81001,4,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,仅本轮最优路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81001,4,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,其他候选弧,1.0,9000,0.0,0.0,0.0,0.0
0,81001,4,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,两条来源路径共有边,1.0,1000,0.0,0.0,0.0,0.0
0,81001,4,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,仅历史来源路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81001,4,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,仅本轮最优路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81001,4,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,其他候选弧,1.0,9000,0.0,0.0,0.0,0.0
0,81001,4,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,两条来源路径共有边,1.0,1000,0.0,0.0,0.0,0.0
0,81001,4,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,仅历史来源路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81001,4,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,仅本轮最优路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81001,4,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,其他候选弧,1.0,9000,0.0,0.0,0.0,0.0
0,81001,4,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,两条来源路径共有边,1.0,1000,0.0,0.0,0.0,0.0
0,81001,4,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,仅历史来源路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81001,4,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,仅本轮最优路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81001,4,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,其他候选弧,1.0,9000,0.0,0.0,0.0,0.0
0,81001,5,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,两条来源路径共有边,1.0,1000,0.0,0.0,0.0,0.0
0,81001,5,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,仅历史来源路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81001,5,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,仅本轮最优路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81001,5,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,其他候选弧,1.0,9000,0.0,0.0,0.0,0.0
0,81001,5,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,两条来源路径共有边,1.0,1000,0.0,0.0,0.0,0.0
0,81001,5,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,仅历史来源路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81001,5,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,仅本轮最优路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81001,5,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,其他候选弧,1.0,9000,0.0,0.0,0.0,0.0
0,81001,5,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,两条来源路径共有边,1.0,1000,0.0,0.0,0.0,0.0
0,81001,5,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,仅历史来源路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81001,5,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,仅本轮最优路径包含的边,1.0,0,0.0,0.0,0.0,0.0
0,81001,5,GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,其他候选弧,1.0,9000,0.0,0.0,0.0,0.0
