behavior,iteration,metric,mean,point_low,point_high,instances
三个固定 GP 表达式的均值,150,source_edge_lift,9.872735186884611,9.846094332397087,9.906771434735065,8
三个固定 GP 表达式的均值,150,current_best_edge_lift,9.861818742385399,9.822613870452466,9.908263964137817,8
三个固定 GP 表达式的均值,150,global_best_edge_lift,9.872735186884611,9.846005934415325,9.907339335465142,8
三个固定 GP 表达式的均值,150,reference_edge_lift,8.580890330482907,8.373626389065718,8.806702411699348,8
三个固定 GP 表达式的均值,150,top500_persistence,0.5963989565226095,0.5798879362789306,0.6125734077901717,8
三个固定 GP 表达式的均值,150,source_age,7.069444444444445,4.222222222222221,10.916666666666666,8
三个固定 GP 表达式的均值,150,post_unique_tours,23.305555555555557,21.444444444444443,25.34722222222222,8
三个固定 GP 表达式的均值,175,candidate_entropy,6.982683513796642,6.9813222218386715,6.983844800036474,8
三个固定 GP 表达式的均值,175,candidate_effective_arcs,1077.8209400551348,1076.3736985055793,1079.0917137821616,8
三个固定 GP 表达式的均值,175,candidate_gini,0.8913927361694158,0.8913320742952515,0.8914553783064973,8
三个固定 GP 表达式的均值,175,top500_mass,0.49673580023438074,0.49576149977648887,0.4973867088097615,8
三个固定 GP 表达式的均值,175,top2500_mass,0.9925637324599765,0.9925614169071483,0.9925656263726249,8
三个固定 GP 表达式的均值,175,floor_fraction,0.8966944444444445,0.8955513888888889,0.8977236111111111,8
三个固定 GP 表达式的均值,175,source_edge_lift,9.911198490892524,9.879557536933255,9.950579598305806,8
三个固定 GP 表达式的均值,175,current_best_edge_lift,9.911198490892524,9.879446552954105,9.952076572110458,8
三个固定 GP 表达式的均值,175,global_best_edge_lift,9.92183133434389,9.870235027004743,9.97988711531313,8
三个固定 GP 表达式的均值,175,reference_edge_lift,8.632066584143848,8.424777263272944,8.860647481774715,8
三个固定 GP 表达式的均值,175,top500_persistence,0.6028045473515101,0.5935692969325074,0.6127977200853437,8
三个固定 GP 表达式的均值,175,source_age,0.0,0.0,0.0,8
三个固定 GP 表达式的均值,175,post_unique_tours,20.888888888888893,19.09722222222222,22.680555555555554,8
三个固定 GP 表达式的均值,200,candidate_entropy,6.981509545042222,6.980679790037028,6.982385779653756,8
三个固定 GP 表达式的均值,200,candidate_effective_arcs,1076.5512267538656,1075.6443560184553,1077.4975830511428,8
三个固定 GP 表达式的均值,200,candidate_gini,0.8913337121064571,0.891285188214846,0.8913896430769368,8
三个固定 GP 表达式的均值,200,top500_mass,0.4970018543998494,0.49670860419187357,0.49731418913390213,8
三个固定 GP 表达式的均值,200,top2500_mass,0.9925642130821578,0.9925622639502809,0.9925658126239523,8
三个固定 GP 表达式的均值,200,floor_fraction,0.8979722222222222,0.8975986111111112,0.8983249999999999,8
三个固定 GP 表达式的均值,200,source_edge_lift,9.922681823130592,9.883068502462425,9.991757711399103,8
三个固定 GP 表达式的均值,200,current_best_edge_lift,9.90674028271631,9.885581995443507,9.943097871717743,8
三个固定 GP 表达式的均值,200,global_best_edge_lift,9.922681823130592,9.88283087161491,9.9920001258885,8
三个固定 GP 表达式的均值,200,reference_edge_lift,8.674232843733835,8.464430955449032,8.907407286268743,8
三个固定 GP 表达式的均值,200,top500_persistence,0.6107198023527307,0.6014487172603945,0.6196058000421426,8
三个固定 GP 表达式的均值,200,source_age,13.73611111111111,11.875,15.38888888888889,8
三个固定 GP 表达式的均值,200,post_unique_tours,20.09722222222222,18.73611111111111,21.61111111111111,8
三个固定 GP 表达式的均值,225,candidate_entropy,6.980087618431668,6.979337159494195,6.981083650982912,8
三个固定 GP 表达式的均值,225,candidate_effective_arcs,1075.0165867624787,1074.2005971799754,1076.0920018663185,8
三个固定 GP 表达式的均值,225,candidate_gini,0.8912741839008952,0.8912074535470158,0.8913665855881523,8
三个固定 GP 表达式的均值,225,top500_mass,0.49668250093178934,0.4963037662348154,0.49719742044785226,8
三个固定 GP 表达式的均值,225,top2500_mass,0.9925647953593335,0.9925624210014264,0.9925664561518317,8
三个固定 GP 表达式的均值,225,floor_fraction,0.8986125,0.8981375,0.898975,8
三个固定 GP 表达式的均值,225,source_edge_lift,9.958994514205681,9.902069062061502,10.05025096376129,8
三个固定 GP 表达式的均值,225,current_best_edge_lift,9.958994514205681,9.902298932834874,10.049867524565327,8
三个固定 GP 表达式的均值,225,global_best_edge_lift,9.942855048739805,9.902185808824772,10.012020552518418,8
三个固定 GP 表达式的均值,225,reference_edge_lift,8.71616212090236,8.50137425348169,8.948778643114677,8
三个固定 GP 表达式的均值,225,top500_persistence,0.6157135624090606,0.6057088631555332,0.6248236983558152,8
三个固定 GP 表达式的均值,225,source_age,0.0,0.0,0.0,8
三个固定 GP 表达式的均值,225,post_unique_tours,18.055555555555557,16.59722222222222,20.36111111111111,8
三个固定 GP 表达式的均值,250,candidate_entropy,6.979386201424968,6.978638256841709,6.980151689503975,8
三个固定 GP 表达式的均值,250,candidate_effective_arcs,1074.2617616015166,1073.4607924479767,1075.0760780573314,8
三个固定 GP 表达式的均值,250,candidate_gini,0.8912379698177101,0.8911951573291906,0.8912801374273892,8
三个固定 GP 表达式的均值,250,top500_mass,0.4964734921147607,0.49624554782886693,0.49670981039648643,8
三个固定 GP 表达式的均值,250,top2500_mass,0.9925650688456797,0.9925629136365912,0.9925666557194928,8
三个固定 GP 表达式的均值,250,floor_fraction,0.8993111111111112,0.8989916666666666,0.8995972222222222,8
三个固定 GP 表达式的均值,250,source_edge_lift,9.939164698025504,9.898104018936941,9.998927475967808,8
三个固定 GP 表达式的均值,250,current_best_edge_lift,9.94344624898184,9.898220040659849,10.024754262335595,8
三个固定 GP 表达式的均值,250,global_best_edge_lift,9.939164698025504,9.89814300722415,9.998326866111203,8
三个固定 GP 表达式的均值,250,reference_edge_lift,8.736405690180833,8.523364678224581,8.962931509956663,8
三个固定 GP 表达式的均值,250,top500_persistence,0.6189778441434681,0.6084882158443613,0.6310715853831828,8
三个固定 GP 表达式的均值,250,source_age,34.19444444444444,25.958333333333332,42.625694444444434,8
三个固定 GP 表达式的均值,250,post_unique_tours,17.09722222222222,15.777777777777779,18.430555555555557,8
三个固定 GP 表达式的均值,275,candidate_entropy,6.9791498691134,6.978460083525611,6.979858811062866,8
三个固定 GP 表达式的均值,275,candidate_effective_arcs,1074.0073110269173,1073.258120920403,1074.7468371791988,8
三个固定 GP 表达式的均值,275,candidate_gini,0.8912256369803315,0.8911821320497733,0.8912820094339677,8
三个固定 GP 表达式的均值,275,top500_mass,0.4964040160286447,0.4961441260987936,0.4967196521455189,8
三个固定 GP 表达式的均值,275,top2500_mass,0.9925653480768117,0.9925634230568149,0.9925667642184226,8
三个固定 GP 表达式的均值,275,floor_fraction,0.8994444444444445,0.8991763541666666,0.8996999999999999,8
三个固定 GP 表达式的均值,275,source_edge_lift,9.928339001507474,9.90164277045801,9.963803257837359,8
三个固定 GP 表达式的均值,275,current_best_edge_lift,9.937619528331538,9.902218938042338,10.004601861733107,8
三个固定 GP 表达式的均值,275,global_best_edge_lift,9.928339001507474,9.902033721099308,9.963711165352146,8
三个固定 GP 表达式的均值,275,reference_edge_lift,8.749356931687528,8.536410433126592,8.975197052391378,8
三个固定 GP 表达式的均值,275,top500_persistence,0.6144945844764336,0.608323300498478,0.6202541278084415,8
三个固定 GP 表达式的均值,275,source_age,46.666666666666664,36.51354166666666,56.708333333333336,8
三个固定 GP 表达式的均值,275,post_unique_tours,16.125,14.444444444444445,18.13888888888889,8
三个固定 GP 表达式的均值,300,candidate_entropy,6.9785086020586995,6.978148053597438,6.978785032222775,8
三个固定 GP 表达式的均值,300,candidate_effective_arcs,1073.3170048198363,1072.9263090252496,1073.625625330435,8
三个固定 GP 表达式的均值,300,candidate_gini,0.8911850595336999,0.8911541674241411,0.8912221409432882,8
三个固定 GP 表达式的均值,300,top500_mass,0.49606671394049134,0.49572837441679374,0.49636045612083657,8
三个固定 GP 表达式的均值,300,top2500_mass,0.9925655978720875,0.9925639219290894,0.9925668118267992,8
三个固定 GP 表达式的均值,300,floor_fraction,0.8996194444444445,0.8994222222222223,0.8998013888888889,8
三个固定 GP 表达式的均值,300,source_edge_lift,9.937868725693871,9.908435021536228,9.980084416477613,8
三个固定 GP 表达式的均值,300,current_best_edge_lift,9.955326481205294,9.90849626488551,10.024681149476427,8
三个固定 GP 表达式的均值,300,global_best_edge_lift,9.937868725693871,9.908436118953048,9.96763312587676,8
三个固定 GP 表达式的均值,300,reference_edge_lift,8.767858650935185,8.567342308320052,8.977695971556345,8
三个固定 GP 表达式的均值,300,top500_persistence,0.6091116059743611,0.6006116474426871,0.6187215381562576,8
三个固定 GP 表达式的均值,300,source_age,64.70833333333334,53.93055555555556,76.79166666666667,8
三个固定 GP 表达式的均值,300,post_unique_tours,15.38888888888889,14.041666666666668,16.98611111111111,8
三个固定 GP 表达式的均值,325,candidate_entropy,6.979150090951819,6.978486379803294,6.979807589285752,8
三个固定 GP 表达式的均值,325,candidate_effective_arcs,1074.0080481770244,1073.2475203008676,1074.698576509006,8
三个固定 GP 表达式的均值,325,candidate_gini,0.8912153474120217,0.8911740791528879,0.8912611952971402,8
三个固定 GP 表达式的均值,325,top500_mass,0.4963536466454802,0.49613182963395414,0.4966212476890936,8
三个固定 GP 表达式的均值,325,top2500_mass,0.9925655128608226,0.9925638595921569,0.9925666897617201,8
三个固定 GP 表达式的均值,325,floor_fraction,0.8996041666666666,0.8993444444444445,0.8998375347222223,8
三个固定 GP 表达式的均值,325,source_edge_lift,9.937696171772188,9.903231355967245,9.981074753113942,8
三个固定 GP 表达式的均值,325,current_best_edge_lift,9.979155635095223,9.902804368691207,10.082702925930109,8
三个固定 GP 表达式的均值,325,global_best_edge_lift,9.937696171772188,9.902800314685868,9.982481557466638,8
三个固定 GP 表达式的均值,325,reference_edge_lift,8.78383536406744,8.582518583878507,8.996676468713428,8
三个固定 GP 表达式的均值,325,top500_persistence,0.6134998208858649,0.6060113036965231,0.6215687012880049,8
三个固定 GP 表达式的均值,325,source_age,73.06944444444446,54.08263888888889,92.30555555555556,8
三个固定 GP 表达式的均值,325,post_unique_tours,16.375,15.611111111111112,17.180555555555554,8
三个固定 GP 表达式的均值,350,candidate_entropy,6.978834495055738,6.978259306197232,6.979457958455651,8
三个固定 GP 表达式的均值,350,candidate_effective_arcs,1073.6683922986458,1073.049942479921,1074.3601444660146,8
三个固定 GP 表达式的均值,350,candidate_gini,0.8911958156114317,0.8911613045587016,0.8912340142389189,8
三个固定 GP 表达式的均值,350,top500_mass,0.49625191725440754,0.4960503574134295,0.4964704693871193,8
三个固定 GP 表达式的均值,350,top2500_mass,0.9925656324672829,0.9925639357210261,0.9925667833916216,8
三个固定 GP 表达式的均值,350,floor_fraction,0.8997416666666667,0.8994861111111111,0.8999541666666666,8
三个固定 GP 表达式的均值,350,source_edge_lift,9.941899076873064,9.901418454781362,9.996177778522442,8
三个固定 GP 表达式的均值,350,current_best_edge_lift,9.99596675421495,9.902627888511795,10.118469226568886,8
三个固定 GP 表达式的均值,350,global_best_edge_lift,9.941899076873064,9.90130519875753,9.995185618877152,8
三个固定 GP 表达式的均值,350,reference_edge_lift,8.794897881838288,8.590316891635464,9.008217381069759,8
三个固定 GP 表达式的均值,350,top500_persistence,0.6145454241047412,0.6086583257670556,0.6201371920502734,8
三个固定 GP 表达式的均值,350,source_age,85.66666666666666,66.36111111111111,106.52777777777777,8
三个固定 GP 表达式的均值,350,post_unique_tours,15.26388888888889,13.958333333333334,16.875,8
三个固定 GP 表达式的均值,375,candidate_entropy,6.978395272336314,6.978064297581261,6.978667425171325,8
三个固定 GP 表达式的均值,375,candidate_effective_arcs,1073.1950801444957,1072.838309946553,1073.4876827545759,8
三个固定 GP 表达式的均值,375,candidate_gini,0.891173090322527,0.8911484228181541,0.8912050671111951,8
三个固定 GP 表达式的均值,375,top500_mass,0.4961287545624833,0.49599136246464237,0.4963086556922123,8
三个固定 GP 表达式的均值,375,top2500_mass,0.9925658651352762,0.9925641800314213,0.9925668725266451,8
三个固定 GP 表达式的均值,375,floor_fraction,0.899775,0.8995875,0.8999402777777777,8
三个固定 GP 表达式的均值,375,source_edge_lift,9.950480982864851,9.910399005940263,10.00326912471586,8
三个固定 GP 表达式的均值,375,current_best_edge_lift,9.980795753281242,9.910407234321266,10.092370321352739,8
三个固定 GP 表达式的均值,375,global_best_edge_lift,9.950480982864851,9.910412001795995,10.003393589677971,8
三个固定 GP 表达式的均值,375,reference_edge_lift,8.80305421871584,8.603185635506868,9.011441391978348,8
三个固定 GP 表达式的均值,375,top500_persistence,0.6108850445271912,0.602671914555735,0.6186919680413263,8
三个固定 GP 表达式的均值,375,source_age,104.13888888888889,79.38888888888889,128.36111111111111,8
三个固定 GP 表达式的均值,375,post_unique_tours,14.38888888888889,13.097222222222223,16.125,8
三个固定 GP 表达式的均值,400,candidate_entropy,7.0095133758452315,6.978273845921637,7.071819879763318,8
三个固定 GP 表达式的均值,400,candidate_effective_arcs,1197.3065174681915,1073.0582784673602,1445.5956072577594,8
三个固定 GP 表达式的均值,400,candidate_gini,0.8788007188805761,0.8540361263240491,0.8912088025438073,8
三个固定 GP 表达式的均值,400,top500_mass,0.48996396296933065,0.47751478117460383,0.4963402848349686,8
三个固定 GP 表达式的均值,400,top2500_mass,0.9822524772095265,0.9616255748507565,0.9925667863928405,8
三个固定 GP 表达式的均值,400,floor_fraction,0.8872680555555555,0.8621361111111111,0.8998972222222222,8
三个固定 GP 表达式的均值,400,source_edge_lift,9.844184505517555,9.557794101332519,10.028159664060501,8
三个固定 GP 表达式的均值,400,current_best_edge_lift,9.850638307143548,9.538129604549962,10.103125648117723,8
三个固定 GP 表达式的均值,400,global_best_edge_lift,9.844184505517555,9.557869598269246,10.044335407026624,8
三个固定 GP 表达式的均值,400,reference_edge_lift,8.712390749385142,8.421167271008716,8.996705251467075,8
三个固定 GP 表达式的均值,400,top500_persistence,0.6084004699789421,0.5958503003234533,0.6179113435801384,8
三个固定 GP 表达式的均值,400,source_age,109.94444444444444,88.19444444444444,128.79166666666669,8
三个固定 GP 表达式的均值,400,post_unique_tours,14.541666666666668,13.180208333333333,16.52777777777778,8
三个固定 GP 表达式的均值,425,candidate_entropy,6.983853750155752,6.978346885135265,6.994492378547625,8
三个固定 GP 表达式的均值,425,candidate_effective_arcs,1080.2978237726102,1073.1399029609256,1094.1965505973735,8
三个固定 GP 表达式的均值,425,candidate_gini,0.8907876355313658,0.8899738092799445,0.8912285003393097,8
三个固定 GP 表达式的均值,425,top500_mass,0.4921764416012506,0.48424848447710467,0.49634879081225647,8
三个固定 GP 表达式的均值,425,top2500_mass,0.9922734857047368,0.9916887063851054,0.9925667839745277,8
三个固定 GP 表达式的均值,425,floor_fraction,0.8873944444444445,0.8623944444444446,0.8999333333333334,8
三个固定 GP 表达式的均值,425,source_edge_lift,9.947852007631592,9.859253227353564,10.05414883279726,8
三个固定 GP 表达式的均值,425,current_best_edge_lift,9.951466724545115,9.852684248956272,10.070685743209623,8
三个固定 GP 表达式的均值,425,global_best_edge_lift,9.945068882537909,9.852395313427657,10.054138938656582,8
三个固定 GP 表达式的均值,425,reference_edge_lift,8.81508111372843,8.609494956252714,9.035909301889422,8
三个固定 GP 表达式的均值,425,top500_persistence,0.6056094214716458,0.5903496524185349,0.6182699100823658,8
三个固定 GP 表达式的均值,425,source_age,120.875,99.25,140.89305555555552,8
三个固定 GP 表达式的均值,425,post_unique_tours,14.708333333333332,13.63888888888889,16.083333333333336,8
三个固定 GP 表达式的均值,450,candidate_entropy,6.980713284952627,6.978018634624038,6.985760063249609,8
三个固定 GP 表达式的均值,450,candidate_effective_arcs,1075.9281381877759,1072.7841583327781,1081.8357390472895,8
三个固定 GP 表达式的均值,450,candidate_gini,0.8911542532939783,0.8911257415004966,0.8911909757711562,8
三个固定 GP 表达式的均值,450,top500_mass,0.49647956393673637,0.4959755681341027,0.49731107726091006,8
三个固定 GP 表达式的均值,450,top2500_mass,0.9925627755425607,0.992556234582078,0.9925668890860412,8
三个固定 GP 表达式的均值,450,floor_fraction,0.8985430555555556,0.8958110763888889,0.8999555555555554,8
三个固定 GP 表达式的均值,450,source_edge_lift,9.94267866767754,9.867461044325793,10.049884428242912,8
三个固定 GP 表达式的均值,450,current_best_edge_lift,9.978518813835983,9.862905058944335,10.161965720677122,8
三个固定 GP 表达式的均值,450,global_best_edge_lift,9.9343545242548,9.842491610822414,10.049895189413302,8
三个固定 GP 表达式的均值,450,reference_edge_lift,8.82272693698373,8.608381626446977,9.049258923850514,8
三个固定 GP 表达式的均值,450,top500_persistence,0.6123883548609004,0.605582224909281,0.6195736378050856,8
三个固定 GP 表达式的均值,450,source_age,137.56944444444446,116.09340277777777,159.36180555555555,8
三个固定 GP 表达式的均值,450,post_unique_tours,14.291666666666668,13.069444444444445,15.680555555555555,8
三个固定 GP 表达式的均值,475,candidate_entropy,6.979587038166223,6.978123976698805,6.98209023054871,8
三个固定 GP 表达式的均值,475,candidate_effective_arcs,1074.533348503111,1072.8997221949503,1077.338413300068,8
三个固定 GP 表达式的均值,475,candidate_gini,0.891180728317346,0.8911482616862497,0.8912212836913151,8
三个固定 GP 表达式的均值,475,top500_mass,0.49628793130802196,0.49599048734736356,0.49670627926599364,8
三个固定 GP 表达式的均值,475,top2500_mass,0.9925646552174927,0.9925615687614953,0.9925668912375122,8
三个固定 GP 表达式的均值,475,floor_fraction,0.8989652777777778,0.897,0.8999888888888888,8
三个固定 GP 表达式的均值,475,source_edge_lift,9.95357443764411,9.889174794992556,10.06153839149979,8
三个固定 GP 表达式的均值,475,current_best_edge_lift,9.995181124879126,9.889132908263939,10.186521474897607,8
三个固定 GP 表达式的均值,475,global_best_edge_lift,9.941769854655753,9.853760114672523,10.061536362934898,8
三个固定 GP 表达式的均值,475,reference_edge_lift,8.823853887166377,8.616097568473279,9.048312716474497,8
三个固定 GP 表达式的均值,475,top500_persistence,0.6184008767043991,0.61326853325008,0.622638284615636,8
三个固定 GP 表达式的均值,475,source_age,156.01388888888889,134.19444444444446,175.88888888888889,8
三个固定 GP 表达式的均值,475,post_unique_tours,14.444444444444443,13.208333333333334,16.180902777777774,8
三个固定 GP 表达式的均值,500,candidate_entropy,7.505633360535086,7.289231270519941,7.691596093464654,8
三个固定 GP 表达式的均值,500,candidate_effective_arcs,3181.1843106655724,2313.7054916498428,3925.085591709606,8
三个固定 GP 表达式的均值,500,candidate_gini,0.6807604765183393,0.6064896413719283,0.7673852929946989,8
三个固定 GP 表达式的均值,500,top500_mass,0.3908185220290143,0.3535900145300026,0.42808696493152876,8
三个固定 GP 表达式的均值,500,top2500_mass,0.8172377270456822,0.7553565886153628,0.8894314411362289,8
三个固定 GP 表达式的均值,500,floor_fraction,0.6871361111111112,0.6119694444444445,0.7623445138888889,8
三个固定 GP 表达式的均值,500,source_edge_lift,7.85926327753058,7.115710869070272,8.655802690953784,8
三个固定 GP 表达式的均值,500,current_best_edge_lift,7.805878072187536,7.062751616753432,8.67107005606498,8
三个固定 GP 表达式的均值,500,global_best_edge_lift,7.842699120753787,7.082583009056816,8.603554317420144,8
三个固定 GP 表达式的均值,500,reference_edge_lift,6.976342851774326,6.324974443981337,7.697465220451111,8
三个固定 GP 表达式的均值,500,top500_persistence,0.4782079617691548,0.43034232724895927,0.5250750256031577,8
三个固定 GP 表达式的均值,500,source_age,169.75,149.66493055555557,188.08333333333331,8
