replicate,program,instance,behavior,iteration,source_kind,source_current_overlap,source_lift_0,source_lift_1,source_lift_2,source_lift_3,post_unique_tours
0,3,0,三个固定 GP 表达式的均值,4025,1,0.764,8.000285930956498,8.000287078893445,8.389274466494964,8.389274466494964,32
0,2,5,三个固定 GP 表达式的均值,4025,1,0.982,9.796785650874083,9.775029293861124,9.819627298998379,9.819627298998379,23
0,1,2,三个固定 GP 表达式的均值,4025,1,0.78,7.99148076341092,7.9914804420078225,8.385035934192311,8.385035934192311,32
0,0,3,不使用 GP,4025,1,0.738,7.4363145474227,7.4492824960647654,7.949793989542175,7.949793989542175,32
0,0,4,不使用 GP,4025,1,0.776,7.4554012389302455,7.455400845870782,7.950018541118483,7.950018541118483,32
0,3,0,三个固定 GP 表达式的均值,4050,1,0.864,9.064436333942387,9.04593663316435,9.236913508105545,9.236913508105545,32
0,3,1,三个固定 GP 表达式的均值,4050,1,0.994,9.83186643565215,9.809961823908381,9.847648261092404,9.847648261092404,25
0,0,3,不使用 GP,4050,1,0.8,8.112239880881354,8.095885014927035,8.477550984104834,8.477550984104834,32
0,0,4,不使用 GP,4050,1,0.792,8.340126664019595,8.323295211989073,8.657595931854754,8.657595931854754,32
0,3,0,三个固定 GP 表达式的均值,4075,1,0.93,9.458853987236335,9.438793907895263,9.550476918363909,9.550476918363909,32
0,3,3,三个固定 GP 表达式的均值,4075,1,0.98,9.838088030408075,9.816326387292323,9.852738741678234,9.852738741678234,32
0,1,2,三个固定 GP 表达式的均值,4075,1,0.896,9.230582386672037,9.211012723489281,9.368365906096123,9.368365906096123,32
0,0,3,不使用 GP,4075,1,0.808,8.348632719616653,8.331669649385102,8.664955723432838,8.664955723432838,32
0,0,4,不使用 GP,4075,1,0.83,8.571315433535487,8.553756558398625,8.842927109074237,8.842927109074237,32
0,0,7,不使用 GP,4075,1,0.99,9.857096421756628,9.83518486059561,9.869843300929737,9.869843300929737,30
0,0,5,不使用 GP,4100,1,0.984,9.764502073568858,9.742836333631688,9.793821381286273,9.793821381286273,30
0,2,6,三个固定 GP 表达式的均值,4125,1,0.77,8.068328776615294,8.068328332085459,8.444164412023516,8.444164412023516,32
0,2,7,三个固定 GP 表达式的均值,4125,1,0.784,8.023779589674712,8.037075826641866,8.419563664397975,8.419563664397975,32
0,0,1,不使用 GP,4125,1,0.736,6.981914290500634,6.981914657311086,7.571862424915987,7.571862424915987,32
0,0,3,不使用 GP,4125,1,0.908,8.865478943486412,8.84694237815225,9.076466078480447,9.076466078480447,32
0,0,4,不使用 GP,4125,1,0.926,9.209889361513241,9.190485566538229,9.351572946846979,9.351572946846979,32
0,3,4,三个固定 GP 表达式的均值,4150,1,0.862,9.12363936760495,9.104699118387977,9.283003128293272,9.283003128293272,32
0,2,6,三个固定 GP 表达式的均值,4150,1,0.908,9.311016860302257,9.291702408158933,9.434794167086325,9.434794167086325,32
0,3,6,三个固定 GP 表达式的均值,4150,1,0.864,8.967685856768924,8.949103287657818,9.158485006205412,9.158485006205412,32
0,2,7,三个固定 GP 表达式的均值,4150,1,0.834,8.988892709984889,8.970471850106456,9.177315998929327,9.177315998929327,32
0,0,1,不使用 GP,4150,1,0.72,7.771592158593999,7.755995693207931,8.204231489801387,8.204231489801387,32
0,1,2,三个固定 GP 表达式的均值,4150,1,0.982,9.782190334855967,9.760504348337388,9.80799322536337,9.80799322536337,28
0,0,3,不使用 GP,4150,1,0.892,9.293107684759986,9.273327758663623,9.41796418602915,9.41796418602915,32
0,3,4,三个固定 GP 表达式的均值,4175,1,0.952,9.57621425785174,9.555564816147191,9.643838196658479,9.643838196658479,32
0,3,6,三个固定 GP 表达式的均值,4175,1,0.894,9.345486589136357,9.325559365383938,9.461555040062088,9.461555040062088,32
0,2,7,三个固定 GP 表达式的均值,4175,1,0.884,9.246002069020854,9.226306332490575,9.38137126054265,9.38137126054265,32
0,0,1,不使用 GP,4175,1,0.802,8.388583857537823,8.371616836861625,8.69747003827515,8.69747003827515,32
0,3,6,三个固定 GP 表达式的均值,4200,1,0.974,9.79737308784058,9.77593928971552,9.82149227889718,9.82149227889718,28
0,2,7,三个固定 GP 表达式的均值,4200,1,0.938,9.893801468420802,9.925219630016816,9.941866469092238,9.941866469092238,32
0,0,1,不使用 GP,4200,1,0.868,8.949978026207987,8.931333922837139,9.144051835030194,9.144051835030194,32
0,0,3,不使用 GP,4200,1,0.974,9.692999001055062,9.67191285697054,9.73703756698952,9.73703756698952,32
0,2,2,三个固定 GP 表达式的均值,4225,1,0.752,8.057293399033137,8.05729415721168,8.43485223888493,8.43485223888493,32
0,3,7,三个固定 GP 表达式的均值,4225,1,0.772,8.077718823844174,8.07771971019514,8.452248543376276,8.452248543376276,32
0,1,0,三个固定 GP 表达式的均值,4225,1,0.74,7.688729078754464,7.694280222546014,8.14437300956737,8.14437300956737,32
0,0,2,不使用 GP,4225,1,0.746,7.209055627110208,7.20905614210985,7.7542470427696815,7.7542470427696815,32
0,0,6,不使用 GP,4225,1,0.754,7.186602366703753,7.186601099062842,7.734653283597242,7.734653283597242,32
0,0,7,不使用 GP,4225,2,0.97,9.673239220705288,9.651786801408168,9.7208128346206,9.7208128346206,32
0,1,7,三个固定 GP 表达式的均值,4225,1,0.72,7.536786127888668,7.53678589366764,8.015490768551683,8.015490768551683,32
0,3,7,三个固定 GP 表达式的均值,4250,1,0.808,8.4601130945805,8.442946408377042,8.755997227028415,8.755997227028415,32
0,0,1,不使用 GP,4250,1,0.91,9.268224062662938,9.24838097736049,9.397821048235567,9.397821048235567,32
0,0,2,不使用 GP,4250,1,0.8,8.270292981688762,8.253547587868015,8.60244276568151,8.60244276568151,32
0,0,6,不使用 GP,4250,1,0.748,8.012750702443498,7.996519010598391,8.398041545552356,8.398041545552356,32
0,1,7,三个固定 GP 表达式的均值,4250,1,0.788,8.684001032525963,8.685115712182315,8.950180302356419,8.950180302356419,32
0,3,7,三个固定 GP 表达式的均值,4275,1,0.86,8.960937473220664,8.942419253294037,9.155744854004913,9.155744854004913,32
0,1,0,三个固定 GP 表达式的均值,4275,1,0.858,9.074163887565268,9.064634288387994,9.253228211976035,9.253228211976035,32
0,0,2,不使用 GP,4275,1,0.862,8.492317681385373,8.474707534872072,8.780649013612244,8.780649013612244,32
0,0,6,不使用 GP,4275,1,0.796,8.232760049885822,8.21584009772654,8.575952422694176,8.575952422694176,32
0,1,7,三个固定 GP 表达式的均值,4275,1,0.84,8.905551117554838,8.927925494386367,9.14381357922568,9.14381357922568,32
0,2,6,三个固定 GP 表达式的均值,4300,1,0.986,10.403560977413703,10.532051447426552,10.428548108983362,10.428548108983362,26
0,2,3,三个固定 GP 表达式的均值,4325,1,0.768,8.01769335325533,8.02345273981056,8.410508419627737,8.410508419627737,32
0,2,4,三个固定 GP 表达式的均值,4325,1,0.764,8.014674454432955,8.020409264254235,8.408665178545116,8.408665178545116,32
0,2,5,三个固定 GP 表达式的均值,4325,1,0.768,8.044214267224753,8.05554169173919,8.437397630662632,8.437397630662632,32
0,1,1,三个固定 GP 表达式的均值,4325,1,0.756,8.158145474608926,8.158146919517208,8.51720357790442,8.51720357790442,32
0,1,5,三个固定 GP 表达式的均值,4325,1,0.808,8.07039837813551,8.070399384827693,8.446609544015965,8.446609544015965,32
0,3,2,三个固定 GP 表达式的均值,4350,1,0.894,9.017490472915949,9.004633219311959,9.205640478755088,9.205640478755088,32
0,2,3,三个固定 GP 表达式的均值,4350,1,0.842,8.667314789768508,8.64950241192359,8.919811324729208,8.919811324729208,32
0,2,4,三个固定 GP 表达式的均值,4350,1,0.906,9.183227194672174,9.164152933556249,9.330742233433346,9.330742233433346,32
0,2,5,三个固定 GP 表达式的均值,4350,1,0.838,8.903447306352161,8.885094099583174,9.10700298128279,9.10700298128279,32
0,3,7,三个固定 GP 表达式的均值,4350,1,0.962,10.08662152753632,10.177744832952156,10.14438229222691,10.14438229222691,32
0,1,1,三个固定 GP 表达式的均值,4350,1,0.844,8.99463619105473,8.976063193053475,9.179828650798315,9.179828650798315,32
0,0,2,不使用 GP,4350,1,0.954,9.580749652177893,9.560117012547183,9.647507629899827,9.647507629899827,32
0,1,5,三个固定 GP 表达式的均值,4350,1,0.76,8.689312882624348,8.67725610168932,8.943458918789359,8.943458918789359,32
0,0,6,不使用 GP,4350,1,0.93,9.510273164732006,9.489812012593024,9.591247210542544,9.591247210542544,32
0,3,2,三个固定 GP 表达式的均值,4375,1,0.92,9.38834295636551,9.368343759997718,9.494225210374223,9.494225210374223,32
0,2,3,三个固定 GP 表达式的均值,4375,1,0.866,9.055161225529053,9.036295963267904,9.227927202907392,9.227927202907392,32
0,2,5,三个固定 GP 表达式的均值,4375,1,0.954,9.529858368850032,9.50960033279569,9.607276335631001,9.607276335631001,32
0,2,7,三个固定 GP 表达式的均值,4375,1,0.988,9.75194418947274,9.730479589319199,9.783899864787724,9.783899864787724,32
0,1,1,三个固定 GP 表达式的均值,4375,1,0.928,9.321398080439538,9.301819588112107,9.441002071395298,9.441002071395298,32
0,0,3,不使用 GP,4375,2,0.944,9.464071449712932,9.443332333020358,9.553693960787607,9.553693960787607,32
0,1,5,三个固定 GP 表达式的均值,4375,1,0.852,8.758055885971292,8.740150148438941,8.991378026903881,8.991378026903881,32
0,1,7,三个固定 GP 表达式的均值,4400,1,0.994,9.868570416499157,9.846474300365742,9.87891957765971,9.87891957765971,32
0,2,0,三个固定 GP 表达式的均值,4425,1,0.778,8.23454408823672,8.240796131269176,8.585264035398465,8.585264035398465,32
0,2,1,三个固定 GP 表达式的均值,4425,1,0.8,8.082955036436196,8.08295527286312,8.455521033042633,8.455521033042633,32
0,3,3,三个固定 GP 表达式的均值,4425,1,0.766,7.966098749987344,7.971722612511898,8.368869534352465,8.368869534352465,32
0,3,5,三个固定 GP 表达式的均值,4425,1,0.754,7.99129909351486,7.996947278730235,8.387647137373401,8.387647137373401,32
0,0,0,不使用 GP,4425,1,0.782,7.551925644306854,7.5579137825507186,8.036865679582538,8.036865679582538,32
0,1,1,三个固定 GP 表达式的均值,4425,1,0.95,9.748830783951348,9.727530243398022,9.7815891142737,9.7815891142737,32
0,1,3,三个固定 GP 表达式的均值,4425,1,0.778,8.169868368760424,8.169869823667453,8.526713320572021,8.526713320572021,32
0,1,5,三个固定 GP 表达式的均值,4425,1,0.972,9.717054148021486,9.69586405324854,9.756284407291838,9.756284407291838,32
0,2,0,三个固定 GP 表达式的均值,4450,1,0.886,9.301450901226476,9.28208506271385,9.425398641363191,9.425398641363191,32
0,2,1,三个固定 GP 表达式的均值,4450,1,0.908,9.295583301464353,9.276346757954311,9.420812464908243,9.420812464908243,32
0,3,5,三个固定 GP 表达式的均值,4450,1,0.834,8.963373100549749,8.944994854365113,9.155117492543729,9.155117492543729,32
0,0,0,不使用 GP,4450,1,0.836,8.523357362616006,8.51614443604313,8.816188834224993,8.816188834224993,32
0,2,0,三个固定 GP 表达式的均值,4475,1,0.956,9.632761953544989,9.611859369965458,9.688945761386261,9.688945761386261,32
0,2,1,三个固定 GP 表达式的均值,4475,1,0.94,9.540674551363583,9.519972787907738,9.615345870378466,9.615345870378466,32
0,3,3,三个固定 GP 表达式的均值,4475,1,0.826,8.950664954866486,8.932160694079199,9.145376566930649,9.145376566930649,32
0,3,5,三个固定 GP 表达式的均值,4475,1,0.866,9.178179468857852,9.158976255575302,9.326764475940834,9.326764475940834,32
0,0,0,不使用 GP,4475,1,0.88,8.740374605210494,8.722118904748829,8.977108663771375,8.977108663771375,32
0,1,3,三个固定 GP 表达式的均值,4475,1,0.898,9.256871318344356,9.2375802266211,9.389529383197463,9.389529383197463,32
0,1,7,三个固定 GP 表达式的均值,4475,1,0.99,9.841821560513559,9.819835220704645,9.855551851367302,9.855551851367302,30
0,3,3,三个固定 GP 表达式的均值,4500,1,0.868,9.257669290750341,9.238002016968926,9.389431646712309,9.389431646712309,32
0,3,5,三个固定 GP 表达式的均值,4500,1,0.948,9.510329673686087,9.489867190557629,9.591304263420845,9.591304263420845,32
0,3,6,三个固定 GP 表达式的均值,4500,2,0.95,10.47113113032064,10.638585446262582,10.513931961181257,10.513931961181257,32
0,0,0,不使用 GP,4500,1,0.904,9.267364625158194,9.247632722820807,9.397515119244305,9.397515119244305,32
0,1,3,三个固定 GP 表达式的均值,4500,1,0.956,9.583587790912004,9.56276152008147,9.649652217465485,9.649652217465485,32
0,0,7,不使用 GP,4525,1,0.768,7.522093105863071,7.52810811354452,8.009702285187336,8.009702285187336,32
0,2,3,三个固定 GP 表达式的均值,4550,1,0.994,9.856090909922232,9.834111845521853,9.866995728432476,9.866995728432476,22
0,0,7,不使用 GP,4550,1,0.786,7.976968425312783,7.960949231861789,8.371056645189105,8.371056645189105,32
0,2,5,三个固定 GP 表达式的均值,4575,1,0.986,9.765315723221406,9.74375043996599,9.794549718153398,9.794549718153398,32
0,0,7,不使用 GP,4575,1,0.776,8.311627320163291,8.301950513046092,8.643658097921909,8.643658097921909,32
0,2,3,三个固定 GP 表达式的均值,4600,2,0.852,8.445797139253461,8.427301675334505,8.739970863334467,8.739970863334467,11
0,0,0,不使用 GP,4600,1,0.98,9.750398448094254,9.728633719398381,9.78242447917849,9.78242447917849,27
0,3,0,三个固定 GP 表达式的均值,4625,1,0.752,7.891859817533088,7.89186154104825,8.301297991967472,8.301297991967472,32
0,1,2,三个固定 GP 表达式的均值,4625,1,0.708,7.786107897475431,7.792239452796237,8.22282023021981,8.22282023021981,32
0,0,4,不使用 GP,4625,1,0.762,7.591503216242261,7.601329311251978,8.069114637457492,8.069114637457492,32
0,1,4,三个固定 GP 表达式的均值,4625,1,0.826,8.086331179029546,8.086331450855901,8.458455747875645,8.458455747875645,32
0,0,5,不使用 GP,4625,1,0.734,7.453377557077051,7.45939450337557,7.95668040917524,7.95668040917524,32
0,3,0,三个固定 GP 表达式的均值,4650,1,0.854,9.117243447253236,9.098536008218133,9.27824483000983,9.27824483000983,32
0,3,1,三个固定 GP 表达式的均值,4650,1,0.822,8.704829823278187,8.687059306062658,8.948453633366812,8.948453633366812,32
0,3,3,三个固定 GP 表达式的均值,4650,1,0.98,9.75154119273323,9.729849443162399,9.783415041708784,9.783415041708784,27
0,1,1,三个固定 GP 表达式的均值,4650,2,0.962,9.718419837649217,9.69688410498346,9.756976638378589,9.756976638378589,32
0,1,2,三个固定 GP 表达式的均值,4650,1,0.844,8.96296495053003,8.95023544048081,9.160223806035942,9.160223806035942,32
0,1,4,三个固定 GP 表达式的均值,4650,1,0.874,9.198359638408084,9.17943741784625,9.344078593029272,9.344078593029272,32
0,0,5,不使用 GP,4650,1,0.748,8.147572776379226,8.131085406724763,8.50571210547951,8.50571210547951,32
0,0,7,不使用 GP,4650,1,0.94,9.81131009603291,9.893921743993651,9.916982423754622,9.916982423754622,32
0,3,0,三个固定 GP 表达式的均值,4675,1,0.946,9.460122847086248,9.439863497473722,9.551331980163285,9.551331980163285,32
0,3,1,三个固定 GP 表达式的均值,4675,1,0.918,9.411632051185546,9.391709401194557,9.512759692422506,9.512759692422506,32
0,1,2,三个固定 GP 表达式的均值,4675,1,0.906,9.193715951699152,9.17447905554985,9.339287092130432,9.339287092130432,32
0,0,4,不使用 GP,4675,1,0.86,8.75978699839368,8.749004701811488,9.00247507762544,9.00247507762544,32
0,1,4,三个固定 GP 表达式的均值,4675,1,0.91,9.469764299898316,9.449415002914542,9.558921941038284,9.558921941038284,32
0,0,5,不使用 GP,4675,1,0.786,8.329810783171943,8.31274423540786,8.649670141729619,8.649670141729619,32
0,0,7,不使用 GP,4700,1,0.992,9.71443702505304,9.693111564309628,9.75600743476568,9.75600743476568,32
0,3,1,三个固定 GP 表达式的均值,4725,1,0.986,9.815950429779994,9.794254863201227,9.835054197182172,9.835054197182172,27
0,3,4,三个固定 GP 表达式的均值,4725,1,0.77,7.761134927981425,7.761135787799301,8.198451269207123,8.198451269207123,32
0,2,7,三个固定 GP 表达式的均值,4725,1,0.798,8.06502797662332,8.077673065040868,8.455025392589494,8.455025392589494,32
0,0,3,不使用 GP,4725,1,0.716,7.06341235835478,7.063412068731476,7.636792585817569,7.636792585817569,32
0,1,4,三个固定 GP 表达式的均值,4725,1,0.986,9.836897427241427,9.815167153256056,9.851810801149409,9.851810801149409,27
0,0,5,不使用 GP,4725,1,0.894,8.87490198810243,8.856376855249382,9.084463367457005,9.084463367457005,32
0,1,6,三个固定 GP 表达式的均值,4725,1,0.772,8.199506661291629,8.199506534237027,8.550057932556498,8.550057932556498,32
0,2,7,三个固定 GP 表达式的均值,4750,1,0.858,8.785839790791798,8.767809339142826,9.013428345775393,9.013428345775393,32
0,0,3,不使用 GP,4750,1,0.772,8.129541049065272,8.113193831076948,8.493638088927199,8.493638088927199,32
0,0,5,不使用 GP,4750,1,0.944,9.332182613403264,9.312110331032981,9.448814130029422,9.448814130029422,32
0,1,6,三个固定 GP 表达式的均值,4750,1,0.84,9.074566213347929,9.055736552181045,9.245868301133083,9.245868301133083,32
0,0,7,不使用 GP,4750,1,0.992,9.876147696720544,9.854125730849912,9.885029786237265,9.885029786237265,28
0,3,4,三个固定 GP 表达式的均值,4775,1,0.896,9.069592562904193,9.050511001512557,9.239943332588407,9.239943332588407,32
0,2,6,三个固定 GP 表达式的均值,4775,1,0.896,9.288660088126965,9.268921820905978,9.416325579596203,9.416325579596203,32
0,2,7,三个固定 GP 表达式的均值,4775,1,0.894,9.3706982978272,9.383023305909274,9.507903341565896,9.507903341565896,32
0,0,3,不使用 GP,4775,1,0.806,8.326380117428789,8.309303479163743,8.64829827529983,8.64829827529983,32
0,1,6,三个固定 GP 表达式的均值,4775,1,0.872,9.258707286897033,9.250556769535041,9.40076073071115,9.40076073071115,32
0,3,4,三个固定 GP 表达式的均值,4800,1,0.97,9.649218127440992,9.62847680273875,9.702247429851981,9.702247429851981,32
0,2,6,三个固定 GP 表达式的均值,4800,1,0.908,9.514208886171584,9.493468320224848,9.596840036176003,9.596840036176003,32
0,2,7,三个固定 GP 表达式的均值,4800,1,0.98,9.782680841140046,9.761280582858474,9.81065827010499,9.81065827010499,32
0,0,3,不使用 GP,4800,1,0.834,8.591423468035602,8.573487064295486,8.858112883239409,8.858112883239409,32
0,1,4,三个固定 GP 表达式的均值,4800,1,0.972,9.707737981576965,9.686171697770009,9.748386140204893,9.748386140204893,29
0,0,5,不使用 GP,4800,1,0.982,9.777942735719783,9.756211219236588,9.804545605200941,9.804545605200941,32
0,1,6,三个固定 GP 表达式的均值,4800,1,0.924,9.524340513305523,9.503794548942269,9.603560248730208,9.603560248730208,32
0,2,2,三个固定 GP 表达式的均值,4825,1,0.772,7.9647657869014505,7.9718689161409735,8.367212958371972,8.367212958371972,32
0,3,2,三个固定 GP 表达式的均值,4825,1,0.752,7.96659301790756,7.966593161196313,8.365688812497039,8.365688812497039,32
0,0,1,不使用 GP,4825,1,0.744,7.291217389543764,7.291217555573161,7.817215540009851,7.817215540009851,32
0,0,2,不使用 GP,4825,1,0.724,7.013915367890527,7.019952600156308,7.600505395046658,7.600505395046658,32
0,2,2,三个固定 GP 表达式的均值,4850,1,0.874,8.988168736260146,8.96970136336184,9.174905148671849,9.174905148671849,32
0,3,2,三个固定 GP 表达式的均值,4850,1,0.786,8.438322953261206,8.421041479734557,8.737409799736211,8.737409799736211,32
0,3,4,三个固定 GP 表达式的均值,4850,1,0.988,9.802041831146742,9.780257735811201,9.823818492031513,9.823818492031513,20
0,1,0,三个固定 GP 表达式的均值,4850,1,0.924,9.279814279400277,9.260675549116128,9.407944059748347,9.407944059748347,32
0,0,1,不使用 GP,4850,1,0.768,7.846286584513712,7.838660365006528,8.27313166442885,8.27313166442885,32
0,0,2,不使用 GP,4850,1,0.784,8.231898945997957,8.215424950211357,8.572078930946983,8.572078930946983,32
0,0,3,不使用 GP,4850,1,0.944,9.525739537156213,9.505083530778457,9.603320014918031,9.603320014918031,32
0,1,6,三个固定 GP 表达式的均值,4850,1,0.994,9.839902968693186,9.818031305400984,9.85563798958972,9.85563798958972,31
0,3,0,三个固定 GP 表达式的均值,4875,2,0.956,9.635983292410241,9.614777971597956,9.691186682952763,9.691186682952763,32
0,3,2,三个固定 GP 表达式的均值,4875,1,0.886,9.240398790965761,9.22127260919158,9.3765892516499,9.3765892516499,32
0,1,0,三个固定 GP 表达式的均值,4875,1,0.986,9.654069776614552,9.633053923759759,9.705919864844411,9.705919864844411,32
0,0,1,不使用 GP,4875,1,0.8,8.358056502016867,8.349200331664502,8.682278129324573,8.682278129324573,32
0,0,2,不使用 GP,4875,1,0.846,8.564473755224602,8.55490451955842,8.845038221057694,8.845038221057694,32
0,1,4,三个固定 GP 表达式的均值,4875,2,0.99,9.792169582316617,9.770591504986866,9.816075087367329,9.816075087367329,32
0,2,6,三个固定 GP 表达式的均值,4900,1,0.984,10.356860931845398,10.47671400851463,10.38420515633849,10.38420515633849,32
0,2,3,三个固定 GP 表达式的均值,4925,1,0.752,8.051703144714,8.057514910311763,8.436386848516365,8.436386848516365,32
0,2,4,三个固定 GP 表达式的均值,4925,1,0.804,8.093838754868475,8.105435750978994,8.478099282494723,8.478099282494723,32
0,2,5,三个固定 GP 表达式的均值,4925,1,0.788,8.038772013739838,8.044448524550058,8.425058779430522,8.425058779430522,32
0,3,6,三个固定 GP 表达式的均值,4925,1,0.78,8.121817004316188,8.127475339239464,8.494823611254782,8.494823611254782,32
0,3,7,三个固定 GP 表达式的均值,4925,1,0.744,7.9393871372003675,7.93938876141052,8.342473722791283,8.342473722791283,32
0,1,5,三个固定 GP 表达式的均值,4925,1,0.782,8.204908079961886,8.21045457058345,8.561942822756272,8.561942822756272,32
0,0,6,不使用 GP,4925,1,0.766,7.453337791370961,7.4654135981572844,7.965466420911809,7.965466420911809,32
0,2,3,三个固定 GP 表达式的均值,4950,1,0.832,8.522046060987806,8.504554596857766,8.802715271050335,8.802715271050335,32
0,2,4,三个固定 GP 表达式的均值,4950,1,0.892,9.388245765526342,9.368710972653902,9.494467485900014,9.494467485900014,32
0,3,6,三个固定 GP 表达式的均值,4950,1,0.91,9.361928549232095,9.342470638773698,9.47570383860475,9.47570383860475,32
0,0,1,不使用 GP,4950,1,0.926,9.414197208463747,9.394001019615539,9.51425500492178,9.51425500492178,32
0,0,4,不使用 GP,4950,2,0.966,9.64482912492746,9.623464961013253,9.698115544214367,9.698115544214367,32
0,1,5,三个固定 GP 表达式的均值,4950,1,0.826,8.834063427023777,8.831446414157123,9.065560323646325,9.065560323646325,32
0,0,6,不使用 GP,4950,1,0.808,8.202731134205607,8.186029574276281,8.54762933121823,8.54762933121823,32
0,2,3,三个固定 GP 表达式的均值,4975,1,0.854,8.746836607354972,8.728803466176613,8.98303081980342,8.98303081980342,32
0,3,4,三个固定 GP 表达式的均值,4975,1,0.98,9.8017454137865,9.780249088514356,9.82382227547775,9.82382227547775,31
0,2,5,三个固定 GP 表达式的均值,4975,1,0.936,9.445430173348608,9.431509259924704,9.546012698434838,9.546012698434838,32
0,3,6,三个固定 GP 表达式的均值,4975,1,0.924,9.418586213290302,9.398397387812976,9.519290142127536,9.519290142127536,32
0,3,7,三个固定 GP 表达式的均值,4975,1,0.872,9.048742979801428,9.071658458097946,9.260519044556492,9.260519044556492,32
0,0,3,不使用 GP,4975,1,0.982,9.768133411944,9.74640631172021,9.796676316229233,9.796676316229233,27
0,1,5,三个固定 GP 表达式的均值,4975,1,0.88,9.164600618328892,9.161044264256292,9.330424607404694,9.330424607404694,32
0,0,6,不使用 GP,4975,1,0.782,8.34378705886994,8.326599772013655,8.66104763434991,8.66104763434991,32
0,2,7,三个固定 GP 表达式的均值,5000,1,0.946,9.612041024333921,9.591055826236236,9.67213467036533,9.67213467036533,32
1,2,0,三个固定 GP 表达式的均值,25,1,0.76,7.859974532269465,7.859975168532486,8.278477744218002,8.278477744218002,32
1,3,0,三个固定 GP 表达式的均值,25,1,0.782,7.958240528114263,7.9636052036204354,8.363226416125285,8.363226416125285,32
1,2,1,三个固定 GP 表达式的均值,25,1,0.764,8.363018836149536,8.363019461297782,8.682091645255868,8.682091645255868,32
1,3,2,三个固定 GP 表达式的均值,25,1,0.762,7.821017933006712,7.821016844667121,8.24684208649994,8.24684208649994,32
1,3,3,三个固定 GP 表达式的均值,25,1,0.768,7.775421278970987,7.775420924503126,8.20855136289087,8.20855136289087,32
1,2,4,三个固定 GP 表达式的均值,25,1,0.782,8.220007260280477,8.220005423221176,8.568345752226989,8.568345752226989,32
1,3,4,三个固定 GP 表达式的均值,25,1,0.8,8.20078561034781,8.20078450913339,8.5513204395276,8.5513204395276,32
1,2,5,三个固定 GP 表达式的均值,25,1,0.788,8.135745760898995,8.141685281723129,8.505949803444723,8.505949803444723,32
1,3,5,三个固定 GP 表达式的均值,25,1,0.748,7.959913098921397,7.965163634072117,8.366047294724508,8.366047294724508,32
1,3,6,三个固定 GP 表达式的均值,25,1,0.75,7.8297967250965215,7.829795660800917,8.25467315946896,8.25467315946896,32
1,3,7,三个固定 GP 表达式的均值,25,1,0.768,7.976560722217177,7.99112418471993,8.38554490930108,8.38554490930108,32
1,1,0,三个固定 GP 表达式的均值,25,1,0.752,8.05453163093967,8.059821066511072,8.439722821981997,8.439722821981997,32
1,1,1,三个固定 GP 表达式的均值,25,1,0.752,8.05219235548892,8.052193009784173,8.434614027104633,8.434614027104633,32
1,0,2,不使用 GP,25,1,0.752,6.964174975015142,6.964174300239273,7.558939766148651,7.558939766148651,32
1,1,2,三个固定 GP 表达式的均值,25,1,0.766,7.722165157061756,7.7221641340655465,8.165823490821033,8.165823490821033,32
1,0,3,不使用 GP,25,1,0.734,7.32735776642673,7.327357534877754,7.84866560184597,7.84866560184597,32
1,1,3,三个固定 GP 表达式的均值,25,1,0.752,7.941971190976767,7.941970720623959,8.343360410929636,8.343360410929636,32
1,0,4,不使用 GP,25,1,0.742,7.280053344942983,7.285762809675282,7.820203016131706,7.820203016131706,32
1,1,5,三个固定 GP 表达式的均值,25,1,0.814,8.326177033886403,8.326177432575713,8.65353652956586,8.65353652956586,32
1,0,7,不使用 GP,25,1,0.73,6.855311123251696,6.855311350383434,7.471381922935379,7.471381922935379,32
1,1,7,三个固定 GP 表达式的均值,25,1,0.762,8.035080572683642,8.040326919296453,8.424882623367065,8.424882623367065,32
1,2,0,三个固定 GP 表达式的均值,50,1,0.826,8.98018784168492,8.962024051900041,9.169077202865854,9.169077202865854,32
1,3,0,三个固定 GP 表达式的均值,50,1,0.844,8.872563741815453,8.877087545338403,9.105841071233352,9.105841071233352,32
1,2,1,三个固定 GP 表达式的均值,50,1,0.812,8.826385727689576,8.80841677082429,9.046004006527236,9.046004006527236,32
1,3,1,三个固定 GP 表达式的均值,50,1,0.84,8.876942704064685,8.859211348155508,9.086957286786532,9.086957286786532,32
1,2,2,三个固定 GP 表达式的均值,50,1,0.874,8.981511847024718,8.963289271830478,9.16964813647678,9.16964813647678,32
1,3,2,三个固定 GP 表达式的均值,50,1,0.878,8.971780272178085,8.95364232401144,9.162997128167316,9.162997128167316,32
1,2,3,三个固定 GP 表达式的均值,50,1,0.884,9.096448166760169,9.077957595171009,9.262439853770472,9.262439853770472,32
1,3,3,三个固定 GP 表达式的均值,50,1,0.8,8.648925544742058,8.631720173409692,8.904143240533976,8.904143240533976,32
1,2,4,三个固定 GP 表达式的均值,50,1,0.914,9.124870251115166,9.106114821665617,9.28442506882606,9.28442506882606,32
1,3,4,三个固定 GP 表达式的均值,50,1,0.84,9.038942449720011,9.020837658983654,9.21555486743476,9.21555486743476,32
1,2,5,三个固定 GP 表达式的均值,50,1,0.872,9.24424207766872,9.225399040737653,9.380804344717056,9.380804344717056,32
1,3,5,三个固定 GP 表达式的均值,50,1,0.804,8.551295967363838,8.534524279872938,8.826018936248222,8.826018936248222,32
