regime,regime_key,behavior,behavior_key,iteration,candidate_entropy,candidate_effective_arcs,candidate_gini,top500_mass,top2500_mass,floor_fraction,source_edge_lift,current_best_edge_lift,global_best_edge_lift,reference_edge_lift,top500_persistence,source_kind,source_age,source_current_overlap
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,550,7.538542775101421,1879.0897726621267,0.8570227580997585,0.22866845202968977,0.9772464110644689,0.5866,6.8983731346874855,6.8983731346874855,7.166623799294682,7.188362629811331,0.9157088122605364,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,575,7.537889192589615,1877.8620337066616,0.8570868983069619,0.27454333887904303,0.9773538071368971,0.5869,6.966902068823502,6.966902068823502,7.1656718951877005,7.183869596917608,0.9083969465648855,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,600,7.539035283822009,1880.0154686999042,0.8569646244160478,0.22848408106394363,0.9774039919388134,0.588,7.004987951577642,7.004987951577642,7.173671359729499,7.192414059621207,0.9083969465648855,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,625,7.538995934796891,1879.941493379443,0.8569859051608566,0.22889054212207932,0.9774372680176397,0.5883,6.796880531774878,6.796880531774878,7.171639128343634,7.202980701252209,0.9083969465648855,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,650,7.536443800999455,1875.1497483450867,0.8572593106943434,0.2429551166542944,0.9773602682976359,0.5869,7.066843510284255,7.066843510284255,7.176937747672468,7.2015841434144425,0.8939393939393939,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,675,7.539615474688447,1881.1065529915702,0.8568852962717359,0.30765525360284424,0.9771844793915739,0.5858,6.9569418508194865,6.9569418508194865,7.17626420260456,7.174616312158357,0.9230769230769231,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,700,7.538294475255233,1878.6232528813932,0.8570632328280321,0.22816518305689418,0.9774314046044812,0.5871,6.920061356228702,6.920061356228702,7.166998028800989,7.175413867701268,0.9305019305019305,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,725,7.5441341215512026,1889.625842550587,0.8563651424482959,0.44074667834472375,0.9767681977977813,0.5858,7.03256894286677,7.03256894286677,7.1542636100728965,7.131765087769229,0.9230769230769231,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,750,7.542692103013989,1886.9029307736994,0.8565258146436927,0.21702358022263238,0.9766061246549897,0.5834,7.098280411548978,7.098280411548978,7.165641396101173,7.170269351459218,0.9230769230769231,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,775,7.5385683066224445,1879.1377492946183,0.8570192618643755,0.2554723380430823,0.9774051741169814,0.5882,6.836851446275143,6.836851446275143,7.158256020265102,7.169159607005983,0.9011406844106464,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,800,7.541850748228539,1885.3160436243716,0.8566055273355451,0.4191500692055909,0.9768756489373327,0.5818,6.8684923021206705,6.8684923021206705,7.1641910807623015,7.168331144449832,0.9157088122605364,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,825,7.541523194001507,1884.6986015133987,0.8567118717566102,0.22723508351313437,0.9770978978765831,0.5887,6.916465699380223,6.916465699380223,7.145409224511005,7.178788255411524,0.8796992481203008,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,850,7.538795777535194,1879.5652470934463,0.8570418442846495,0.3339621937216743,0.9774213689213062,0.5876,6.958313928509255,6.958313928509255,7.15393390969936,7.170561913515915,0.9011406844106464,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,875,7.541038468324015,1883.7852610845732,0.8567070017659362,0.23098380652112427,0.9768196928828783,0.589,6.814994247947013,6.814994247947013,7.144323581825981,7.188277489761364,0.9157088122605364,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,900,7.540494126016427,1882.7601161087598,0.8567932489368983,0.2107479989174452,0.9769881840326153,0.5857,7.041768660411626,7.041768660411626,7.141626897033027,7.187233439737252,0.9305019305019305,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,925,7.538737538403821,1879.4557860335867,0.8569795233822823,0.22702620181178343,0.9772811831422475,0.5937,7.054167889027247,7.054167889027247,7.1551569886542845,7.186737216278224,0.9011406844106464,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,950,7.542785695312277,1887.0795386200755,0.8565253334165657,0.2412368105393397,0.9764423528482795,0.5894,6.884684758223517,6.884684758223517,7.124834900017861,7.165674133507871,0.8939393939393939,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,975,7.542851337611158,1887.20341492488,0.8564993464205604,0.2894629782856311,0.9767797624914624,0.5877,6.918005036777669,6.918005036777669,7.081691418128024,7.159612862561737,0.9083969465648855,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1000,7.541615512210443,1884.8726015442369,0.856650107498663,0.2122541736356198,0.976808804108331,0.5843,7.001161800961071,7.001161800961071,7.065236514271215,7.1793173403519415,0.9230769230769231,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1025,7.541272734231271,1884.2266194434264,0.8566754217351784,0.20841429365644284,0.9765753813534929,0.5855,7.072210892511227,7.072210892511227,7.086105048153827,7.17684291487858,0.8939393939393939,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1050,7.54201481695329,1885.625390399773,0.8566099807949945,0.24483734345712893,0.9770096818340224,0.5882,7.112681954500621,7.112681954500621,7.059705884539107,7.187534741083341,0.9157088122605364,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1075,7.539378314692492,1880.66048266618,0.8569332266869945,0.22129659660123885,0.9772826312690888,0.5858,7.193916845329606,7.193916845329606,7.086684517254344,7.163337454273692,0.9011406844106464,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1100,7.5332162198894395,1869.1073069192616,0.8576157405511433,0.21457371460851885,0.9773673254463393,0.5827,7.025184018500347,7.025184018500347,7.130698855380159,7.215925412898932,0.9230769230769231,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1125,7.5390093278152985,1879.9666716390745,0.8569753070045787,0.22280047957442373,0.977076563869666,0.5873,7.157467410848101,7.157467410848101,7.0773203174819495,7.202108163452754,0.9011406844106464,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1150,7.541372873969462,1884.4153148515877,0.8566840298062379,0.22250021276917406,0.9770664272820747,0.5887,6.9915873146730165,6.9915873146730165,7.063893214561089,7.167764578690941,0.8867924528301887,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1175,7.5377459779103235,1877.5931155547232,0.8571084258814066,0.36554498865992696,0.9774639390551202,0.5846,6.877909369036933,6.877909369036933,7.080618333108126,7.202402703593742,0.9157088122605364,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1200,7.541045274004363,1883.7980815685307,0.8567367135133084,0.2407747617713469,0.9769391240778653,0.5847,7.053076489076758,7.053076489076758,7.056117422800065,7.181907599258782,0.9157088122605364,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1225,7.542496662850238,1886.5341901904596,0.856560001153442,0.22010199844131653,0.9766166837672476,0.5893,6.964222642874599,6.964222642874599,7.038376166744292,7.177122531940287,0.9083969465648855,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1250,7.5434234918416845,1888.2834952994058,0.8564472457594634,0.351887766780981,0.9770295269219224,0.5842,7.093523566861871,7.093523566861871,7.072061242553219,7.175437806294215,0.8939393939393939,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1275,7.5433333909874065,1888.1133670078277,0.8564376082158804,0.23026642763794425,0.9767984014226613,0.5843,7.001672077080163,7.001672077080163,7.059247879384124,7.175024101095652,0.9230769230769231,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1300,7.539563876880076,1881.0094945201477,0.8569004828159008,0.22867663252351073,0.9771615037816591,0.5853,7.135700107997289,7.135700107997289,7.063766457043466,7.190883555379912,0.9157088122605364,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1325,7.5384898730712875,1878.9903676277372,0.8570103118659702,0.2554588923966655,0.9772838345987362,0.5907,7.004965826239712,7.004965826239712,7.065258318497935,7.19242312053688,0.8726591760299626,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1350,7.539194878367872,1880.3155328585117,0.8569127297794439,0.21049129619651072,0.9775549587148791,0.5829,6.94392709222838,6.94392709222838,7.061298888065427,7.167411590183932,0.9157088122605364,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1375,7.538926573830362,1879.8111033424852,0.8569413277483329,0.25169921461463096,0.9768952022900184,0.5847,7.082469196962847,7.082469196962847,7.047334902360005,7.154940230634059,0.8796992481203008,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1400,7.544293905348239,1889.9277982658602,0.856341343280578,0.2557843139737079,0.9767867281466256,0.5836,7.027109765788617,7.027109765788617,7.038339906047267,7.14385065628777,0.8867924528301887,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1425,7.538829355009987,1879.62835920772,0.8569954742196011,0.39127971343750345,0.9778582828431907,0.5861,7.072448358567192,7.072448358567192,7.070308082555055,7.180707161851914,0.9230769230769231,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1450,7.538592148336396,1879.1825516933934,0.8570532717845214,0.43147550892565006,0.9776325075766977,0.5873,7.014670251810248,7.014670251810248,7.076006748262894,7.172654847339681,0.8939393939393939,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1475,7.541253986240562,1884.1912943114114,0.8567208870816134,0.21381072468020312,0.9776076374453069,0.5845,6.901206469568328,6.901206469568328,7.064237003392005,7.16779425272059,0.8939393939393939,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1500,7.538701665119249,1879.388364990648,0.8570267610600446,0.24075825183450592,0.9779158242111895,0.5875,7.0527253012200175,7.0527253012200175,7.067443504136802,7.171818996558594,0.8939393939393939,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1525,7.542628558872644,1886.7830329566036,0.856536082783421,0.24575466830097234,0.9768096975203708,0.5872,7.07937302710419,7.07937302710419,7.0721748948525125,7.165070217481372,0.9083969465648855,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1550,7.540528145847125,1882.824168378671,0.8567923486643914,0.23698848949025997,0.977028665866361,0.5889,7.211905709830738,7.211905709830738,7.0786403811633365,7.1679359028821334,0.8939393939393939,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1575,7.539757084193701,1881.3729544219107,0.8568715277545098,0.23241563245185998,0.9775875899269721,0.5833,6.969774145267882,6.969774145267882,7.063197307029639,7.1628711600491695,0.9230769230769231,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1600,7.543821176675264,1889.0345863458451,0.8564164571460375,0.2549419525495149,0.976868175741207,0.5914,7.009150195207789,7.009150195207789,7.04847858936453,7.172328118801929,0.8939393939393939,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1625,7.5435202001655135,1888.4661168615205,0.8564159993132996,0.2834264713370158,0.9770100238419894,0.5859,6.998426312180861,6.998426312180861,6.842614150426441,7.188614714661885,0.8867924528301887,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1650,7.540330000285764,1882.451132085848,0.8568139768388128,0.20461645958068123,0.977127898064827,0.5848,6.975933047751566,6.975933047751566,6.833815241855284,7.183383760151064,0.8867924528301887,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1675,7.540014649420205,1881.8575930834095,0.8568610742791871,0.2262960503620835,0.9773675266148034,0.5863,7.048918761839018,7.048918761839018,6.848389765734078,7.163418895865633,0.8939393939393939,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1700,7.540453158773963,1882.6829861984918,0.8567933745495193,0.2274707572547162,0.9769917240144975,0.5871,6.999366675838317,6.999366675838317,6.851004414427787,7.169373263659804,0.9157088122605364,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1725,7.540479530504092,1882.7326364608002,0.8568113578012997,0.2913272220470415,0.9771383366510257,0.5838,6.965154673122658,6.965154673122658,6.833827899128325,7.173730434614352,0.9011406844106464,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1750,7.535923868340242,1874.1750501606728,0.8573222292185383,0.21894465609745054,0.9773897580104338,0.5866,7.106556373014098,7.106556373014098,6.85339931465305,7.1997560977895425,0.9083969465648855,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1775,7.539439237690562,1880.775061631348,0.8568956544899604,0.4241991333751818,0.9772115958234334,0.5836,6.922082284174522,6.922082284174522,6.848316699150041,7.212947063656342,0.9011406844106464,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1800,7.537894321999394,1877.8716660552443,0.8570909718938606,0.20286195871586943,0.9775573582987324,0.5888,7.019600619900398,7.019600619900398,6.84769993571681,7.185849393572993,0.9011406844106464,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1825,7.5413571374718185,1884.3856609877505,0.8566543807477045,0.23630569404987117,0.9764763550782362,0.5831,6.994143787026567,6.994143787026567,6.862439725881348,7.175361543411289,0.9083969465648855,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1850,7.54377667099856,1888.9505154540923,0.8563776529914018,0.2530054345398508,0.9766106507540284,0.5853,7.058510974539083,7.058510974539083,6.844780187467591,7.16903095654767,0.9305019305019305,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1875,7.545850057540463,1892.87110307343,0.8561561497911054,0.2904909098675241,0.9765824062140946,0.5833,6.959521798740824,6.959521798740824,6.841394149354805,7.173680140315235,0.9083969465648855,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1900,7.5393821359021125,1880.6676690778402,0.8569298792661271,0.199420518928522,0.9770391381619555,0.5834,6.98430812775523,6.98430812775523,6.856279988269783,7.159519149201972,0.9011406844106464,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1925,7.538660678884253,1879.3113375160153,0.8570319181921477,0.30017409824013647,0.9777413912612205,0.5887,6.981665074626625,6.981665074626625,6.841389145025107,7.165571424828903,0.9083969465648855,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1950,7.539300065326837,1880.513327933857,0.8569123743439784,0.37593972605438764,0.9768397254290659,0.5831,6.97018600351636,6.97018600351636,6.865171100733554,7.184856927677462,0.8867924528301887,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,1975,7.53662319795418,1875.4861746756192,0.8572439604704571,0.3766353256608682,0.9772732072182464,0.5868,6.989373816190066,6.989373816190066,6.853054319399241,7.207580843035597,0.8796992481203008,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,2000,7.535344774148564,1873.090040466665,0.8573889586985031,0.21846534579420146,0.9774909759258885,0.5883,7.097183484373442,7.097183484373442,6.867844492677734,7.184110488584385,0.9083969465648855,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,2025,7.537788565326544,1877.673079096936,0.8571345158741339,0.2249467386177496,0.9774991050472072,0.587,7.176876451951508,7.176876451951508,6.836185211265786,7.186996795856503,0.8939393939393939,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,2050,7.53858557672983,1879.1702024855758,0.8570539829148933,0.22247117413625564,0.9773933383840915,0.5857,7.371555987874051,7.371555987874051,7.184737845422224,7.179624773542637,0.8939393939393939,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,2075,7.540486308593167,1882.7453978335632,0.85680659040663,0.3527330612846961,0.9771413400317659,0.5864,7.434582039717498,7.434582039717498,7.177620845098458,7.183721285853926,0.9157088122605364,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,2100,7.544244252070827,1889.8339594863262,0.856341345891779,0.394546353853647,0.977094035295347,0.5903,6.863541763191767,6.863541763191767,7.159208580522788,7.1608426423088005,0.9157088122605364,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,2125,7.542944451215163,1887.3791474177501,0.8564852287606612,0.3707089566954634,0.9765917824550114,0.5847,7.102906085550396,7.102906085550396,7.167339188535688,7.181290936457374,0.9083969465648855,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,2150,7.535300152625567,1873.0064622010566,0.8574153707398531,0.21551822612502342,0.977654441842307,0.5895,6.960203278039521,6.960203278039521,7.1978044153626035,7.2095688622459,0.9083969465648855,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,2175,7.5401933653722155,1882.1939411091892,0.8568328031893215,0.2558109817524902,0.9769028188091775,0.5884,7.107404546863535,7.107404546863535,7.18040554194708,7.200887764660542,0.9083969465648855,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,2200,7.55043125582021,1901.5626144821729,0.8556107483947752,0.31034255006961536,0.9765046539569622,0.5904,6.878039378665094,6.878039378665094,7.126124786984804,7.134328643437366,0.9011406844106464,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,2225,7.539072658026131,1880.0857340948335,0.8569339662504807,0.21331042706407963,0.9773288915674393,0.5839,7.015978297477839,7.015978297477839,7.164331355490918,7.185457686990399,0.9305019305019305,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,2250,7.54387095927483,1889.1286297390668,0.8563664599916709,0.22148225171755967,0.9765968783542461,0.581,6.879705716619345,6.879705716619345,7.148398586961392,7.187921698018639,0.9011406844106464,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,2275,7.541500168693039,1884.6552062463265,0.8566873256505589,0.21035854889348307,0.9773209880331243,0.5922,6.99253371435668,6.99253371435668,7.170078733433949,7.177173263182914,0.9083969465648855,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,2300,7.5399801571478395,1881.7926846581818,0.8568791400311646,0.28815148405534885,0.9774376076482048,0.5847,7.126455556163033,7.126455556163033,7.167829743249162,7.181495087185656,0.9083969465648855,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,2325,7.539564417581005,1881.0105115840026,0.8569217072108286,0.39329197909163716,0.9773352602077438,0.5871,7.080311519781632,7.080311519781632,7.157078295908206,7.1741654251126095,0.8939393939393939,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,2350,7.5379961819763395,1878.0629557620728,0.8571007139396094,0.21478378192598424,0.9774432881469765,0.5893,7.177787592165987,7.177787592165987,7.176486244429178,7.194477592477938,0.9157088122605364,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,2375,7.540799433584251,1883.3350247781223,0.8567533019480422,0.2682388867278734,0.9768349667479707,0.5831,7.12410150779722,7.12410150779722,7.18212089227655,7.173461798586085,0.9083969465648855,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,2400,7.543963690505187,1889.3038190838406,0.856402738624156,0.23708400538902283,0.9767835258798416,0.5819,7.027688272456783,7.027688272456783,7.168175386338771,7.156691214906815,0.9305019305019305,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,2425,7.5398440177226105,1881.5365159214202,0.8569204158088128,0.2192529272902489,0.9771055546531813,0.5849,6.884784673327249,6.884784673327249,7.178703164010733,7.164656891661582,0.8726591760299626,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,2450,7.54503135219669,1891.3220335885296,0.8562711944787436,0.2084731923220604,0.9768672423477169,0.5829,7.239254808304461,7.239254808304461,7.1634654669367155,7.156882352791379,0.8939393939393939,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,2475,7.541983161806705,1885.5657015963698,0.856608612286663,0.41777258240763265,0.9769831981508732,0.5884,7.243915733748789,7.243915733748789,7.217207200321484,7.182711469803999,0.9083969465648855,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,2500,7.535785350354205,1873.91546118653,0.8573521397377726,0.4067871099078809,0.9776162074021788,0.591,6.945260047399289,6.945260047399289,7.239768068921365,7.1886155268296745,0.9011406844106464,0,0.0,1.0
