regime,regime_key,behavior,behavior_key,iteration,candidate_entropy,candidate_effective_arcs,candidate_gini,top500_mass,top2500_mass,floor_fraction,source_edge_lift,current_best_edge_lift,global_best_edge_lift,reference_edge_lift,top500_persistence,source_kind,source_age,source_current_overlap
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,4375,7.541887879532463,1885.3860491670707,0.8566528708402652,0.4047582264247416,0.9772719884927694,0.5853,6.9741025652779545,6.9741025652779545,7.190888174177541,7.160809825147924,0.8939393939393939,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,4400,7.5411757329775,1884.0438559632391,0.8567246702565912,0.36420516957406934,0.9770689522391631,0.583,6.985119402894605,6.985119402894605,7.195016887263304,7.189017993440706,0.8867924528301887,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,4425,7.542464590153433,1886.473684921654,0.85654073409189,0.35261002401725083,0.9767545669344543,0.5846,7.093281903540449,7.093281903540449,7.199771340867993,7.167104878711922,0.9230769230769231,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,4450,7.54011704745275,1882.0503014647818,0.856841391178597,0.2170615749699622,0.9772559664179932,0.584,6.846361454390183,6.846361454390183,7.205414919767518,7.161184159478497,0.8939393939393939,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,4475,7.543679712017664,1888.767373615918,0.8564207155719643,0.2424575806049212,0.977112810082262,0.5864,6.96053391372881,6.96053391372881,7.17723131002622,7.193538478937043,0.8796992481203008,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,4500,7.537337120783531,1876.8256051399546,0.8571646437981317,0.2273183927762245,0.9770235049750767,0.5851,7.147584079756162,7.147584079756162,7.2086997401894894,7.183955685968104,0.9083969465648855,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,4525,7.541534605446281,1884.7201087701199,0.8566442154506779,0.21866625379169463,0.9768084007418827,0.5838,7.01916511389407,7.01916511389407,7.193990353858906,7.170421287626939,0.9157088122605364,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,4550,7.539814875856557,1881.4816852352362,0.8568707630417716,0.4233465930484958,0.9771562742249248,0.592,7.059090287910038,7.059090287910038,7.201846441827378,7.179879693800687,0.9157088122605364,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,4575,7.5417214984895065,1885.07238276463,0.8566810705118,0.29265362484721485,0.976943087519994,0.5842,6.994680313519565,6.994680313519565,7.165465833156775,7.1571977704285885,0.9157088122605364,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,4600,7.546146701594757,1893.4326953240845,0.8561419382000368,0.3441421832007727,0.9769431091469784,0.5821,6.871203024798056,6.871203024798056,7.163818789695726,7.155572303934258,0.9083969465648855,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,4625,7.536623586210167,1875.486902844497,0.8572127942593333,0.29556669107942,0.977449356226994,0.5885,6.992771489268469,6.992771489268469,7.205071047641669,7.202712707597216,0.9157088122605364,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,4650,7.541601907869012,1884.8469592682347,0.856663220254527,0.2421863252517702,0.9771231193790852,0.5857,6.884188932589674,6.884188932589674,7.200358393693596,7.167113956902898,0.9011406844106464,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,4675,7.539731427221129,1881.3246847068526,0.8568711597981793,0.21403496695424798,0.9770393546426627,0.5899,6.92169957424374,6.92169957424374,7.169040490859441,7.178052890113513,0.8939393939393939,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,4700,7.53995064502749,1881.7371497854797,0.8568857419039557,0.22760577948947122,0.9776636766480798,0.5878,7.134335260720553,7.134335260720553,7.186645990342079,7.173449186634438,0.8939393939393939,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,4725,7.539445443739825,1880.7867338502522,0.856914381498852,0.40964130612330396,0.9769516314349695,0.5869,7.096866075308637,7.096866075308637,7.193559502084676,7.182964061247476,0.9011406844106464,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,4750,7.5406734916502955,1883.0978488583262,0.8567930251881279,0.23084223533206596,0.9769093312411903,0.5826,7.210844456451171,7.210844456451171,7.207712035565598,7.179416638578994,0.9011406844106464,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,4775,7.543754128824288,1888.9079348823127,0.8564142801862158,0.3436374754367122,0.9771012192626463,0.5904,7.119162276242027,7.119162276242027,7.164845912024111,7.173744211040805,0.9230769230769231,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,4800,7.542713588067841,1886.943471420287,0.8565559654383283,0.3060636147159335,0.9769515909644766,0.585,6.923589901102065,6.923589901102065,7.196778110751193,7.194060977449288,0.9230769230769231,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,4825,7.547325800707517,1895.6665568484764,0.8559770196286824,0.4511407505412158,0.9764143974953554,0.5864,7.195718862025939,7.195718862025939,7.1805890208896335,7.1559155664645635,0.8939393939393939,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,4850,7.540226370788048,1882.256064728095,0.8568070894377531,0.39649728594661315,0.9770614381403308,0.589,7.1340359854877,7.1340359854877,7.2065801306476684,7.176910363532865,0.9083969465648855,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,4875,7.543876923066559,1889.1398961423588,0.8563774813871452,0.39997915186127153,0.9770376169340517,0.5874,6.859207220839666,6.859207220839666,7.197512125932213,7.17205498472201,0.8939393939393939,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,4900,7.541431325703954,1884.5254654144578,0.8566865461243078,0.44132647234481687,0.9770128602213239,0.5878,6.93749923999502,6.93749923999502,7.202848915209206,7.152472368415637,0.9083969465648855,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,4925,7.539442350288807,1880.7809157376148,0.8569183226107542,0.3810400885316559,0.9770079918151022,0.5894,7.0101340547834985,7.0101340547834985,7.187797298598913,7.212918768447192,0.8867924528301887,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,4950,7.547318054801846,1895.6518732510128,0.8559941820456927,0.20493322177183512,0.97675489375722,0.586,7.911135818180789,7.911135818180789,7.164690546608548,7.155653795238887,0.9230769230769231,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,4975,7.540691113155704,1883.131032169624,0.8567854304632438,0.41130077206716914,0.9773440145027822,0.5863,6.98493528434175,6.98493528434175,7.180681605045354,7.174514562490555,0.9230769230769231,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,不使用 GP,baseline,5000,7.536495875607789,1875.2473985763258,0.8572849540239897,0.2629974115574879,0.9777658961479251,0.5869,7.092916994062784,7.092916994062784,7.209072061687373,7.207041161665029,0.8939393939393939,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,1,9.208585769596102,9982.469360347748,0.021183247355642365,0.05857997091415704,0.26794968043463613,0.0,1.1459145645733029,1.1459145645733029,1.1459145645733029,1.1533676419103467,nan,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,25,7.477408361355955,1767.653714820589,0.8533420586958538,0.35657249541242175,0.9638677787733181,0.0,7.776707110595963,7.776707110595963,7.776707110595963,7.612481367984965,0.7667844522968198,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,50,7.295270413122133,1473.315250809555,0.8811095505372646,0.20576155657893702,0.987050311931458,0.619,8.053698719046576,8.053698719046576,8.103093681017764,7.900414819655198,0.8587360594795539,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,75,7.275678662580538,1444.73134461653,0.8824168068459286,0.21050813391576625,0.9878316503063699,0.6257,8.170336820338754,8.170336820338754,8.278686269934123,7.96177259963291,0.8796992481203008,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,100,7.275349784232535,1444.25628188181,0.8824164038387714,0.2602471001867824,0.9875365783767657,0.6219,8.138613010182901,8.138613010182901,8.281742091857225,7.937891806565084,0.8939393939393939,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,125,7.270676062122737,1437.5219787541664,0.8828833418229403,0.49074324691464893,0.9878627786796043,0.6253,8.20510119057059,8.20510119057059,8.28218638418155,7.929601955730006,0.9011406844106464,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,150,7.259057383145266,1420.9165258753087,0.8836485213283902,0.2062226631465714,0.9885000842252789,0.6306,8.095250400157857,8.095250400157857,8.58801062974069,7.935818266273761,0.8726591760299626,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,175,7.259802170173144,1421.9752002660161,0.883518747057898,0.21080892056928635,0.9883791031574782,0.626,8.188013265866623,8.188013265866623,8.565727694560563,7.931896013997122,0.8939393939393939,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,200,7.2588674066261625,1420.6466107393671,0.8835116718365288,0.314070180053157,0.9882774729494447,0.6304,8.385614459250267,8.385614459250267,8.556070335696324,7.8880306308593,0.8796992481203008,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,225,7.2590133579740455,1420.853971158968,0.8835625657043145,0.2143706834313365,0.9883566411753762,0.6312,8.20287987885365,8.20287987885365,8.574636563686118,7.90902513332644,0.8939393939393939,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,250,7.253726264037226,1413.361606613585,0.8839097631594515,0.21359939389964785,0.9884857821491234,0.6294,8.292452954374241,8.292452954374241,8.587720860446735,7.922889081655949,0.8726591760299626,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,275,7.253297290452082,1412.7554418417237,0.883862493616429,0.2874127563743852,0.9885598779678457,0.6355,8.169955208320603,8.169955208320603,8.592749359610423,7.9162126005856885,0.8867924528301887,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,300,7.2522968352308075,1411.342750068811,0.8840377520999627,0.2426666992870267,0.9886393011421407,0.6273,8.22016330607354,8.22016330607354,8.585582315611637,7.9167874311203486,0.8796992481203008,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,325,7.25314147724136,1412.5353330287408,0.883880052809586,0.22499338910936376,0.9884257424593968,0.6306,8.4044720970292,8.4044720970292,8.596607269774617,7.891543162394834,0.9083969465648855,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,350,7.246395087138768,1403.0378913836034,0.8844575905617675,0.324543407007689,0.9890373567561391,0.6362,8.408297885169086,8.408297885169086,8.64180611048135,7.918404076454124,0.8867924528301887,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,375,7.235288080531043,1387.540564031194,0.8851680871397292,0.2346126088441511,0.9895001204957217,0.6363,8.526241943956041,8.526241943956041,8.64657120174126,7.913663187722304,0.8726591760299626,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,400,7.235035919508345,1387.1907244933345,0.885074072958709,0.2614454891511309,0.9891914586797902,0.6375,8.210930744225236,8.210930744225236,8.651489957555919,7.897459899724301,0.9083969465648855,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,425,7.226851733454294,1375.884028673735,0.8855418771532695,0.5166164187683451,0.9893307947890766,0.6423,8.564776130773165,8.564776130773165,8.562812093371358,7.910506942671797,0.8867924528301887,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,450,7.229098083780644,1378.9782202285405,0.885422908492258,0.24379131581868208,0.9894537102488278,0.6402,8.474539789076195,8.474539789076195,8.586987373643515,7.897708825007005,0.8587360594795539,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,475,7.225862904018287,1374.5241864824472,0.8855305568849747,0.21885151399912656,0.9893883717106033,0.6382,8.537567302732292,8.537567302732292,8.594486083078312,7.917779504575832,0.8867924528301887,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,500,7.223205715819486,1370.8766652564925,0.886005528243166,0.20899804931353175,0.9899061740939399,0.6481,8.58929887127175,8.58929887127175,8.59540595058667,7.898003214872192,0.8939393939393939,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,525,7.220485772657879,1367.153024986019,0.8860970091078602,0.4120619889278845,0.9897473637968378,0.6473,8.491440764215744,8.491440764215744,8.613198714489279,7.9050643554405005,0.9305019305019305,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,550,7.221883971320058,1369.0659135039973,0.8859905991078278,0.4758226642060915,0.9898463217097709,0.6493,8.63137652120232,8.63137652120232,8.587354943275946,7.90640185374798,0.9157088122605364,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,575,7.218963312705203,1365.0731729037868,0.8861757959510999,0.5180434449627421,0.989830263631749,0.6495,8.535227557591607,8.535227557591607,8.606564438482975,7.916681847373856,0.9230769230769231,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,600,7.218326702635304,1364.2044301303065,0.8862077092429197,0.25001749021375036,0.9898105220361526,0.6503,8.50379187442404,8.50379187442404,8.607146664548553,7.905292659921706,0.9157088122605364,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,625,7.222328572786184,1369.6747375483662,0.8860217391410297,0.2032394054078236,0.9897481897093571,0.6475,8.521549221178335,8.521549221178335,8.626255721387126,7.885382450380234,0.8939393939393939,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,650,7.220447623717675,1367.1008705418437,0.886315831865061,0.3717038346746672,0.9900588626036654,0.6544,8.349959978906533,8.349959978906533,8.647392069475046,7.878345342697456,0.8867924528301887,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,675,7.216764191107117,1362.0745094275903,0.8864435085713962,0.45220710894755245,0.9900590373112139,0.6542,8.609751923223252,8.609751923223252,8.672028988989732,7.888687103312122,0.8656716417910447,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,700,7.208105733112168,1350.3319540733064,0.886876305354791,0.20127684778948582,0.990434896511922,0.6583,8.550757584699658,8.550757584699658,8.678105731072984,7.906238440935467,0.9083969465648855,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,725,7.214367447507815,1358.8138750784601,0.8864937113273965,0.20349979995085443,0.990061969747914,0.6556,8.450069110969089,8.450069110969089,8.639414010289242,7.905336693351469,0.9083969465648855,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,750,7.210947399954035,1354.1746047934723,0.8867496841131752,0.5091805418361329,0.9903181714651741,0.6556,8.597320165813304,8.597320165813304,8.64740074042095,7.921182129495859,0.8867924528301887,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,775,7.215030079597039,1359.7145671361432,0.8865421667489899,0.47302730671119625,0.9901231534199129,0.6514,8.559838196085742,8.559838196085742,8.656291602142282,7.916431434628323,0.9011406844106464,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,800,7.209754278954659,1352.5598741117658,0.8867241388150606,0.4865532207439279,0.9901888957923809,0.6515,8.63039139897511,8.63039139897511,8.686207567394638,7.901678387493977,0.9083969465648855,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,825,7.210590257460951,1353.691057851765,0.8867932331376767,0.5021365625569164,0.990292239851714,0.6576,8.560164241761278,8.560164241761278,8.682631503154878,7.922446705001903,0.8939393939393939,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,850,7.210341851364145,1353.354834501497,0.8867628144688673,0.19928877829979336,0.9902351981499792,0.6545,8.424007135625823,8.424007135625823,8.700346345624874,7.925633079438667,0.8867924528301887,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,875,7.210914196694465,1354.129642529017,0.8866957231725396,0.2766271323316485,0.9901729049060278,0.6554,8.458730488561287,8.458730488561287,8.680331998467732,7.904969169058042,0.9083969465648855,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,900,7.20899482905493,1351.5330626062944,0.8868251445425557,0.2870927810966116,0.9902676817729734,0.6566,8.500267346451825,8.500267346451825,8.702180926539226,7.873852827612469,0.9157088122605364,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,925,7.213557522680229,1357.7137835408262,0.8865513708863739,0.3958611120197595,0.9900990457101975,0.6578,8.704584819741358,8.704584819741358,8.671060881490357,7.886016305364376,0.9157088122605364,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,950,7.209698521711873,1352.4844612049103,0.8868469280370672,0.47888024914384764,0.9903161258616614,0.6563,8.657945897548297,8.657945897548297,8.702053440497346,7.915042884613557,0.8939393939393939,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,975,7.2130171145572195,1356.9802622017758,0.8865844680562438,0.5109580745049602,0.9900648010250575,0.6498,8.528107451876869,8.528107451876869,8.68069816826149,7.899648181710384,0.9011406844106464,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,1000,7.21736614214681,1362.8946584146825,0.8862948493794252,0.48968852553621434,0.9899005964531793,0.6468,8.546625245534434,8.546625245534434,8.674325042598822,7.899824650493863,0.8796992481203008,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,1025,7.211738995477392,1355.246987739241,0.8866992521864976,0.48694749392506087,0.9902966595871011,0.6592,8.658589076976233,8.658589076976233,8.680649075571274,7.897519163030829,0.9011406844106464,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,1050,7.211300163764639,1354.652392855496,0.8867111483878733,0.4825283699310885,0.990253494626448,0.6576,8.6060197461294,8.6060197461294,8.680231920160109,7.898956696631046,0.9157088122605364,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,1075,7.2107898048988766,1353.9612103873287,0.886749601945118,0.5170539079966158,0.9903964579063337,0.6581,8.695878527489436,8.695878527489436,8.695984252455538,7.898893676813421,0.9230769230769231,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,1100,7.211592166854793,1355.0480132986788,0.886652315275511,0.47903674757105486,0.9901642685256186,0.6543,8.650940645118844,8.650940645118844,8.684192539118916,7.9066734264989975,0.8796992481203008,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,1125,7.208561406836335,1350.9474050754561,0.8869179546406285,0.20297772358497357,0.9903492910555761,0.6595,8.616487684963753,8.616487684963753,8.692154216996983,7.9037259479248245,0.8939393939393939,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,1150,7.215304320436861,1360.0875075363597,0.8864389536147703,0.4828526656739419,0.9899813995031788,0.6492,8.736461077348634,8.736461077348634,8.682197538955657,7.898662805628229,0.9230769230769231,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,1175,7.211592665662312,1355.0486892069862,0.8866876189290982,0.3075920478298131,0.9904234351550366,0.6589,8.657435795980769,8.657435795980769,8.688159250986804,7.889119623035294,0.9011406844106464,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,1200,7.207706364888905,1349.792782071241,0.8869567369680875,0.47517114287788026,0.9903891851441593,0.662,8.648480245793845,8.648480245793845,8.687505006521421,7.873551830393036,0.9157088122605364,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,1225,7.211105487964396,1354.38870048496,0.8866838498175404,0.3189681205610635,0.9901718473665231,0.6546,8.577856927754702,8.577856927754702,8.681750961668442,7.898678071240115,0.937984496124031,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,1250,7.211921992180578,1355.4950161635004,0.8866735897039566,0.3283465542752003,0.9901283347656371,0.6534,8.581786478410391,8.581786478410391,8.678009284102243,7.882474864138597,0.9455252918287937,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,1275,7.210614305761684,1353.7236122128609,0.8866392526720985,0.37565125660379384,0.990055293380207,0.656,8.811749437889821,8.811749437889821,8.70512073161638,7.888173927814049,0.8726591760299626,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,1300,7.215154071997112,1359.8831718613735,0.8864128597814132,0.4206964731506161,0.9900463296531316,0.6521,8.557942902518244,8.557942902518244,8.689410790251538,7.900302817869994,0.9230769230769231,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,1325,7.209529596113189,1352.2560112536557,0.8868745629825239,0.5160156167936706,0.9903034950829129,0.6548,8.79682950013217,8.79682950013217,8.69935095642635,7.889248407158671,0.9230769230769231,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,1350,7.211340636090724,1354.707219898353,0.8867151740291477,0.3232142828190287,0.9901108872539253,0.654,8.44821537009113,8.44821537009113,8.67412253848496,7.8846176050403765,0.937984496124031,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,1375,7.213790329576877,1358.029905469564,0.886505889013737,0.3328800963717643,0.9900728804759483,0.6528,8.696137482575239,8.696137482575239,8.673269795913198,7.872776492761222,0.9011406844106464,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,1400,7.221019560879858,1367.8829899744242,0.8859957143078496,0.2951776994083913,0.989696005037238,0.6468,8.445164909582687,8.445164909582687,8.655558366502113,7.869109578139715,0.8939393939393939,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,1425,7.209564987017473,1352.3038696635895,0.8867508921956415,0.5019990997137348,0.9903446865742405,0.658,8.53624155458578,8.53624155458578,8.671383475016459,7.88297868201195,0.9011406844106464,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,1450,7.2101509482960715,1353.0964995706483,0.8868126381580015,0.4930974080979159,0.9904312545158664,0.6587,8.458607725204379,8.458607725204379,8.686846246112376,7.898036368136855,0.937984496124031,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,1475,7.208590397036213,1350.986569878449,0.8868765130550813,0.21416175939271842,0.9903175311193935,0.6562,8.668431266103038,8.668431266103038,8.686454199397737,7.8697036896741395,0.9230769230769231,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,1500,7.2084641754838295,1350.8160570177752,0.8869030419983588,0.4056465937759582,0.9902374498059309,0.6501,8.589010454569957,8.589010454569957,8.685945861426267,7.879106542758027,0.937984496124031,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,1525,7.210633309954875,1353.7493388823707,0.8867421481767785,0.20335632442556031,0.9903389042357819,0.6564,8.63475526878093,8.63475526878093,8.66704529722526,7.894588293719186,0.9305019305019305,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,1550,7.214034035816235,1358.3609061625905,0.8865470388096648,0.32661459091376416,0.9901903114215501,0.6568,8.66229377172368,8.66229377172368,8.682682177209918,7.894132578422569,0.9083969465648855,0,0.0,1.0
强化本轮全部 32 条路径,all_current_paths,使用 MMAS 训练的双树 GP 表达式（种子 81002）,gp_mmas_81002,1575,7.218901834843486,1364.9892537036426,0.8862781534414452,0.2995935926335626,0.9899731897704629,0.6488,8.640346242762119,8.640346242762119,8.679064396159418,7.891812252113121,0.9157088122605364,0,0.0,1.0
