state_owner,snapshot_iteration,continuation_iterations,metric,mean,point_low,point_high,instances
不使用 GP 产生的状态,500,500,pre_symmetric_difference,91.4609375,71.48350694444444,108.46788194444444,8
不使用 GP 产生的状态,500,500,post_symmetric_difference,94.97482638888889,74.56857638888889,113.27864583333333,8
不使用 GP 产生的状态,500,500,defined_survival_ratio,1.154837969734985,1.0964176266102137,1.2212056563103357,8
不使用 GP 产生的状态,500,500,undefined_ants,6.013888888888889,2.888888888888889,9.486458333333328,8
不使用 GP 产生的状态,1000,1,pre_symmetric_difference,25.66753472222222,5.098025173611111,53.32378472222223,8
不使用 GP 产生的状态,1000,1,post_symmetric_difference,18.055555555555557,6.977734375,31.161458333333332,8
不使用 GP 产生的状态,1000,1,defined_survival_ratio,1.3999322493063233,1.242165580373053,1.5577297030175732,8
不使用 GP 产生的状态,1000,1,undefined_ants,24.680555555555557,24.055555555555557,25.375,8
不使用 GP 产生的状态,1000,25,pre_symmetric_difference,42.765625,14.614583333333334,75.87723524305555,8
不使用 GP 产生的状态,1000,25,post_symmetric_difference,43.61805555555556,16.67430555555556,77.61892361111111,8
不使用 GP 产生的状态,1000,25,defined_survival_ratio,1.3460443303832457,1.2484611583806127,1.4553099151108209,8
不使用 GP 产生的状态,1000,25,undefined_ants,18.041666666666668,14.152777777777777,21.458333333333332,8
不使用 GP 产生的状态,1000,100,pre_symmetric_difference,36.86197916666667,17.360872395833336,58.677951388888886,8
不使用 GP 产生的状态,1000,100,post_symmetric_difference,41.64496527777778,20.4375,65.13263888888885,8
不使用 GP 产生的状态,1000,100,defined_survival_ratio,1.2719813240153224,1.1603968602931551,1.397844031790327,8
不使用 GP 产生的状态,1000,100,undefined_ants,16.875,13.013541666666667,20.47222222222222,8
不使用 GP 产生的状态,1000,500,pre_symmetric_difference,123.36631944444444,85.51330295138888,159.6875,8
不使用 GP 产生的状态,1000,500,post_symmetric_difference,125.68663194444444,87.35243055555556,162.48697916666666,8
不使用 GP 产生的状态,1000,500,defined_survival_ratio,1.1207826760154125,1.018378337972766,1.2528194113497122,8
不使用 GP 产生的状态,1000,500,undefined_ants,6.0,2.083333333333333,10.38888888888889,8
不使用 GP 产生的状态,2500,1,pre_symmetric_difference,39.88628472222223,16.506532118055556,67.09329427083334,8
不使用 GP 产生的状态,2500,1,post_symmetric_difference,28.244791666666668,16.0390625,41.24047309027778,8
不使用 GP 产生的状态,2500,1,defined_survival_ratio,1.3764273538802436,1.2017736480682781,1.5390315051788088,8
不使用 GP 产生的状态,2500,1,undefined_ants,24.11111111111111,23.305555555555557,24.875,8
不使用 GP 产生的状态,2500,25,pre_symmetric_difference,67.75347222222223,35.700520833333336,101.60514322916663,8
不使用 GP 产生的状态,2500,25,post_symmetric_difference,71.31597222222223,40.09375,103.58854166666666,8
不使用 GP 产生的状态,2500,25,defined_survival_ratio,1.5131112405152596,1.1482684048390137,2.0579758220907434,8
不使用 GP 产生的状态,2500,25,undefined_ants,15.180555555555555,11.666666666666666,18.805555555555557,8
不使用 GP 产生的状态,2500,100,pre_symmetric_difference,50.84375,26.34937065972222,81.29368489583332,8
不使用 GP 产生的状态,2500,100,post_symmetric_difference,58.109375,29.850694444444443,92.92361111111111,8
不使用 GP 产生的状态,2500,100,defined_survival_ratio,1.2637463499532966,1.1151481881896117,1.409488614273262,8
不使用 GP 产生的状态,2500,100,undefined_ants,14.555555555555555,9.31909722222222,18.875,8
不使用 GP 产生的状态,2500,500,pre_symmetric_difference,76.80729166666666,61.91475694444444,92.29924045138887,8
不使用 GP 产生的状态,2500,500,post_symmetric_difference,80.36458333333333,65.16319444444444,95.9915798611111,8
不使用 GP 产生的状态,2500,500,defined_survival_ratio,1.3276147059074375,1.180880270527208,1.5203214087826638,8
不使用 GP 产生的状态,2500,500,undefined_ants,11.36111111111111,8.01388888888889,14.402777777777779,8
各 GP 表达式自身产生的状态,1,1,pre_symmetric_difference,236.09809027777777,234.80716145833335,237.46614583333331,8
各 GP 表达式自身产生的状态,1,1,post_symmetric_difference,123.40190972222223,122.0078125,124.640625,8
各 GP 表达式自身产生的状态,1,1,defined_survival_ratio,0.5229976511724406,0.5176908632755441,0.5278231956269476,8
各 GP 表达式自身产生的状态,1,1,undefined_ants,21.333333333333332,21.333333333333332,21.333333333333332,8
各 GP 表达式自身产生的状态,1,25,pre_symmetric_difference,316.4296875,312.8593532986111,320.9036458333333,8
各 GP 表达式自身产生的状态,1,25,post_symmetric_difference,292.30642361111114,287.81163194444446,296.45401475694445,8
各 GP 表达式自身产生的状态,1,25,defined_survival_ratio,0.9268089772646997,0.9170044103708532,0.9360831641800151,8
各 GP 表达式自身产生的状态,1,25,undefined_ants,0.0,0.0,0.0,8
各 GP 表达式自身产生的状态,1,100,pre_symmetric_difference,217.88368055555554,206.33328993055554,230.00071614583334,8
各 GP 表达式自身产生的状态,1,100,post_symmetric_difference,221.33333333333331,208.74893663194445,234.21180555555554,8
各 GP 表达式自身产生的状态,1,100,defined_survival_ratio,1.0208980629213988,1.0077562288507305,1.0345967388540338,8
各 GP 表达式自身产生的状态,1,100,undefined_ants,0.0,0.0,0.0,8
各 GP 表达式自身产生的状态,1,500,pre_symmetric_difference,244.59722222222223,200.21354166666666,294.47309027777777,8
各 GP 表达式自身产生的状态,1,500,post_symmetric_difference,171.02430555555554,156.79166666666666,188.04166666666669,8
各 GP 表达式自身产生的状态,1,500,defined_survival_ratio,0.8964325864013583,0.8349711274770338,0.9519529283244432,8
各 GP 表达式自身产生的状态,1,500,undefined_ants,0.0,0.0,0.0,8
各 GP 表达式自身产生的状态,100,1,pre_symmetric_difference,9.51736111111111,7.091080729166667,12.165842013888888,8
各 GP 表达式自身产生的状态,100,1,post_symmetric_difference,18.163194444444443,13.80642361111111,22.98036024305555,8
各 GP 表达式自身产生的状态,100,1,defined_survival_ratio,2.0852225984692314,1.9943910810003698,2.184006649523361,8
各 GP 表达式自身产生的状态,100,1,undefined_ants,23.319444444444443,22.90277777777778,23.73611111111111,8
各 GP 表达式自身产生的状态,100,25,pre_symmetric_difference,70.70746527777779,52.078125,91.68402777777777,8
各 GP 表达式自身产生的状态,100,25,post_symmetric_difference,92.11458333333334,70.00086805555554,115.62426215277777,8
各 GP 表达式自身产生的状态,100,25,defined_survival_ratio,1.4375483015691155,1.3964347091448905,1.489934005443312,8
各 GP 表达式自身产生的状态,100,25,undefined_ants,0.8055555555555556,0.08333333333333334,1.75,8
各 GP 表达式自身产生的状态,100,100,pre_symmetric_difference,58.39583333333333,43.368511284722224,74.26937934027775,8
各 GP 表达式自身产生的状态,100,100,post_symmetric_difference,68.38888888888889,52.18248697916667,86.87645399305556,8
各 GP 表达式自身产生的状态,100,100,defined_survival_ratio,1.2148054260398709,1.1746442847838192,1.2543173087791617,8
各 GP 表达式自身产生的状态,100,100,undefined_ants,1.7916666666666665,0.11041666666666729,3.4861111111111107,8
各 GP 表达式自身产生的状态,100,500,pre_symmetric_difference,91.41059027777777,74.53452690972223,110.59079861111111,8
各 GP 表达式自身产生的状态,100,500,post_symmetric_difference,95.77777777777777,78.87526041666668,115.17621527777777,8
各 GP 表达式自身产生的状态,100,500,defined_survival_ratio,1.0975278353815567,1.033991026761996,1.1840759796663662,8
各 GP 表达式自身产生的状态,100,500,undefined_ants,4.236111111111111,1.6527777777777777,7.097222222222222,8
各 GP 表达式自身产生的状态,250,1,pre_symmetric_difference,3.1475694444444446,2.865451388888889,3.401931423611111,8
各 GP 表达式自身产生的状态,250,1,post_symmetric_difference,5.640625,4.997352430555556,6.285611979166667,8
各 GP 表达式自身产生的状态,250,1,defined_survival_ratio,1.6977209486574454,1.5639913458901484,1.8393627871337475,8
各 GP 表达式自身产生的状态,250,1,undefined_ants,25.09722222222222,24.84722222222222,25.36111111111111,8
各 GP 表达式自身产生的状态,250,25,pre_symmetric_difference,4.9765625,4.046875,5.874131944444445,8
各 GP 表达式自身产生的状态,250,25,post_symmetric_difference,8.6796875,6.837673611111111,10.71458333333333,8
各 GP 表达式自身产生的状态,250,25,defined_survival_ratio,1.7174084384115345,1.4329812321090272,2.001032772379688,8
各 GP 表达式自身产生的状态,250,25,undefined_ants,22.291666666666664,20.583333333333336,23.944444444444443,8
各 GP 表达式自身产生的状态,250,100,pre_symmetric_difference,6.979166666666666,5.07463107638889,8.987022569444445,8
各 GP 表达式自身产生的状态,250,100,post_symmetric_difference,9.854166666666666,7.323784722222222,12.346354166666666,8
各 GP 表达式自身产生的状态,250,100,defined_survival_ratio,1.9669528121862065,1.5585745755784322,2.451861744986005,8
各 GP 表达式自身产生的状态,250,100,undefined_ants,21.430555555555557,19.180555555555557,23.47222222222222,8
各 GP 表达式自身产生的状态,250,500,pre_symmetric_difference,145.42274305555557,124.01898871527779,166.32465277777777,8
各 GP 表达式自身产生的状态,250,500,post_symmetric_difference,147.52951388888889,126.484375,167.55902777777777,8
各 GP 表达式自身产生的状态,250,500,defined_survival_ratio,1.033845968066741,1.0139843524784737,1.0557196227691372,8
各 GP 表达式自身产生的状态,250,500,undefined_ants,5.763888888888889,2.2222222222222223,10.167013888888885,8
各 GP 表达式自身产生的状态,500,1,pre_symmetric_difference,83.18576388888889,33.43836805555556,132.84895833333331,8
各 GP 表达式自身产生的状态,500,1,post_symmetric_difference,44.884548611111114,20.75347222222222,69.06948784722222,8
各 GP 表达式自身产生的状态,500,1,defined_survival_ratio,1.256249996431376,0.9995176826429419,1.5492155615694871,8
各 GP 表达式自身产生的状态,500,1,undefined_ants,23.833333333333332,23.11111111111111,24.555555555555554,8
各 GP 表达式自身产生的状态,500,25,pre_symmetric_difference,78.34288194444444,48.46940104166667,105.50219184027777,8
各 GP 表达式自身产生的状态,500,25,post_symmetric_difference,73.58072916666666,47.61425781249999,98.81024305555556,8
各 GP 表达式自身产生的状态,500,25,defined_survival_ratio,1.6976577222159737,1.2663134698183054,2.1835957882847192,8
各 GP 表达式自身产生的状态,500,25,undefined_ants,19.51388888888889,17.125,21.97222222222222,8
各 GP 表达式自身产生的状态,500,100,pre_symmetric_difference,52.00694444444444,33.052951388888886,70.44791666666666,8
各 GP 表达式自身产生的状态,500,100,post_symmetric_difference,53.74479166666667,34.73350694444445,72.77083333333334,8
各 GP 表达式自身产生的状态,500,100,defined_survival_ratio,1.5314953119256796,1.1997414366253862,1.9020444062415893,8
各 GP 表达式自身产生的状态,500,100,undefined_ants,19.319444444444443,16.638541666666665,22.02777777777778,8
各 GP 表达式自身产生的状态,500,500,pre_symmetric_difference,88.87239583333334,67.23350694444444,113.375,8
各 GP 表达式自身产生的状态,500,500,post_symmetric_difference,94.03298611111111,72.18079427083335,117.453125,8
各 GP 表达式自身产生的状态,500,500,defined_survival_ratio,1.3590769287947921,1.134094507071333,1.6849227055571923,8
各 GP 表达式自身产生的状态,500,500,undefined_ants,6.458333333333333,3.9027777777777777,8.972222222222221,8
各 GP 表达式自身产生的状态,1000,1,pre_symmetric_difference,33.942708333333336,3.946940104166667,73.85078125,8
各 GP 表达式自身产生的状态,1000,1,post_symmetric_difference,22.364583333333332,7.111436631944445,42.33424479166666,8
各 GP 表达式自身产生的状态,1000,1,defined_survival_ratio,1.5252309875628831,1.2490713668448588,1.79869301379901,8
各 GP 表达式自身产生的状态,1000,1,undefined_ants,24.666666666666668,23.944444444444443,25.416666666666664,8
各 GP 表达式自身产生的状态,1000,25,pre_symmetric_difference,40.27690972222223,25.58420138888889,54.3515625,8
各 GP 表达式自身产生的状态,1000,25,post_symmetric_difference,42.51215277777778,28.743055555555557,56.092035590277774,8
各 GP 表达式自身产生的状态,1000,25,defined_survival_ratio,1.4777634915265585,1.2763411719849815,1.6658257470136877,8
各 GP 表达式自身产生的状态,1000,25,undefined_ants,19.23611111111111,16.27777777777778,21.458333333333332,8
各 GP 表达式自身产生的状态,1000,100,pre_symmetric_difference,30.32465277777778,19.653645833333336,42.186067708333326,8
各 GP 表达式自身产生的状态,1000,100,post_symmetric_difference,34.35069444444444,22.971354166666664,47.246744791666664,8
各 GP 表达式自身产生的状态,1000,100,defined_survival_ratio,1.4710603244571818,1.3682058929814338,1.5733126095064454,8
各 GP 表达式自身产生的状态,1000,100,undefined_ants,18.833333333333336,15.680555555555555,20.875,8
各 GP 表达式自身产生的状态,1000,500,pre_symmetric_difference,104.75173611111111,86.42057291666667,124.12979600694443,8
各 GP 表达式自身产生的状态,1000,500,post_symmetric_difference,108.00868055555556,89.90972222222223,125.78326822916667,8
各 GP 表达式自身产生的状态,1000,500,defined_survival_ratio,1.166634288482851,1.063080817327597,1.2823348119979068,8
各 GP 表达式自身产生的状态,1000,500,undefined_ants,8.319444444444445,5.583333333333334,10.930555555555555,8
各 GP 表达式自身产生的状态,2500,1,pre_symmetric_difference,53.861111111111114,13.350694444444445,114.15711805555556,8
各 GP 表达式自身产生的状态,2500,1,post_symmetric_difference,31.22743055555555,10.626736111111112,61.26128472222222,8
各 GP 表达式自身产生的状态,2500,1,defined_survival_ratio,1.5159829396427527,1.1785351570101523,1.8156247544386706,8
各 GP 表达式自身产生的状态,2500,1,undefined_ants,24.083333333333332,23.13888888888889,24.916666666666668,8
各 GP 表达式自身产生的状态,2500,25,pre_symmetric_difference,78.7578125,54.65277777777778,105.64268663194441,8
各 GP 表达式自身产生的状态,2500,25,post_symmetric_difference,81.40711805555557,61.0015625,104.62938368055556,8
各 GP 表达式自身产生的状态,2500,25,defined_survival_ratio,1.3959201787175308,1.2823522848808904,1.522493123254201,8
各 GP 表达式自身产生的状态,2500,25,undefined_ants,11.875,9.722222222222221,14.277777777777779,8
各 GP 表达式自身产生的状态,2500,100,pre_symmetric_difference,64.93663194444444,46.44270833333333,84.03472222222223,8
各 GP 表达式自身产生的状态,2500,100,post_symmetric_difference,70.06336805555557,52.365451388888886,88.02083333333334,8
各 GP 表达式自身产生的状态,2500,100,defined_survival_ratio,1.3290755095408369,1.1937302278721629,1.4826838959336464,8
各 GP 表达式自身产生的状态,2500,100,undefined_ants,11.36111111111111,9.833333333333332,12.958333333333332,8
各 GP 表达式自身产生的状态,2500,500,pre_symmetric_difference,75.34114583333334,54.21527777777778,99.6390625,8
各 GP 表达式自身产生的状态,2500,500,post_symmetric_difference,78.28125,58.11957465277778,101.90351562499998,8
各 GP 表达式自身产生的状态,2500,500,defined_survival_ratio,1.3225758555683542,1.1505791229869824,1.5592735178271455,8
各 GP 表达式自身产生的状态,2500,500,undefined_ants,12.625,9.069444444444443,15.88888888888889,8
