state_owner,snapshot_iteration,source,phase,metric,mean,point_low,point_high,instances
GP 表达式自身产生的状态,1000,历史重启阶段最优路径,蒸发和下界保护后,source_edge_tau_l1_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,1000,历史重启阶段最优路径,蒸发和下界保护后,global_tau_relative_l1,0.0,0.0,0.0,8
GP 表达式自身产生的状态,1000,历史重启阶段最优路径,重启和可选上界处理后,deposit_l1_over_budget,0.004847091479615032,0.0028954119607017673,0.007336634739329514,8
GP 表达式自身产生的状态,1000,历史重启阶段最优路径,重启和可选上界处理后,source_edge_tau_l1_over_two_budget,0.004697180314675729,0.002768206444000238,0.0072582149530570185,8
GP 表达式自身产生的状态,1000,历史重启阶段最优路径,重启和可选上界处理后,global_tau_relative_l1,3.883425025926885e-06,2.31034031282343e-06,5.9087621644154235e-06,8
GP 表达式自身产生的状态,1000,本轮最优路径,更新前,deposit_l1_over_budget,0.005550607905494272,0.0028103489196480693,0.009769701855299028,8
GP 表达式自身产生的状态,1000,本轮最优路径,更新前,source_edge_tau_l1_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,1000,本轮最优路径,更新前,global_tau_relative_l1,0.0,0.0,0.0,8
GP 表达式自身产生的状态,1000,本轮最优路径,沉积后,deposit_l1_over_budget,0.005550607905494272,0.002824278941568365,0.009714597067407857,8
GP 表达式自身产生的状态,1000,本轮最优路径,沉积后,source_edge_tau_l1_over_two_budget,0.005550607568116086,0.0028236558859326185,0.009683988974656527,8
GP 表达式自身产生的状态,1000,本轮最优路径,沉积后,global_tau_relative_l1,4.579829708413243e-06,2.3392444650979147e-06,7.952329140876732e-06,8
GP 表达式自身产生的状态,1000,本轮最优路径,蒸发和下界保护后,deposit_l1_over_budget,0.005550607905494272,0.0028378185840560646,0.009701206850135228,8
GP 表达式自身产生的状态,1000,本轮最优路径,蒸发和下界保护后,source_edge_tau_l1_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,1000,本轮最优路径,蒸发和下界保护后,global_tau_relative_l1,0.0,0.0,0.0,8
GP 表达式自身产生的状态,1000,本轮最优路径,重启和可选上界处理后,deposit_l1_over_budget,0.005550607905494272,0.0028163170197186777,0.009628632147533357,8
GP 表达式自身产生的状态,1000,本轮最优路径,重启和可选上界处理后,source_edge_tau_l1_over_two_budget,0.0054009385302203105,0.0026447221267056997,0.009514691766996463,8
GP 表达式自身产生的状态,1000,本轮最优路径,重启和可选上界处理后,global_tau_relative_l1,4.454976347742856e-06,2.2130309729841718e-06,7.762450485203763e-06,8
GP 表达式自身产生的状态,2500,历史全局最优路径,更新前,deposit_l1_over_budget,0.04634363538194314,0.034644046290879034,0.05897313188832142,8
GP 表达式自身产生的状态,2500,历史全局最优路径,更新前,source_edge_tau_l1_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,2500,历史全局最优路径,更新前,global_tau_relative_l1,0.0,0.0,0.0,8
GP 表达式自身产生的状态,2500,历史全局最优路径,沉积后,deposit_l1_over_budget,0.04634363538194314,0.034598237820771836,0.05902100070204908,8
GP 表达式自身产生的状态,2500,历史全局最优路径,沉积后,source_edge_tau_l1_over_two_budget,0.046343642860662435,0.03446427988747042,0.05903241600068395,8
GP 表达式自身产生的状态,2500,历史全局最优路径,沉积后,global_tau_relative_l1,3.8189462763019646e-05,2.8627900569007783e-05,4.8550276466124145e-05,8
GP 表达式自身产生的状态,2500,历史全局最优路径,蒸发和下界保护后,deposit_l1_over_budget,0.04634363538194314,0.03398380521622493,0.058965419658951745,8
GP 表达式自身产生的状态,2500,历史全局最优路径,蒸发和下界保护后,source_edge_tau_l1_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,2500,历史全局最优路径,蒸发和下界保护后,global_tau_relative_l1,0.0,0.0,0.0,8
GP 表达式自身产生的状态,2500,历史全局最优路径,重启和可选上界处理后,deposit_l1_over_budget,0.04634363538194314,0.034517994253596994,0.05919971954465172,8
