behavior,iteration,instance,candidate_entropy,candidate_effective_arcs,candidate_gini,top500_mass,top2500_mass,floor_fraction,source_edge_lift,current_best_edge_lift,global_best_edge_lift,reference_edge_lift,top500_persistence,source_age,post_unique_tours
三个固定 GP 表达式的均值,200,3,6.982306512078529,1077.4134215551474,0.8913150104100266,0.4969309111750298,0.9925652822236314,0.8977999999999999,9.872820808463706,9.882065363064008,9.872820808463706,8.318427604866047,0.6056322739375277,12.555555555555555,18.444444444444443
三个固定 GP 表达式的均值,200,4,6.983271281542284,1078.4523622227764,0.891362562403239,0.4971502329007267,0.9925656598990878,0.8980888888888889,9.879296363835586,9.877726851167429,9.879296363835586,8.719971907329725,0.6182227256011238,16.555555555555557,21.0
三个固定 GP 表达式的均值,200,5,6.983367734979273,1078.5712946978383,0.8913242544019518,0.4970472594752516,0.992565668131729,0.896988888888889,9.88032092727268,9.885362542485332,9.88032092727268,8.706077892480177,0.5880282942321435,16.444444444444443,20.11111111111111
三个固定 GP 表达式的均值,200,6,6.979948001011196,1074.8647417500024,0.8913981565562926,0.4973703753659331,0.9925591001963586,0.8987222222222222,9.914094834046677,10.028768742263722,9.914094834046677,9.251952385299578,0.629947587314225,16.0,20.88888888888889
三个固定 GP 表达式的均值,200,7,6.981321112119186,1076.3421691268104,0.8914848652565937,0.4978631551536862,0.9925604036097345,0.8976666666666667,10.155953467035046,9.899248437674894,10.155953467035046,8.676709828843208,0.6213119511815931,8.333333333333334,24.444444444444443
三个固定 GP 表达式的均值,225,0,6.979338724837397,1074.2093133055994,0.8911916818442113,0.49614195272130446,0.9925662426503106,0.8991555555555555,9.898977678177964,9.898977678177964,9.898977678177964,8.308164527935865,0.6355490541878857,0.0,16.444444444444443
三个固定 GP 表达式的均值,225,1,6.9802481339126325,1075.1886843632064,0.8912420925450717,0.4965444110680333,0.992566605755861,0.8986444444444444,9.90466131864452,9.90466131864452,9.90466131864452,8.405882531134232,0.6138479824761857,0.0,17.22222222222222
三个固定 GP 表达式的均值,225,2,6.980182733016428,1075.1179711458647,0.8912247430411213,0.4964025144240666,0.9925662420690373,0.8986666666666667,9.898930010082266,9.898930010082266,9.898569428669962,9.063565527329452,0.6047261380412001,0.0,17.444444444444443
三个固定 GP 表达式的均值,225,3,6.980440293899331,1075.3942689752548,0.8912672763730293,0.49665216171610727,0.992566411598752,0.8983111111111111,9.90073053252565,9.90073053252565,9.90073053252565,8.37489227481154,0.6112159602520001,0.0,16.88888888888889
三个固定 GP 表达式的均值,225,4,6.979033222680263,1073.880146129116,0.8911752896564474,0.4961414469180652,0.9925666804207961,0.8988888888888888,9.908969539552768,9.908969539552768,9.908969539552768,8.740060568464477,0.6221523915375214,0.0,15.666666666666666
三个固定 GP 表达式的均值,225,5,6.979530416257066,1074.4156206012065,0.891194581137522,0.49625727276429543,0.9925663082863634,0.8987555555555556,9.906772373178999,9.906772373178999,9.906772373178999,8.758917940577415,0.5879940126883665,0.0,16.88888888888889
三个固定 GP 表达式的均值,225,6,6.978785233488796,1073.615303747301,0.8913321223826944,0.49698858910712473,0.9925599265249949,0.8993111111111111,9.987837512341835,9.987837512341835,9.948724401411647,9.296918304440787,0.6265439039686546,0.0,18.333333333333332
三个固定 GP 表达式的均值,225,7,6.983142189361427,1078.3113858322808,0.8915656842270637,0.49833165873531765,0.9925599455685532,0.8971666666666667,10.265077149141442,10.265077149141442,10.175435117756933,8.780895292525114,0.6236790561206714,0.0,25.555555555555557
三个固定 GP 表达式的均值,250,0,6.980278680323813,1075.2221492173762,0.8912811010435444,0.49660664061221965,0.992566341964262,0.8991333333333333,9.89501870032151,9.896442003702617,9.89501870032151,8.315043446259972,0.6482024297418295,35.77777777777778,18.444444444444443
三个固定 GP 表达式的均值,250,1,6.979333395827535,1074.2030841450226,0.891196509946393,0.496262483655918,0.9925667767269183,0.8994444444444443,9.907936665102227,9.907936665102227,9.907936665102227,8.441083797642245,0.610916847136365,35.0,16.0
三个固定 GP 表达式的均值,250,2,6.978471617255482,1073.2767767603411,0.8911440133935413,0.4959619373216507,0.992566850550169,0.8996444444444445,9.910468664977682,9.910468664977682,9.910468664977682,9.06397951653097,0.6012950285432365,32.111111111111114,14.444444444444445
三个固定 GP 表达式的均值,250,3,6.981426075104653,1076.458572879926,0.8913020509255536,0.4968277900402202,0.9925662359359736,0.8988222222222222,9.881782588372563,9.882910982578,9.881782588372563,8.413668668259412,0.6080490599067667,18.11111111111111,18.77777777777778
三个固定 GP 表达式的均值,250,4,6.979384496322112,1074.2591652988622,0.8911852532097095,0.4961886598606626,0.9925666678301935,0.8993555555555557,9.903717384896503,9.903717384896503,9.903717384896503,8.744400510800977,0.6193911173106579,44.888888888888886,14.88888888888889
三个固定 GP 表达式的均值,250,5,6.97936089142558,1074.234878491091,0.8911993737548934,0.4962683424979208,0.992566713266301,0.8996666666666666,9.904887578925251,9.904887578925251,9.904887578925251,8.783002672387404,0.6077288927346813,35.0,15.777777777777779
三个固定 GP 表达式的均值,250,6,6.977399759581321,1072.126951898314,0.8912658247454937,0.4966432597869075,0.9925599883861371,0.8999222222222222,9.980788245554328,9.919965737402915,9.980788245554328,9.309037633225408,0.6448697162549988,55.888888888888886,18.444444444444443
三个固定 GP 表达式的均值,250,7,6.979434695559253,1074.3125141212,0.8913296315225518,0.49702882314258634,0.9925609761054831,0.8985000000000001,10.128717756053973,10.221240974269513,10.128717756053973,8.82102927634028,0.6113696615192089,16.77777777777778,20.0
三个固定 GP 表达式的均值,275,0,6.978371253870719,1073.16902615394,0.8911477153590981,0.49590906481649594,0.992566843212347,0.8996,9.910731299631882,9.910731299631882,9.910731299631882,8.312428377751012,0.6246158477109464,59.55555555555556,13.777777777777779
三个固定 GP 表达式的均值,275,1,6.979012237524634,1073.8575232365,0.8911821793636894,0.4961823508489235,0.9925667016766463,0.8994222222222221,9.908483057947437,9.908483057947437,9.908483057947437,8.455937234217314,0.6038535299807576,47.22222222222222,14.444444444444445
三个固定 GP 表达式的均值,275,2,6.9793482359379375,1074.2205272277179,0.8912089253000405,0.496314742942791,0.9925666955109532,0.8997333333333333,9.903636254851818,9.903929460545688,9.903636254851818,9.062415818113305,0.6043550330483077,40.333333333333336,14.88888888888889
三个固定 GP 表达式的均值,275,3,6.9788465847417305,1073.6797172225986,0.8911764725065942,0.4961492223435292,0.9925667952415917,0.8992444444444444,9.907604636553828,9.907604636553828,9.907604636553828,8.436764305828824,0.6153756409072395,33.44444444444444,15.555555555555555
三个固定 GP 表达式的均值,275,4,6.9809037822923905,1075.896601296164,0.8912466441827713,0.49649792148366134,0.9925665347180058,0.8990000000000001,9.886143870948708,9.897690592466413,9.886143870948708,8.74545844987167,0.6221691898599742,50.22222222222222,16.11111111111111
三个固定 GP 表达式的均值,275,5,6.979111086917306,1073.9659021944544,0.8911799433182832,0.4961477137259085,0.9925668512699694,0.8997555555555555,9.905043719964644,9.903923129441544,9.905043719964644,8.796931380194895,0.6042176868031037,49.888888888888886,13.333333333333334
三个固定 GP 表达式的均值,275,6,6.977416323087321,1072.1447150729648,0.8912666851305183,0.49664738515253287,0.9925600446310062,0.8999888888888888,10.002166216139887,10.168739360112317,10.002166216139887,9.320049319322004,0.6175834873268315,72.0,19.444444444444443
三个固定 GP 表达式的均值,275,7,6.980189448535163,1075.1244758109983,0.8913965306816574,0.49738372691531496,0.9925623183539738,0.8988111111111111,10.00290295602158,9.899854689953205,10.00290295602158,8.864870568201193,0.6237862601743087,20.666666666666668,21.444444444444443
三个固定 GP 表达式的均值,300,0,6.97883640724204,1073.668623084947,0.8911636749899361,0.49505557876714446,0.992566812040557,0.8991111111111112,9.909788789578995,9.909788789578995,9.909788789578995,8.390423577414758,0.6050162833421946,66.55555555555556,14.222222222222221
三个固定 GP 表达式的均值,300,1,6.978741429400261,1073.5666862474563,0.8911762521600911,0.4961446977299306,0.9925668504508098,0.8997111111111111,9.909031299984017,9.909031299984017,9.909031299984017,8.476699294828464,0.5934254731082271,65.66666666666667,14.222222222222221
三个固定 GP 表达式的均值,300,2,6.9784497231304945,1073.2532953724344,0.8911416498389659,0.4959467681423058,0.9925668702365947,0.8997777777777777,9.91055981836138,9.91055981836138,9.91055981836138,9.055174537672148,0.6012765079391054,54.0,13.555555555555555
三个固定 GP 表达式的均值,300,3,6.979111459933588,1073.9650806059797,0.8911732433443039,0.4961191399632045,0.9925665437801106,0.8996444444444445,9.90373608984035,9.90373608984035,9.90373608984035,8.436910664719072,0.6045588382057364,48.44444444444444,14.777777777777779
三个固定 GP 表达式的均值,300,4,6.978462623641102,1073.267123135928,0.8911459564093241,0.49597704549902516,0.9925668160802675,0.8993555555555557,9.910551039026808,9.910551039026808,9.910551039026808,8.761535696943355,0.6057642833669646,73.11111111111111,13.333333333333334
三个固定 GP 表达式的均值,300,5,6.978537678072014,1073.3478206807918,0.8911449564022175,0.4959663935446974,0.9925668558851706,0.8996,9.91028349622609,9.91028349622609,9.91028349622609,8.818079065008924,0.6001498125319364,71.66666666666667,15.11111111111111
三个固定 GP 表达式的均值,300,6,6.977383181464443,1072.109178156207,0.8912707720759209,0.4966731759939389,0.9925601764741613,0.9000999999999999,10.02407816168588,10.184045272154815,10.02407816168588,9.319747077317189,0.632498682991581,97.0,18.88888888888889
三个固定 GP 表达式的均值,300,7,6.978546313585656,1073.3582312749463,0.8912639710488387,0.49665091188368393,0.9925638580290281,0.8996555555555555,10.02492111084745,10.004616044469895,10.02492111084745,8.88429929357758,0.6302029663091434,41.22222222222222,19.0
三个固定 GP 表达式的均值,325,0,6.978447067137368,1073.2504479605761,0.8911517311087871,0.49599662603920575,0.992566844325113,0.8997333333333333,9.910566987619191,9.910566987619191,9.910566987619191,8.40879022929548,0.6089248989504116,85.11111111111111,17.0
三个固定 GP 表达式的均值,325,1,6.979265280960537,1074.1305549640285,0.891206783473064,0.4963013979267152,0.9925667830709796,0.8996888888888888,9.905049156530222,9.905049156530222,9.905049156530222,8.483886558608246,0.6000294221582448,62.22222222222222,15.88888888888889
三个固定 GP 表达式的均值,325,2,6.979584536511642,1074.4786751575532,0.8911818596278694,0.4961747042602769,0.992566632671501,0.8996000000000001,9.90531735027373,9.90531735027373,9.90531735027373,9.066858345952204,0.6064045983332153,67.77777777777777,15.777777777777779
三个固定 GP 表达式的均值,325,3,6.980414389295681,1075.3682991448234,0.891252510974737,0.49655838966260724,0.9925658116145455,0.8991555555555555,9.889505494664641,9.889505494664641,9.889505494664641,8.453169525460256,0.6136727778497346,49.22222222222222,16.88888888888889
三个固定 GP 表达式的均值,325,4,6.979441511946335,1074.3206393099524,0.8911859007806472,0.4961868702162795,0.9925667115852514,0.8995777777777777,9.90660612788431,9.90660612788431,9.90660612788431,8.773478586650292,0.625246109210542,81.0,15.444444444444445
三个固定 GP 表达式的均值,325,5,6.978328933365135,1073.1236067780696,0.8911366049434544,0.4959233271113116,0.9925668957766661,0.8999999999999999,9.910802749319991,9.910802749319991,9.910802749319991,8.818569991072623,0.601021958270067,94.44444444444444,14.555555555555555
三个固定 GP 表达式的均值,325,6,6.977382883120075,1072.1088583714618,0.8912624452093176,0.49661971529432897,0.9925602006233833,0.9000999999999999,10.045372209782686,10.275795438731555,10.045372209782686,9.319875790412697,0.634951932701875,122.0,17.0
