state_owner,snapshot_iteration,continuation_iterations,instance,pre_symmetric_difference,post_symmetric_difference,defined_survival_ratio,undefined_ants
不使用 GP 产生的状态,250,100,6,8.79861111111111,14.0,1.4911059486124008,20.666666666666668
不使用 GP 产生的状态,250,100,7,8.645833333333334,12.23611111111111,1.6422677376244794,21.0
不使用 GP 产生的状态,250,500,0,176.19444444444446,178.55555555555554,1.0146394218129928,0.0
不使用 GP 产生的状态,250,500,1,186.71527777777777,182.31944444444446,1.0316268589852622,0.0
不使用 GP 产生的状态,250,500,2,132.25694444444446,140.5625,1.7799194061536876,7.0
不使用 GP 产生的状态,250,500,3,122.85416666666667,122.04861111111111,0.9036129855441228,7.0
不使用 GP 产生的状态,250,500,4,78.43055555555556,79.30555555555556,1.1708785019271306,8.0
不使用 GP 产生的状态,250,500,5,89.20138888888889,89.77083333333333,1.0877830727628799,7.111111111111111
不使用 GP 产生的状态,250,500,6,104.90277777777777,105.4375,0.8894184306203731,14.0
不使用 GP 产生的状态,250,500,7,185.59722222222223,190.71527777777777,1.0326054589408442,7.111111111111111
不使用 GP 产生的状态,500,1,0,2.6597222222222223,4.520833333333333,1.826786248730693,25.444444444444443
不使用 GP 产生的状态,500,1,1,2.5416666666666665,3.701388888888889,1.2403052595011659,25.666666666666668
不使用 GP 产生的状态,500,1,2,2.9444444444444446,4.805555555555555,1.6502827796016064,26.11111111111111
不使用 GP 产生的状态,500,1,3,2.9791666666666665,4.888888888888889,1.7168711215507617,25.22222222222222
不使用 GP 产生的状态,500,1,4,161.43055555555554,81.91666666666667,0.8230310276030135,22.555555555555557
不使用 GP 产生的状态,500,1,5,2.5416666666666665,3.638888888888889,1.2232394094001238,25.333333333333332
不使用 GP 产生的状态,500,1,6,3.7291666666666665,8.36111111111111,2.247039092060737,24.11111111111111
不使用 GP 产生的状态,500,1,7,3.138888888888889,5.479166666666667,1.7589582903868617,25.0
不使用 GP 产生的状态,500,25,0,3.388888888888889,5.222222222222222,1.5876138227730163,24.77777777777778
不使用 GP 产生的状态,500,25,1,3.0208333333333335,5.583333333333333,1.9542204222115565,25.22222222222222
不使用 GP 产生的状态,500,25,2,2.7916666666666665,4.131944444444445,1.2589838377996272,25.444444444444443
不使用 GP 产生的状态,500,25,3,3.138888888888889,5.006944444444445,1.5190622684582769,25.11111111111111
不使用 GP 产生的状态,500,25,4,218.45833333333334,204.84722222222223,1.324913999953483,4.333333333333333
不使用 GP 产生的状态,500,25,5,4.590277777777778,7.180555555555555,1.1534967894503794,23.666666666666668
不使用 GP 产生的状态,500,25,6,4.25,8.944444444444445,2.5456494105440464,23.0
不使用 GP 产生的状态,500,25,7,2.861111111111111,5.354166666666667,1.8034445584351602,25.333333333333332
不使用 GP 产生的状态,500,100,0,4.305555555555555,5.333333333333333,1.1643250632104667,24.22222222222222
不使用 GP 产生的状态,500,100,1,14.020833333333334,17.631944444444443,0.9620891442138508,17.444444444444443
不使用 GP 产生的状态,500,100,2,4.25,4.472222222222222,0.9955490134560859,24.444444444444443
不使用 GP 产生的状态,500,100,3,2.4305555555555554,3.7291666666666665,1.2979591537469688,25.555555555555557
不使用 GP 产生的状态,500,100,4,129.00694444444446,129.85416666666666,1.0205032822716833,7.333333333333333
不使用 GP 产生的状态,500,100,5,5.895833333333333,8.569444444444445,1.6154895947884533,22.22222222222222
不使用 GP 产生的状态,500,100,6,4.222222222222222,8.958333333333334,1.5873751900343063,23.555555555555557
不使用 GP 产生的状态,500,100,7,4.291666666666667,7.756944444444445,4.459534271238629,24.0
不使用 GP 产生的状态,500,500,0,38.31944444444444,39.59027777777778,1.2428855121944402,16.333333333333332
不使用 GP 产生的状态,500,500,1,104.52083333333333,111.09027777777777,1.1025304476716487,0.0
不使用 GP 产生的状态,500,500,2,100.15277777777777,103.1875,1.3367124922229814,4.555555555555555
不使用 GP 产生的状态,500,500,3,113.88888888888889,116.9375,1.2095529890824332,6.888888888888889
不使用 GP 产生的状态,500,500,4,66.20833333333333,68.77777777777777,1.0836530097170318,6.333333333333333
不使用 GP 产生的状态,500,500,5,105.32638888888889,106.76388888888889,1.0591341623324864,7.0
不使用 GP 产生的状态,500,500,6,77.38888888888889,80.97916666666667,1.1085635129173723,7.0
不使用 GP 产生的状态,500,500,7,125.88194444444444,132.47222222222223,1.0956716317414874,0.0
不使用 GP 产生的状态,1000,1,0,3.326388888888889,4.652777777777778,1.3284827089174918,24.77777777777778
不使用 GP 产生的状态,1000,1,1,2.138888888888889,2.388888888888889,1.0498248091314892,26.22222222222222
不使用 GP 产生的状态,1000,1,2,22.6875,27.229166666666668,1.1828336474637673,24.0
不使用 GP 产生的状态,1000,1,3,83.92361111111111,46.84027777777778,1.1997716029847167,23.444444444444443
不使用 GP 产生的状态,1000,1,4,2.7152777777777777,4.840277777777778,1.7396848984348985,26.11111111111111
不使用 GP 产生的状态,1000,1,5,3.7291666666666665,6.569444444444445,1.6109411554054411,24.333333333333332
不使用 GP 产生的状态,1000,1,6,83.72222222222223,46.36805555555556,1.5085859458848183,23.77777777777778
不使用 GP 产生的状态,1000,1,7,3.0972222222222223,5.555555555555555,1.5793332262279633,24.77777777777778
不使用 GP 产生的状态,1000,25,0,7.951388888888889,9.618055555555555,1.229016044850793,20.333333333333332
不使用 GP 产生的状态,1000,25,1,9.930555555555555,13.166666666666666,1.607223891634986,20.11111111111111
不使用 GP 产生的状态,1000,25,2,77.29166666666667,79.06944444444444,1.2895476979544982,16.333333333333332
不使用 GP 产生的状态,1000,25,3,112.50694444444444,107.84722222222223,1.5676936008180045,13.444444444444445
不使用 GP 产生的状态,1000,25,4,3.8125,5.729166666666667,1.155811261518204,23.555555555555557
不使用 GP 产生的状态,1000,25,5,5.881944444444445,7.625,1.3584016144511957,23.555555555555557
不使用 GP 产生的状态,1000,25,6,118.69444444444444,116.88194444444444,1.246763118306716,6.555555555555555
不使用 GP 产生的状态,1000,25,7,6.055555555555555,9.006944444444445,1.3138974135315666,20.444444444444443
不使用 GP 产生的状态,1000,100,0,6.361111111111111,7.493055555555555,1.1757391960229773,23.333333333333332
不使用 GP 产生的状态,1000,100,1,7.013888888888889,8.465277777777779,1.1377399492490703,22.555555555555557
不使用 GP 产生的状态,1000,100,2,56.361111111111114,60.09027777777778,1.4859428889286832,16.77777777777778
不使用 GP 产生的状态,1000,100,3,90.21527777777777,102.42361111111111,1.329848336703289,9.444444444444445
不使用 GP 产生的状态,1000,100,4,21.069444444444443,23.381944444444443,1.222764675753515,16.444444444444443
不使用 GP 产生的状态,1000,100,5,15.840277777777779,17.083333333333332,1.0875550005113745,22.444444444444443
不使用 GP 产生的状态,1000,100,6,72.79166666666667,77.4375,1.1323288357286896,7.777777777777778
不使用 GP 产生的状态,1000,100,7,25.243055555555557,36.78472222222222,1.603931709224979,16.22222222222222
不使用 GP 产生的状态,1000,500,0,119.63888888888889,121.96527777777777,1.0988445386375363,4.0
不使用 GP 产生的状态,1000,500,1,127.31944444444444,129.76388888888889,1.2018397429761631,8.666666666666666
不使用 GP 产生的状态,1000,500,2,78.48611111111111,82.88194444444444,1.0857519254119339,8.444444444444445
不使用 GP 产生的状态,1000,500,3,154.80555555555554,153.05555555555554,1.5167437251506009,8.222222222222221
不使用 GP 产生的状态,1000,500,4,25.520833333333332,27.368055555555557,0.9053113683794983,18.666666666666668
不使用 GP 产生的状态,1000,500,5,202.23611111111111,202.32638888888889,1.0010002413702088,0.0
不使用 GP 产生的状态,1000,500,6,96.27777777777777,97.95833333333333,1.116201639999176,0.0
不使用 GP 产生的状态,1000,500,7,182.64583333333334,190.17361111111111,1.040568226198182,0.0
不使用 GP 产生的状态,2500,1,0,13.82638888888889,15.944444444444445,0.9339666655017291,25.22222222222222
不使用 GP 产生的状态,2500,1,1,3.2152777777777777,4.527777777777778,1.38083784754347,25.666666666666668
不使用 GP 产生的状态,2500,1,2,18.59722222222222,22.625,1.4193733160275654,23.444444444444443
不使用 GP 产生的状态,2500,1,3,4.534722222222222,7.930555555555555,1.7484424436663366,24.666666666666668
不使用 GP 产生的状态,2500,1,4,82.10416666666667,43.638888888888886,1.4555699709331604,24.666666666666668
不使用 GP 产生的状态,2500,1,5,82.23611111111111,44.020833333333336,1.1373600109428494,24.22222222222222
不使用 GP 产生的状态,2500,1,6,21.041666666666668,27.868055555555557,1.644712569698995,22.555555555555557
不使用 GP 产生的状态,2500,1,7,93.53472222222223,59.40277777777778,1.2911560067278434,22.444444444444443
不使用 GP 产生的状态,2500,25,0,45.81944444444444,54.625,1.055574824976231,16.88888888888889
不使用 GP 产生的状态,2500,25,1,3.1041666666666665,5.625,3.2792151421312608,25.22222222222222
不使用 GP 产生的状态,2500,25,2,52.75694444444444,58.40277777777778,1.1870320468817932,14.11111111111111
不使用 GP 产生的状态,2500,25,3,9.38888888888889,15.291666666666666,1.662085571479475,17.333333333333332
不使用 GP 产生的状态,2500,25,4,109.41666666666667,101.75694444444444,0.9685699321268876,16.0
不使用 GP 产生的状态,2500,25,5,108.5625,103.46527777777777,1.373728104894255,16.444444444444443
不使用 GP 产生的状态,2500,25,6,62.826388888888886,78.74305555555556,1.4345178549042485,8.333333333333334
不使用 GP 产生的状态,2500,25,7,150.15277777777777,152.61805555555554,1.1441664467279238,7.111111111111111
不使用 GP 产生的状态,2500,100,0,33.888888888888886,36.951388888888886,1.001156605077585,16.444444444444443
不使用 GP 产生的状态,2500,100,1,3.0555555555555554,4.805555555555555,1.236407386473176,25.11111111111111
不使用 GP 产生的状态,2500,100,2,25.131944444444443,29.118055555555557,1.52145854277935,17.333333333333332
不使用 GP 产生的状态,2500,100,3,21.6875,25.631944444444443,1.3521042907198515,15.666666666666666
不使用 GP 产生的状态,2500,100,4,61.5,63.59027777777778,0.9217008033101223,16.77777777777778
不使用 GP 产生的状态,2500,100,5,66.44444444444444,74.47916666666667,1.2525799870628012,17.22222222222222
不使用 GP 产生的状态,2500,100,6,51.49305555555556,63.666666666666664,1.586297503125256,7.888888888888889
不使用 GP 产生的状态,2500,100,7,143.54861111111111,166.63194444444446,1.23826568107823,0.0
不使用 GP 产生的状态,2500,500,0,114.77083333333333,115.57638888888889,1.065219633269385,8.88888888888889
不使用 GP 产生的状态,2500,500,1,99.19444444444444,107.13888888888889,1.3344992312452084,5.111111111111111
不使用 GP 产生的状态,2500,500,2,66.34027777777777,68.04861111111111,1.0993080131500281,13.666666666666666
不使用 GP 产生的状态,2500,500,3,70.89583333333333,74.40277777777777,1.9194886285846622,13.333333333333334
不使用 GP 产生的状态,2500,500,4,90.80555555555556,94.51388888888889,1.2652685951972322,3.6666666666666665
不使用 GP 产生的状态,2500,500,5,44.90277777777778,47.375,1.45299941166701,16.88888888888889
不使用 GP 产生的状态,2500,500,6,51.041666666666664,53.951388888888886,1.2520301332478443,16.333333333333332
不使用 GP 产生的状态,2500,500,7,76.50694444444444,81.90972222222223,1.2321040008981297,13.0
各 GP 表达式自身产生的状态,1,1,0,235.14583333333334,119.65277777777777,0.5092114768280905,21.333333333333332
各 GP 表达式自身产生的状态,1,1,1,239.15972222222223,125.45833333333333,0.5248115477070117,21.333333333333332
各 GP 表达式自身产生的状态,1,1,2,234.47916666666666,123.38888888888889,0.5266131425966397,21.333333333333332
各 GP 表达式自身产生的状态,1,1,3,238.41666666666666,124.89583333333333,0.524163434400659,21.333333333333332
各 GP 表达式自身产生的状态,1,1,4,234.20833333333334,122.68055555555556,0.5241427851152053,21.333333333333332
各 GP 表达式自身产生的状态,1,1,5,233.72222222222223,123.65972222222223,0.5294466010379533,21.333333333333332
各 GP 表达式自身产生的状态,1,1,6,237.48611111111111,121.74305555555556,0.5129113754623185,21.333333333333332
各 GP 表达式自身产生的状态,1,1,7,236.16666666666666,125.73611111111111,0.5326808462316471,21.333333333333332
各 GP 表达式自身产生的状态,1,25,0,311.2708333333333,280.96527777777777,0.905797160443361,0.0
各 GP 表达式自身产生的状态,1,25,1,329.375,298.7638888888889,0.9095504691046167,0.0
各 GP 表达式自身产生的状态,1,25,2,314.4583333333333,295.2638888888889,0.941922721888496,0.0
各 GP 表达式自身产生的状态,1,25,3,317.78472222222223,293.59027777777777,0.9266546405822554,0.0
各 GP 表达式自身产生的状态,1,25,4,311.09722222222223,286.03472222222223,0.9225035814396659,0.0
各 GP 表达式自身产生的状态,1,25,5,313.8263888888889,295.9791666666667,0.9464470974453997,0.0
各 GP 表达式自身产生的状态,1,25,6,312.4861111111111,287.78472222222223,0.9236472448742524,0.0
各 GP 表达式自身产生的状态,1,25,7,321.1388888888889,300.06944444444446,0.9379489023395511,0.0
各 GP 表达式自身产生的状态,1,100,0,215.0625,216.6875,1.017194665901958,0.0
各 GP 表达式自身产生的状态,1,100,1,219.89583333333334,216.48611111111111,0.9882957474978598,0.0
各 GP 表达式自身产生的状态,1,100,2,217.00694444444446,224.77777777777777,1.0412566668199748,0.0
各 GP 表达式自身产生的状态,1,100,3,229.56944444444446,230.25694444444446,1.0058958848450077,0.0
各 GP 表达式自身产生的状态,1,100,4,192.47916666666666,193.47222222222223,1.0137591348481523,0.0
各 GP 表达式自身产生的状态,1,100,5,222.86805555555554,234.20833333333334,1.0558622252136842,0.0
各 GP 表达式自身产生的状态,1,100,6,195.4375,200.15972222222223,1.0269236950375444,0.0
各 GP 表达式自身产生的状态,1,100,7,250.75,254.61805555555554,1.0179964832070096,0.0
各 GP 表达式自身产生的状态,1,500,0,247.9375,188.75,0.9082918918397015,0.0
各 GP 表达式自身产生的状态,1,500,1,234.11805555555554,175.40277777777777,0.9150801111080786,0.0
各 GP 表达式自身产生的状态,1,500,2,266.40277777777777,166.25,0.850168830948654,0.0
各 GP 表达式自身产生的状态,1,500,3,188.68055555555554,156.10416666666666,0.9741578123611347,0.0
各 GP 表达式自身产生的状态,1,500,4,223.15277777777777,151.20833333333334,0.9009828868347898,0.0
各 GP 表达式自身产生的状态,1,500,5,387.625,217.86805555555554,0.720790538018333,0.0
各 GP 表达式自身产生的状态,1,500,6,269.7083333333333,170.25694444444446,0.8761364723448332,0.0
各 GP 表达式自身产生的状态,1,500,7,139.15277777777777,142.35416666666666,1.0258521477553404,0.0
各 GP 表达式自身产生的状态,100,1,0,7.0,13.20138888888889,2.000806907361453,23.333333333333332
各 GP 表达式自身产生的状态,100,1,1,6.347222222222222,13.6875,2.141686538468767,23.666666666666668
各 GP 表达式自身产生的状态,100,1,2,6.305555555555555,13.368055555555555,2.152058000895974,24.11111111111111
各 GP 表达式自身产生的状态,100,1,3,15.222222222222221,27.0,1.9475353365829013,22.88888888888889
各 GP 表达式自身产生的状态,100,1,4,5.715277777777778,10.680555555555555,1.9905757752918782,24.22222222222222
各 GP 表达式自身产生的状态,100,1,5,11.75,22.743055555555557,2.1708766825737844,22.77777777777778
各 GP 表达式自身产生的状态,100,1,6,8.916666666666666,15.409722222222221,1.916797879678004,23.22222222222222
各 GP 表达式自身产生的状态,100,1,7,14.881944444444445,29.21527777777778,2.361443666901088,22.333333333333332
各 GP 表达式自身产生的状态,100,25,0,54.833333333333336,71.19444444444444,1.4593432401354334,2.111111111111111
各 GP 表达式自身产生的状态,100,25,1,65.875,85.8125,1.4451518938283252,0.1111111111111111
各 GP 表达式自身产生的状态,100,25,2,52.083333333333336,72.83333333333333,1.4260069025639714,0.0
各 GP 表达式自身产生的状态,100,25,3,87.10416666666667,110.63888888888889,1.4011002556424725,0.1111111111111111
各 GP 表达式自身产生的状态,100,25,4,35.291666666666664,48.18055555555556,1.345974697565059,3.5555555555555554
各 GP 表达式自身产生的状态,100,25,5,96.77777777777777,125.76388888888889,1.4216100141095396,0.0
各 GP 表达式自身产生的状态,100,25,6,47.55555555555556,68.15972222222223,1.5948512319599446,0.5555555555555556
各 GP 表达式自身产生的状态,100,25,7,126.13888888888889,154.33333333333334,1.4063481767481767,0.0
各 GP 表达式自身产生的状态,100,100,0,36.375,44.673611111111114,1.2426176700450202,4.111111111111111
各 GP 表达式自身产生的状态,100,100,1,69.23611111111111,78.44444444444444,1.1646074887832174,0.0
各 GP 表达式自身产生的状态,100,100,2,40.361111111111114,48.479166666666664,1.218388432918891,4.444444444444445
各 GP 表达式自身产生的状态,100,100,3,73.34027777777777,82.89583333333333,1.1378786599021882,0.0
各 GP 表达式自身产生的状态,100,100,4,43.40277777777778,49.78472222222222,1.256969455145125,5.555555555555555
各 GP 表达式自身产生的状态,100,100,5,72.02777777777777,79.9375,1.1329330134142837,0.2222222222222222
各 GP 表达式自身产生的状态,100,100,6,32.25694444444444,42.923611111111114,1.2988065665296802,0.0
各 GP 表达式自身产生的状态,100,100,7,100.16666666666667,119.97222222222223,1.2662421215805613,0.0
各 GP 表达式自身产生的状态,100,500,0,84.30555555555556,85.90972222222223,1.0622176559594363,10.666666666666666
各 GP 表达式自身产生的状态,100,500,1,133.94444444444446,134.94444444444446,1.0593368633169769,0.0
各 GP 表达式自身产生的状态,100,500,2,81.17361111111111,84.54166666666667,1.072459661404863,8.333333333333334
各 GP 表达式自身产生的状态,100,500,3,68.89583333333333,76.22916666666667,1.3685126125456515,3.2222222222222223
各 GP 表达式自身产生的状态,100,500,4,63.763888888888886,66.58333333333333,0.9588337709305306,8.11111111111111
各 GP 表达式自身产生的状态,100,500,5,99.54861111111111,106.98611111111111,1.070190352827017,0.0
各 GP 表达式自身产生的状态,100,500,6,130.81944444444446,138.61805555555554,1.0880814086024437,3.5555555555555554
各 GP 表达式自身产生的状态,100,500,7,68.83333333333333,72.40972222222223,1.100590357465535,0.0
各 GP 表达式自身产生的状态,250,1,0,3.2430555555555554,5.180555555555555,1.4437334449787258,24.77777777777778
各 GP 表达式自身产生的状态,250,1,1,2.826388888888889,5.5,1.8867072844850623,25.444444444444443
各 GP 表达式自身产生的状态,250,1,2,3.4722222222222223,6.472222222222222,1.6785824865370318,25.0
各 GP 表达式自身产生的状态,250,1,3,3.3819444444444446,5.722222222222222,1.5697257752080154,25.0
各 GP 表达式自身产生的状态,250,1,4,2.423611111111111,4.090277777777778,1.6812534842997031,25.77777777777778
各 GP 表达式自身产生的状态,250,1,5,2.8194444444444446,4.701388888888889,1.473322970077356,25.11111111111111
各 GP 表达式自身产生的状态,250,1,6,3.638888888888889,6.256944444444445,1.775982216260181,24.444444444444443
各 GP 表达式自身产生的状态,250,1,7,3.375,7.201388888888889,2.0724599274134876,25.22222222222222
各 GP 表达式自身产生的状态,250,25,0,2.673611111111111,4.881944444444445,1.3292436671058034,25.666666666666668
各 GP 表达式自身产生的状态,250,25,1,5.25,7.277777777777778,1.3542418667240954,20.77777777777778
各 GP 表达式自身产生的状态,250,25,2,6.229166666666667,9.333333333333334,2.1210381775752465,21.88888888888889
各 GP 表达式自身产生的状态,250,25,3,3.9722222222222223,8.881944444444445,2.3584885807901683,23.444444444444443
各 GP 表达式自身产生的状态,250,25,4,6.5,11.291666666666666,1.7371015961630332,18.88888888888889
各 GP 表达式自身产生的状态,250,25,5,3.8541666666666665,5.791666666666667,1.131868607546216,24.77777777777778
各 GP 表达式自身产生的状态,250,25,6,4.708333333333333,7.847222222222222,1.608009386710199,23.88888888888889
各 GP 表达式自身产生的状态,250,25,7,6.625,14.131944444444445,2.0992756246775137,19.0
各 GP 表达式自身产生的状态,250,100,0,2.576388888888889,4.201388888888889,1.4221396809712026,25.333333333333332
