cohort,condition,model,iteration,mean_gap,point_low,point_high
P1,C110,GP mean,1475,0.28335067328037317,0.24527938922568746,0.32167267363769003
P1,C110,GP mean,1500,0.2817050141070778,0.24343382100280556,0.31990220777210204
P1,C110,GP mean,1525,0.2801965873275043,0.24196823804312317,0.31825129287138026
P1,C110,GP mean,1550,0.278278997716837,0.24031142490381877,0.31603601726921304
P1,C110,GP mean,1575,0.2768919127412369,0.23916599709519223,0.31435488694914926
P1,C110,GP mean,1600,0.2742688165872257,0.23682457175750646,0.31174438930802834
P1,C110,GP mean,1625,0.273240372382139,0.23585775371092246,0.3107410241160326
P1,C110,GP mean,1650,0.2719230291366675,0.2345621748587787,0.3093636366889277
P1,C110,GP mean,1675,0.2711587556335687,0.2336903655430984,0.3087618213179874
P1,C110,GP mean,1700,0.269222872664215,0.2319645170995569,0.3067362091031788
P1,C110,GP mean,1725,0.2677009936884372,0.23015566573115404,0.30544021329683363
P1,C110,GP mean,1750,0.2665984417133267,0.22882244579169364,0.3038799885081644
P1,C110,GP mean,1775,0.26496526093827577,0.22754966153379025,0.30232394273472596
P1,C110,GP mean,1800,0.2639066072048223,0.22647838930031336,0.3011824192638293
P1,C110,GP mean,1825,0.2626182209382233,0.22513515149405494,0.2998066314249403
P1,C110,GP mean,1850,0.2619659964792814,0.22428767803988534,0.2993748186177709
P1,C110,GP mean,1875,0.260484050227153,0.22268793317895502,0.298030413955203
P1,C110,GP mean,1900,0.25893181789700415,0.2210525777165969,0.2966392738744641
P1,C110,GP mean,1925,0.257426544961788,0.21929634488790267,0.29546044785228387
P1,C110,GP mean,1950,0.2565198228422048,0.2183573885348436,0.2946419512078893
P1,C110,GP mean,1975,0.25562364676076377,0.21750065438895594,0.2936057634820775
P1,C110,GP mean,2000,0.2546895967407387,0.21665254500034012,0.2925365848628168
P1,C110,GP mean,2025,0.25393385587519746,0.2158300447872766,0.29176221606713404
P1,C110,GP mean,2050,0.25340081114676294,0.21532152455869102,0.291137047930276
P1,C110,GP mean,2075,0.2523746533959857,0.21443718964462322,0.2901280425638151
P1,C110,GP mean,2100,0.25198343313081567,0.21407183343438232,0.2897413907069909
P1,C110,GP mean,2125,0.2513063204523712,0.21341275406249574,0.2891182970131837
P1,C110,GP mean,2150,0.25058766319341536,0.21274728498778483,0.28839648103410004
P1,C110,GP mean,2175,0.2501369355697461,0.21215855452431343,0.2880050320372596
P1,C110,GP mean,2200,0.24954672695108024,0.21167364893880683,0.2873284696822449
P1,C110,GP mean,2225,0.2480947401589179,0.20996991629228262,0.28615128985717037
P1,C110,GP mean,2250,0.24696268929895332,0.2089639262235366,0.28488815292282516
P1,C110,GP mean,2275,0.24593204342508046,0.20811590018992943,0.28365948283477294
P1,C110,GP mean,2300,0.2445030706238993,0.2068549149517342,0.2821396553995866
P1,C110,GP mean,2325,0.24334765144892923,0.20547637071151814,0.28117118781205763
P1,C110,GP mean,2350,0.24261337777286474,0.20478257779607928,0.2805035493805062
P1,C110,GP mean,2375,0.24167597627581758,0.2038412216516301,0.2795012943837176
P1,C110,GP mean,2400,0.24087958399191886,0.20327718750588933,0.2785615232525225
P1,C110,GP mean,2425,0.23964930552326996,0.20166506197747167,0.2776976882965983
P1,C110,GP mean,2450,0.2384506075348514,0.20051354672838556,0.27640496477175286
P1,C110,GP mean,2475,0.23771952163900925,0.19979092344705018,0.27557715775831865
P1,C110,GP mean,2500,0.23600659116401285,0.19800117773985032,0.2737200647986713
P1,C110,GP mean,2525,0.23574323518889148,0.19773503067528825,0.27341947042309517
P1,C110,GP mean,2550,0.235452034463089,0.1974981645443674,0.2731383621642645
P1,C110,GP mean,2575,0.2339296578566453,0.19600032995593208,0.2717254787128193
P1,C110,GP mean,2600,0.23310978790820305,0.19502072598075856,0.27087138357719237
P1,C110,GP mean,2625,0.23228726809584702,0.194124469162904,0.27013418288605623
P1,C110,GP mean,2650,0.23183791500802325,0.19352953518097366,0.2697637741598442
P1,C110,GP mean,2675,0.2312291589090469,0.19304404125913144,0.2690425240935083
P1,C110,GP mean,2700,0.2307721543505285,0.19270253825004674,0.26856455057478557
P1,C110,GP mean,2725,0.23016127983951837,0.1922611881854882,0.2675980182666663
P1,C110,GP mean,2750,0.22992641392916163,0.1920237339192185,0.26733046098161056
P1,C110,GP mean,2775,0.22954913919520473,0.19162142929227993,0.2669837845280335
P1,C110,GP mean,2800,0.2286346274358006,0.19094364042103107,0.26594438319763053
P1,C110,GP mean,2825,0.22834540356514696,0.19065393228156172,0.2656663296020731
P1,C110,GP mean,2850,0.22765626210145615,0.19008771631391957,0.2645944414722841
P1,C110,GP mean,2875,0.22742785134235904,0.18994666715386582,0.26437883268940476
P1,C110,GP mean,2900,0.2269964791814674,0.18959008708150707,0.26383008024109916
P1,C110,GP mean,2925,0.22648728699919587,0.18931343158476097,0.2630264094542996
P1,C110,GP mean,2950,0.22591491367344532,0.18884301548040713,0.26242539250412705
P1,C110,GP mean,2975,0.22540190257711648,0.1882482773754481,0.26201064132939883
P1,C110,GP mean,3000,0.22469061106387722,0.18750835749149672,0.2613401581421942
P1,C110,GP mean,3025,0.22388764986188528,0.18692552887704655,0.2602568065754198
P1,C110,GP mean,3050,0.22345380914746654,0.18648101732810493,0.25972950954249746
P1,C110,GP mean,3075,0.2228963838423863,0.18597284019429222,0.2591223912897497
P1,C110,GP mean,3100,0.22266914442822056,0.18578164189323748,0.2588448822221315
P1,C110,GP mean,3125,0.2220567961610774,0.18557105175546718,0.258025282267317
P1,C110,GP mean,3150,0.22177095750633974,0.18515009755301956,0.2578166571221194
P1,C110,GP mean,3175,0.22145567176822104,0.18477377670701048,0.25753139240496886
P1,C110,GP mean,3200,0.22092679928333564,0.18418571731938224,0.25698092706126463
P1,C110,GP mean,3225,0.22023528773460044,0.1832400422614631,0.25652694548600713
P1,C110,GP mean,3250,0.2197039596938378,0.1829155345544753,0.25591994333577983
P1,C110,GP mean,3275,0.21939659040829765,0.18265956643318026,0.25553638758152974
P1,C110,GP mean,3300,0.21877209371194206,0.18201077406658694,0.25483313481448105
P1,C110,GP mean,3325,0.2180155807522544,0.1813387733292098,0.2541356818301583
P1,C110,GP mean,3350,0.21755861410467403,0.1809493825632463,0.25365526201599675
P1,C110,GP mean,3375,0.2169746640281106,0.18034948038365617,0.25299507679833855
P1,C110,GP mean,3400,0.2165425417617591,0.18002957198939443,0.2526277846429965
P1,C110,GP mean,3425,0.21593365710830792,0.1796537628519296,0.2519244544712542
P1,C110,GP mean,3450,0.2150415250933185,0.17882009706131857,0.2507961010920324
P1,C110,GP mean,3475,0.21406349946817704,0.17786298118559715,0.2500139720752623
P1,C110,GP mean,3500,0.21321712940948634,0.1772230619487838,0.24901776631866768
P1,C110,GP mean,3525,0.21307279340950205,0.17708676191862396,0.24883383434550432
P1,C110,GP mean,3550,0.2126760407480247,0.17673540157212358,0.24852047183106368
P1,C110,GP mean,3575,0.2125021404344433,0.17662341863710254,0.24827637583369197
P1,C110,GP mean,3600,0.21212039754086634,0.17607378799290316,0.2478671976706698
P1,C110,GP mean,3625,0.21155376609675933,0.17558264588869976,0.24733878088219802
P1,C110,GP mean,3650,0.2112826002458008,0.17532900529801743,0.2470293724400372
P1,C110,GP mean,3675,0.21079790781165555,0.17485722710134943,0.24667821555949107
P1,C110,GP mean,3700,0.2101749167195473,0.1741786556892719,0.24615000144173496
P1,C110,GP mean,3725,0.20980776769941437,0.17389463794038826,0.24581906633369421
P1,C110,GP mean,3750,0.20940415614548144,0.1734823889349964,0.24552567310100892
P1,C110,GP mean,3775,0.20859839248028214,0.17256463910977768,0.24482237338051105
P1,C110,GP mean,3800,0.2082085290172451,0.17222804743516867,0.2445164844155708
P1,C110,GP mean,3825,0.2075128297954419,0.17145453333622618,0.24370079595925506
P1,C110,GP mean,3850,0.20714101549822925,0.1710758926511119,0.24342304159957784
P1,C110,GP mean,3875,0.20643868380100347,0.17028086291661504,0.2427164139187634
P1,C110,GP mean,3900,0.2063745281858092,0.17024218316422515,0.242648662534444
P1,C110,GP mean,3925,0.20614009977933723,0.16998130009243434,0.2425252798376454
P1,C110,GP mean,3950,0.20561865930011822,0.16944908465957972,0.24199986272122276
P1,C110,GP mean,3975,0.20515411491355556,0.16879374737420139,0.24167211187719878
P1,C110,GP mean,4000,0.20420196843698052,0.16780098570170873,0.24063042295580464
P1,C110,GP mean,4025,0.202929063686675,0.16688601801014052,0.23908576126793293
P1,C110,GP mean,4050,0.20240348500411168,0.1662591217662944,0.2387413562707095
P1,C110,GP mean,4075,0.20192182875966833,0.16583286938419556,0.23808816869618665
P1,C110,GP mean,4100,0.20113266628502785,0.16500740785184015,0.23745175377962993
P1,C110,GP mean,4125,0.20074599024675407,0.16461339678164147,0.2370730981936222
P1,C110,GP mean,4150,0.20014233483933375,0.16413378319577826,0.2364588812938364
P1,C110,GP mean,4175,0.19980314468367877,0.16372123655742352,0.2361867283698305
P1,C110,GP mean,4200,0.1995609018355443,0.1634591743982726,0.23596509751790853
P1,C110,GP mean,4225,0.1990702702559152,0.1628310273417249,0.23565074618043846
P1,C110,GP mean,4250,0.19831879557190074,0.16184182606365097,0.2347842720285318
P1,C110,GP mean,4275,0.19754821638564687,0.1612023351338345,0.23380306396638725
P1,C110,GP mean,4300,0.1970711018374976,0.16087053764414566,0.23335481679602943
P1,C110,GP mean,4325,0.1968813562213491,0.1606411822389497,0.23319476908040207
P1,C110,GP mean,4350,0.19668445843660046,0.16057273313597029,0.23295353713924816
P1,C110,GP mean,4375,0.19636196533500333,0.16028937729364934,0.2325857700180011
P1,C110,GP mean,4400,0.19592988223002486,0.15981868952639042,0.23230218782420167
P1,C110,GP mean,4425,0.19581478754145762,0.15973418699344255,0.23210095297803113
P1,C110,GP mean,4450,0.19548493362042302,0.15947307749410072,0.23178354659312192
P1,C110,GP mean,4475,0.19507896409047196,0.15917745696943686,0.23132795567377304
P1,C110,GP mean,4500,0.19493362476193538,0.15906655573128017,0.2311705938149003
P1,C110,GP mean,4525,0.1947407548017934,0.15886259310551396,0.2308937057641373
P1,C110,GP mean,4550,0.1944832197771766,0.158535825329824,0.23063291278757048
P1,C110,GP mean,4575,0.1943603238819679,0.1584061830400676,0.23047292003594178
P1,C110,GP mean,4600,0.19415096254327813,0.15826978217819954,0.23018101754656764
P1,C110,GP mean,4625,0.1940625989985303,0.1581456598739502,0.23007819469030363
P1,C110,GP mean,4650,0.19382990803995342,0.15799246537105588,0.2297877077310659
P1,C110,GP mean,4675,0.19380163052889446,0.1579641878599969,0.22975733007687607
P1,C110,GP mean,4700,0.19369137029854272,0.1578197123754026,0.22963791650865406
P1,C110,GP mean,4725,0.19339001194920083,0.1574461713570314,0.22933943820242234
P1,C110,GP mean,4750,0.19285264329742302,0.15713061981878226,0.22868801674075154
P1,C110,GP mean,4775,0.19242825578000075,0.1568034725521185,0.228262889412764
P1,C110,GP mean,4800,0.19170773926721707,0.15629146854254763,0.2275295151711635
P1,C110,GP mean,4825,0.19107983581153531,0.15567985457757702,0.22696779552199725
P1,C110,GP mean,4850,0.19067081157362015,0.15517965885591387,0.22653122682877694
P1,C110,GP mean,4875,0.19039408081553683,0.15487983150965096,0.2264233916509858
P1,C110,GP mean,4900,0.18995944834092426,0.15446772330388178,0.2259707458479342
P1,C110,GP mean,4925,0.18968175695551784,0.15416699162115124,0.225531406359094
P1,C110,GP mean,4950,0.18953776983893939,0.15396760508499469,0.22543330270022247
P1,C110,GP mean,4975,0.18936497147976378,0.1539222169111062,0.22518857084064794
P1,C110,GP mean,5000,0.18918560183846567,0.15376551695910431,0.225022100049816
P1,C101,Baseline,1,7.291063872152322,7.171873445273799,7.416875027696594
P1,C101,Baseline,25,4.381219251213907,4.284430133997253,4.4791819179112
P1,C101,Baseline,50,3.235986535142753,3.136112481421641,3.3382765356883466
P1,C101,Baseline,75,2.7076849166608303,2.5769268925435136,2.8343706216054922
P1,C101,Baseline,100,2.185544226516899,2.024043867262814,2.3420958556938736
P1,C101,Baseline,125,1.7013182284294608,1.5258064244706058,1.8749916094469081
P1,C101,Baseline,150,1.1377150190259153,0.9923816437045876,1.292651103369635
P1,C101,Baseline,175,0.8274165101724859,0.7226605028446377,0.9432057544673633
P1,C101,Baseline,200,0.678637245826262,0.6073980007206603,0.7555079635873809
P1,C101,Baseline,225,0.6469131474109732,0.5840093313269871,0.7139603041216358
P1,C101,Baseline,250,0.6258075416973959,0.5721182974161589,0.6797726679947453
P1,C101,Baseline,275,0.6194551179863247,0.5684589929097807,0.6692102597780231
P1,C101,Baseline,300,0.6177198992383174,0.5670583705200712,0.6667871219291646
P1,C101,Baseline,325,0.6177198256406112,0.567058366840186,0.6667869747337525
P1,C101,Baseline,350,0.6173115604799507,0.5667736510849827,0.666144096744406
P1,C101,Baseline,375,0.6155833958800935,0.565477421397521,0.6645226678127669
P1,C101,Baseline,400,0.6154530350102084,0.5653472034396175,0.6643745272903707
P1,C101,Baseline,425,0.6150395399595282,0.5649793294456962,0.6640195858240695
P1,C101,Baseline,450,0.6142404611760796,0.5643364873832423,0.6628332836863995
P1,C101,Baseline,475,0.6141851614672215,0.5642790715196458,0.6627751506892171
P1,C101,Baseline,500,0.6120160907835058,0.5613030748495207,0.6616171534180181
P1,C101,Baseline,525,0.6058030384861436,0.5525972528552143,0.6568355859874284
P1,C101,Baseline,550,0.6042949925662625,0.5504167463154731,0.6559184950914505
P1,C101,Baseline,575,0.6018087170647016,0.5477892594498935,0.6536072581836625
P1,C101,Baseline,600,0.598048399612883,0.5427103019781615,0.6504151833133998
P1,C101,Baseline,625,0.5875283993326991,0.5290839780428591,0.6435834942368146
P1,C101,Baseline,650,0.557512267697902,0.5008708311635389,0.612699143721606
P1,C101,Baseline,675,0.5165977270561534,0.46331768229403414,0.5684631662173424
P1,C101,Baseline,700,0.4956940728659607,0.4457507385434485,0.5446731368889701
P1,C101,Baseline,725,0.48641197117809787,0.43639257057976727,0.534972485612152
P1,C101,Baseline,750,0.48111532076687225,0.4330074107368385,0.5269771440420186
P1,C101,Baseline,775,0.44928190248408106,0.39963876857701003,0.49700384692114685
P1,C101,Baseline,800,0.432905705631243,0.3855902785461096,0.4781298833131175
P1,C101,Baseline,825,0.4314507441011123,0.3843258738979033,0.4765492199818153
P1,C101,Baseline,850,0.4263510077295344,0.3802119524351712,0.47097512953572457
P1,C101,Baseline,875,0.4256078225978162,0.3797397991769675,0.47023766885581464
P1,C101,Baseline,900,0.4236345718033436,0.37865619078322127,0.46655137620594206
P1,C101,Baseline,925,0.4225266935057997,0.37801923036479335,0.464790577837476
P1,C101,Baseline,950,0.4198987659694798,0.37543824551267635,0.462026630496181
P1,C101,Baseline,975,0.4175789489968788,0.3729985522037543,0.4597056493581426
P1,C101,Baseline,1000,0.4175788777195099,0.3729984809263854,0.45970557986270794
P1,C101,Baseline,1025,0.4171092371680995,0.3724712710925782,0.4593533524572578
P1,C101,Baseline,1050,0.4163054766203402,0.3718011002950455,0.4588918583557564
P1,C101,Baseline,1075,0.41458770729788125,0.3697179318091034,0.45748195516956736
P1,C101,Baseline,1100,0.4141297936672563,0.3690936172331541,0.45733475122612555
P1,C101,Baseline,1125,0.4137512070673412,0.36833056703996636,0.4571599748578262
P1,C101,Baseline,1150,0.412285681507845,0.36651230661953266,0.45585218978868464
P1,C101,Baseline,1175,0.4004254998085582,0.35420920901919856,0.4446441432161036
P1,C101,Baseline,1200,0.39036330826412985,0.34453277142468713,0.4353149860164826
P1,C101,Baseline,1225,0.3882515058215225,0.34304802146538826,0.4325890121499406
P1,C101,Baseline,1250,0.38505439181704676,0.34013314187557653,0.4293419122871786
P1,C101,Baseline,1275,0.36576541991918043,0.3219181902800324,0.4083959054297777
P1,C101,Baseline,1300,0.35775814740435574,0.31632120139363357,0.39842975931359426
P1,C101,Baseline,1325,0.35211613105776696,0.31217081803113794,0.39075449363716014
P1,C101,Baseline,1350,0.35034561203147174,0.3107869073678127,0.38872232250631705
P1,C101,Baseline,1375,0.33796938099934304,0.2991742719621891,0.3750993978482105
P1,C101,Baseline,1400,0.33462830311981473,0.29680258832033246,0.3708340122431986
P1,C101,Baseline,1425,0.3324122209623802,0.2949436142962978,0.3681712564489864
P1,C101,Baseline,1450,0.33115309015971695,0.29386653584755823,0.3665425353073092
P1,C101,Baseline,1475,0.3301575553223357,0.29298236227742647,0.3656228900755408
P1,C101,Baseline,1500,0.3290478678455947,0.29236136391155554,0.36421151626407305
P1,C101,Baseline,1525,0.3290085346809206,0.29236136391155554,0.36408181734626854
P1,C101,Baseline,1550,0.327410974944188,0.29076012723093914,0.3626223050323671
P1,C101,Baseline,1575,0.3268991935809542,0.2899170546392275,0.36235302572613054
P1,C101,Baseline,1600,0.3265728130384076,0.28970747455868423,0.3621207477287626
P1,C101,Baseline,1625,0.3265728130384076,0.28970747455868423,0.3621207477287626
P1,C101,Baseline,1650,0.32474706244357243,0.28760395737741645,0.36097552777289627
P1,C101,Baseline,1675,0.3236183179690376,0.2862821287297154,0.3599973965473155
P1,C101,Baseline,1700,0.3227768123189009,0.28551227557158154,0.35897393431638586
P1,C101,Baseline,1725,0.3219482962985961,0.2852716561383895,0.35731664507540073
P1,C101,Baseline,1750,0.31829220647057943,0.282573252989732,0.35213309646698976
P1,C101,Baseline,1775,0.306783540749231,0.2720238652852648,0.3405984559950443
P1,C101,Baseline,1800,0.30395401683158985,0.269181359453739,0.33778693344935273
P1,C101,Baseline,1825,0.30395380120471127,0.26918107383824696,0.33778664617320087
P1,C101,Baseline,1850,0.30343252307718593,0.2687946389364662,0.3372769600267528
P1,C101,Baseline,1875,0.29406940275257254,0.2591851145857953,0.32703759711991137
P1,C101,Baseline,1900,0.28769864558672936,0.25328349195146393,0.3202396737514432
P1,C101,Baseline,1925,0.286281944602365,0.25214364897017555,0.31874696114749357
P1,C101,Baseline,1950,0.28261724863141224,0.24963519225323044,0.3140891308927861
P1,C101,Baseline,1975,0.27618140099002614,0.24310936453093515,0.3080642647002188
P1,C101,Baseline,2000,0.27257885327726683,0.24014679277146941,0.303512493235263
P1,C101,Baseline,2025,0.2720214719492847,0.239538188055797,0.30293192627538107
P1,C101,Baseline,2050,0.2702254058751604,0.23754721214870123,0.3015741508706519
P1,C101,Baseline,2075,0.26997349475607546,0.23712960418836085,0.3014557235211262
P1,C101,Baseline,2100,0.26988258055516523,0.2371292227493551,0.30132053415782645
P1,C101,Baseline,2125,0.26988258055516523,0.2371292227493551,0.30132053415782645
P1,C101,Baseline,2150,0.2698825065843743,0.2371292227493551,0.3013204601870355
P1,C101,Baseline,2175,0.26957661403154665,0.23674059931311495,0.3011319537392933
P1,C101,Baseline,2200,0.2678181317302283,0.2351599498346661,0.29938642711102104
P1,C101,Baseline,2225,0.26560711046062835,0.2320926175013213,0.2978955441187791
P1,C101,Baseline,2250,0.264972539063299,0.23116124637202304,0.29763224442885794
P1,C101,Baseline,2275,0.2639377274353045,0.2301808570932634,0.2965806136209332
P1,C101,Baseline,2300,0.2634334539222495,0.2293119014500895,0.29630402167337944
P1,C101,Baseline,2325,0.2630490538287321,0.2287731588172298,0.2960290108621428
P1,C101,Baseline,2350,0.26182694473299684,0.22730169378099174,0.2947798294621661
P1,C101,Baseline,2375,0.25730396601273564,0.22280376109118172,0.2903134189319828
P1,C101,Baseline,2400,0.25537961654379104,0.22150111747738208,0.2879384574270375
P1,C101,Baseline,2425,0.2544264069187845,0.22090287187112906,0.2869022862579505
P1,C101,Baseline,2450,0.2544264069187845,0.22090287187112906,0.2869022862579505
P1,C101,Baseline,2475,0.2496352684398126,0.21677727440035377,0.28153350100605323
P1,C101,Baseline,2500,0.2461282014517871,0.21381124095094534,0.27727981089573056
P1,C101,Baseline,2525,0.24332582872090766,0.21193428170708567,0.27383099764852464
P1,C101,Baseline,2550,0.2428716150391802,0.21147807137292193,0.2734554126342915
P1,C101,Baseline,2575,0.239197016111993,0.20778868478771342,0.26985708809080705
P1,C101,Baseline,2600,0.2375147583962174,0.2055827457259033,0.26848235557924266
P1,C101,Baseline,2625,0.2370607812340214,0.20515515003695822,0.2678504782827451
P1,C101,Baseline,2650,0.23600701802493684,0.2037847572401056,0.2670997559548686
P1,C101,Baseline,2675,0.23564023813552187,0.20348572905491713,0.266699754969817
P1,C101,Baseline,2700,0.23535641070206975,0.20334106198549604,0.2662384000697537
P1,C101,Baseline,2725,0.23535633968929714,0.20334099097272343,0.2662384000697537
P1,C101,Baseline,2750,0.23535633968929714,0.20334099097272343,0.2662384000697537
P1,C101,Baseline,2775,0.23398627728506372,0.20239215196413937,0.2644804165509508
P1,C101,Baseline,2800,0.2334062667088936,0.20156543331560636,0.2639465750976265
P1,C101,Baseline,2825,0.2333647265096063,0.20151779576375867,0.2639380666514383
P1,C101,Baseline,2850,0.23301382096743803,0.20115557752182767,0.2635400748862552
P1,C101,Baseline,2875,0.23238163528436842,0.20037108074570756,0.2630588876917448
P1,C101,Baseline,2900,0.23165372854101418,0.19917119452383045,0.2625425655147387
P1,C101,Baseline,2925,0.23134143789690573,0.19895874060274024,0.26237314119075744
P1,C101,Baseline,2950,0.2309210442986749,0.19818248020455753,0.2622050758345562
P1,C101,Baseline,2975,0.22781316887929615,0.19562202337079104,0.2589916226513854
P1,C101,Baseline,3000,0.22736103647786082,0.19528363522527778,0.2583811249197364
P1,C101,Baseline,3025,0.2266544827929247,0.19467416114510092,0.25736193851024397
P1,C101,Baseline,3050,0.22665441128518551,0.19467416114510092,0.25736172398702645
P1,C101,Baseline,3075,0.2225576163349989,0.19150570695422547,0.25275309908067717
P1,C101,Baseline,3100,0.22020093770671545,0.18945042928296438,0.25005634091758466
P1,C101,Baseline,3125,0.2201043225817205,0.1893587112587498,0.24993192265943895
P1,C101,Baseline,3150,0.22000562999468856,0.1892595781764842,0.24993123227480685
P1,C101,Baseline,3175,0.219012026064615,0.18821824291900313,0.24906034357008125
P1,C101,Baseline,3200,0.2176038074793575,0.18614447190347438,0.24826900965610554
P1,C101,Baseline,3225,0.21625462420315086,0.1849387190369636,0.24689946789294898
P1,C101,Baseline,3250,0.2146792016266258,0.1831595313443429,0.24527915173138953
P1,C101,Baseline,3275,0.21449328264611184,0.18298848021343372,0.24507258671320045
P1,C101,Baseline,3300,0.21449328264611184,0.18298848021343372,0.24507258671320045
P1,C101,Baseline,3325,0.21449328264611184,0.18298848021343372,0.24507258671320045
P1,C101,Baseline,3350,0.21436299537393289,0.18278169295845267,0.2450508194055658
P1,C101,Baseline,3375,0.21380907148624229,0.18234018981726588,0.2443809263003867
P1,C101,Baseline,3400,0.21380907148624229,0.18234018981726588,0.2443809263003867
P1,C101,Baseline,3425,0.21328299004981746,0.18163670215834732,0.24409131520692245
P1,C101,Baseline,3450,0.21298274754180127,0.18100327665138488,0.24391218975561424
P1,C101,Baseline,3475,0.21206919936517785,0.18008131507292446,0.24289175611748962
P1,C101,Baseline,3500,0.21121846586765206,0.1795915024349781,0.24192598401590573
P1,C101,Baseline,3525,0.21114572957659963,0.17959059056283747,0.24178152875267042
P1,C101,Baseline,3550,0.21114565798576193,0.17959059056283747,0.24178131398015731
P1,C101,Baseline,3575,0.20909471469141155,0.17777823689374994,0.23952360367526634
P1,C101,Baseline,3600,0.20811599164245034,0.17684406234753858,0.23862227452238846
P1,C101,Baseline,3625,0.20808459055428427,0.17684327732033442,0.23856378587995872
P1,C101,Baseline,3650,0.2072274305360279,0.17615532903852693,0.2373196639778224
P1,C101,Baseline,3675,0.2062907050751034,0.17547214137140513,0.23630591059603231
P1,C101,Baseline,3700,0.20447683322164054,0.17359341359118938,0.23446153847046103
P1,C101,Baseline,3725,0.20392916150551124,0.17320448874060732,0.23381377764229802
P1,C101,Baseline,3750,0.20392916150551124,0.17320448874060732,0.23381377764229802
P1,C101,Baseline,3775,0.20257579860087221,0.17228395413831654,0.23233691006159074
P1,C101,Baseline,3800,0.2015757119086481,0.17130320729149465,0.23140253639494654
P1,C101,Baseline,3825,0.2010942232445849,0.17097177395211768,0.23086734673975262
P1,C101,Baseline,3850,0.20105845475944517,0.170936574662613,0.23080927749242264
P1,C101,Baseline,3875,0.2001714702710819,0.17002965666643158,0.23002357272278448
P1,C101,Baseline,3900,0.20017139861015554,0.17002965487490843,0.23002357093126133
P1,C101,Baseline,3925,0.20017139861015554,0.17002965487490843,0.23002357093126133
P1,C101,Baseline,3950,0.20008299513810923,0.16995379062690247,0.22994384044869937
P1,C101,Baseline,3975,0.20008292338204425,0.16995379062690247,0.2299437686926344
P1,C101,Baseline,4000,0.20008292338204425,0.16995379062690247,0.2299437686926344
P1,C101,Baseline,4025,0.1989795792992014,0.16890979290610367,0.2282172970373609
P1,C101,Baseline,4050,0.19891179942179893,0.16879195449911327,0.22819269546428403
P1,C101,Baseline,4075,0.19863143513911685,0.1684324908442474,0.22790599422717103
P1,C101,Baseline,4100,0.19807330411219384,0.16799179165304617,0.22713996654211563
P1,C101,Baseline,4125,0.1977259276649774,0.1675217100009235,0.2269556072707106
P1,C101,Baseline,4150,0.1970923748069909,0.16714536423440818,0.22609473316323608
P1,C101,Baseline,4175,0.19370514906104966,0.1638761013758166,0.2228990300819701
P1,C101,Baseline,4200,0.19355248631336563,0.1638000061092566,0.22264639373734454
P1,C101,Baseline,4225,0.19355248631336563,0.1638000061092566,0.22264639373734454
P1,C101,Baseline,4250,0.19296356791887978,0.16260800967595185,0.22239150916877296
P1,C101,Baseline,4275,0.1920275871751279,0.16190887379544983,0.22138356050466174
P1,C101,Baseline,4300,0.19154574821881856,0.16147422571949308,0.22079650673310916
P1,C101,Baseline,4325,0.1913390759086723,0.16133071194539841,0.22059877856555793
P1,C101,Baseline,4350,0.19077436071015966,0.1606758558942773,0.2203174556325916
P1,C101,Baseline,4375,0.19012177256654417,0.15980325531454387,0.21982658293679855
P1,C101,Baseline,4400,0.188921145198765,0.15902085737997623,0.2181985464351668
P1,C101,Baseline,4425,0.18839464841683048,0.15854034107393036,0.21771569277392908
P1,C101,Baseline,4450,0.18822739049684364,0.1584304000822876,0.21758522495245497
P1,C101,Baseline,4475,0.18809088252700826,0.15834332232042508,0.21752779836905548
P1,C101,Baseline,4500,0.18809088252700826,0.15834332232042508,0.21752779836905548
P1,C101,Baseline,4525,0.1871594266656409,0.15724590903927815,0.21685810310128578
P1,C101,Baseline,4550,0.18702945672353302,0.15703701190738575,0.2167434181886484
P1,C101,Baseline,4575,0.18617467020239706,0.15591807036742064,0.21605523381429048
P1,C101,Baseline,4600,0.18617423535460303,0.15591764639082148,0.21605438586109216
P1,C101,Baseline,4625,0.18615725171504777,0.15591722179983258,0.21604669160634363
P1,C101,Baseline,4650,0.18615725171504777,0.15591722179983258,0.21604669160634363
P1,C101,Baseline,4675,0.18602645774320187,0.15584110726380984,0.21578360648964834
P1,C101,Baseline,4700,0.185689012260968,0.1553236776069496,0.21561690511880272
P1,C101,Baseline,4725,0.18558119162160636,0.15528159698630878,0.21560153622101372
P1,C101,Baseline,4750,0.18546856551298946,0.15502801137372446,0.2155685756746661
P1,C101,Baseline,4775,0.18362620703531388,0.15321472324117308,0.2136071489911581
P1,C101,Baseline,4800,0.18322791856854379,0.15273299099755236,0.21322375953460737
P1,C101,Baseline,4825,0.18256423506379174,0.15233178948249218,0.2122601096588911
P1,C101,Baseline,4850,0.182374570276334,0.1522278558578077,0.21192180675591588
P1,C101,Baseline,4875,0.18101287514205816,0.15105867614168933,0.21026450035307068
P1,C101,Baseline,4900,0.18001590015234603,0.15010129466480868,0.20921487125025298
P1,C101,Baseline,4925,0.17944696531967877,0.1492817082665713,0.20872119271327896
P1,C101,Baseline,4950,0.17929824458016266,0.1491113457661723,0.20845560859792384
P1,C101,Baseline,4975,0.1786682196708229,0.14853203486120375,0.20790365273306308
P1,C101,Baseline,5000,0.1774647338921518,0.14718493896650353,0.20661914738406645
