cohort,condition,model,iteration,mean_gap,point_low,point_high
P1,C111,Baseline,1950,0.17164945050335367,0.1447536884853744,0.19916324943832903
P1,C111,Baseline,1975,0.17077840312398215,0.1439464658182593,0.19844403642948813
P1,C111,Baseline,2000,0.169690958392002,0.142859857589572,0.1976615773762974
P1,C111,Baseline,2025,0.16847169849675894,0.14179962710742985,0.19625820963988547
P1,C111,Baseline,2050,0.16730287968232935,0.14071995539441617,0.19480702428188554
P1,C111,Baseline,2075,0.166152260947329,0.13949558549023225,0.19341824281759198
P1,C111,Baseline,2100,0.1654721380847806,0.13913373676551227,0.19270300889472444
P1,C111,Baseline,2125,0.16514478505471974,0.13886583744349754,0.19237324095224675
P1,C111,Baseline,2150,0.1627608335042952,0.1368477335019486,0.1896398951757993
P1,C111,Baseline,2175,0.16129878006954057,0.13529810590610233,0.18825038583401243
P1,C111,Baseline,2200,0.16049415563593455,0.1346199669517282,0.1875151807993352
P1,C111,Baseline,2225,0.1598317249978493,0.13383948412098495,0.1870549072069061
P1,C111,Baseline,2250,0.15837031637101018,0.1324473977698544,0.18554138333704331
P1,C111,Baseline,2275,0.1557348576696988,0.12939998886454057,0.18307427870460366
P1,C111,Baseline,2300,0.1531191708723328,0.12700716823289218,0.18057603111890352
P1,C111,Baseline,2325,0.150540027470878,0.12441759174999935,0.17814419567674764
P1,C111,Baseline,2350,0.1500452359743685,0.12379628490408168,0.17776687937106977
P1,C111,Baseline,2375,0.1485450352372474,0.1223101362496323,0.17640072044261457
P1,C111,Baseline,2400,0.1466743249764007,0.11988122333128375,0.17506137717922823
P1,C111,Baseline,2425,0.1449231870245763,0.11802349059723288,0.17341761618032545
P1,C111,Baseline,2450,0.1442720943160874,0.11739995359515605,0.1728719263320348
P1,C111,Baseline,2475,0.1428885945463384,0.11575637967115994,0.17171213413724323
P1,C111,Baseline,2500,0.14234301420628032,0.11499618934131119,0.17142252896247534
P1,C111,Baseline,2525,0.14232120074336047,0.1149087470884125,0.1713799927097816
P1,C111,Baseline,2550,0.14199439270384528,0.11461886144592955,0.1710766442590027
P1,C111,Baseline,2575,0.14183020285476203,0.11445467159684629,0.17088017184101534
P1,C111,Baseline,2600,0.14057528240377065,0.11348786155843621,0.16938209065940918
P1,C111,Baseline,2625,0.1399549377528561,0.11293563622433835,0.16886223985980678
P1,C111,Baseline,2650,0.13801213750265842,0.1114810612592193,0.16649960757508625
P1,C111,Baseline,2675,0.13561917877184007,0.11004626506985203,0.16275633002500314
P1,C111,Baseline,2700,0.13468829425267856,0.10944538438216246,0.1612943588749142
P1,C111,Baseline,2725,0.13388012768430652,0.10880262170419022,0.16048525442090963
P1,C111,Baseline,2750,0.13350696240389948,0.10845996876308125,0.16021137253383788
P1,C111,Baseline,2775,0.1333100624917371,0.10812603589281271,0.16009871274321455
P1,C111,Baseline,2800,0.13318584385288235,0.10810128168885097,0.1597858045455369
P1,C111,Baseline,2825,0.13318584385288235,0.10810128168885097,0.1597858045455369
P1,C111,Baseline,2850,0.13186344005365858,0.10676876070399237,0.1587843280316093
P1,C111,Baseline,2875,0.13127838145995907,0.10632256589560826,0.1578809513838021
P1,C111,Baseline,2900,0.13089672373802907,0.10593866204672965,0.15755221277595352
P1,C111,Baseline,2925,0.1305510158153434,0.10571866454322981,0.1570521127597413
P1,C111,Baseline,2950,0.1300997304376219,0.10533825663793814,0.15656410956150515
P1,C111,Baseline,2975,0.12971824594946857,0.10499090567741412,0.15629635825951319
P1,C111,Baseline,3000,0.12824341982603743,0.10344597885243481,0.15485280962235584
P1,C111,Baseline,3025,0.12817653443799348,0.10341496701445053,0.1546962486390264
P1,C111,Baseline,3050,0.12813957237549362,0.103341388497628,0.15462232451402666
P1,C111,Baseline,3075,0.1278419915350531,0.10295881146523281,0.15449362964519822
P1,C111,Baseline,3100,0.12752375542439193,0.10263808437745062,0.1543603476951757
P1,C111,Baseline,3125,0.12660347441558273,0.10182913168301154,0.15321648995699136
P1,C111,Baseline,3150,0.1261059901909165,0.10165256132380682,0.1521446620600148
P1,C111,Baseline,3175,0.12596879747946205,0.10157663825604482,0.15207443226383713
P1,C111,Baseline,3200,0.12584094078270486,0.1014649255051924,0.15200556034247445
P1,C111,Baseline,3225,0.12562150664481803,0.10129767113018462,0.15170760058016353
P1,C111,Baseline,3250,0.12559852656399745,0.1012975983420927,0.1516616506541599
P1,C111,Baseline,3275,0.12559852656399745,0.1012975983420927,0.1516616506541599
P1,C111,Baseline,3300,0.1255246372539539,0.10121480250036669,0.15154227104127344
P1,C111,Baseline,3325,0.12481094391829615,0.10020431502571586,0.1510223123333464
P1,C111,Baseline,3350,0.12456076583515337,0.09998831428465041,0.15079627617172153
P1,C111,Baseline,3375,0.1244527452321293,0.0998915570833341,0.15070233885659193
P1,C111,Baseline,3400,0.1244527452321293,0.0998915570833341,0.15070233885659193
P1,C111,Baseline,3425,0.12401738157775559,0.09946072925000646,0.15041976101655327
P1,C111,Baseline,3450,0.1237859215089867,0.09926920115669911,0.15025187654352512
P1,C111,Baseline,3475,0.12328551592046107,0.09872134506709969,0.14983853896127222
P1,C111,Baseline,3500,0.1224983623428167,0.09781639087063251,0.14926066161169596
P1,C111,Baseline,3525,0.12071734358817178,0.09552088443140448,0.14778026973339864
P1,C111,Baseline,3550,0.11955212378011823,0.09412995419801251,0.14673529730763374
P1,C111,Baseline,3575,0.11945081657142878,0.09406280212381381,0.14660315821716888
P1,C111,Baseline,3600,0.1183905079685664,0.09268868831021869,0.14584783980917737
P1,C111,Baseline,3625,0.11760078054097498,0.09194147834372751,0.14496440709932037
P1,C111,Baseline,3650,0.1173052070792617,0.09163590773935434,0.14465527501821823
P1,C111,Baseline,3675,0.11685553864139372,0.09144734447100805,0.14413721817103844
P1,C111,Baseline,3700,0.11603316257810914,0.09084045682624155,0.14323204389425337
P1,C111,Baseline,3725,0.11524599909797026,0.09028898911842752,0.142046911631818
P1,C111,Baseline,3750,0.11477391324162492,0.08989260007357594,0.1416243009733687
P1,C111,Baseline,3775,0.11381206318438204,0.08902435388756715,0.1405761629881338
P1,C111,Baseline,3800,0.11366667248687644,0.08885024953883894,0.14043828352928012
P1,C111,Baseline,3825,0.11324255407779059,0.0883971406159864,0.13985498915080466
P1,C111,Baseline,3850,0.11217032339049186,0.08715566268771704,0.13861406970130385
P1,C111,Baseline,3875,0.11142714024537988,0.08641555681110095,0.13780783651630568
P1,C111,Baseline,3900,0.11064502380619227,0.08561283115116268,0.13670201302757462
P1,C111,Baseline,3925,0.10913669483209765,0.08433361996132845,0.135212083018213
P1,C111,Baseline,3950,0.10872654825417077,0.08396670850996266,0.13483680506502213
P1,C111,Baseline,3975,0.10858683246652387,0.0838205311608911,0.13471243254957108
P1,C111,Baseline,4000,0.1075072447717082,0.08269986941173543,0.13383252140079116
P1,C111,Baseline,4025,0.10654915292076905,0.08211326450652781,0.13247223992681093
P1,C111,Baseline,4050,0.10654915292076905,0.08211326450652781,0.13247223992681093
P1,C111,Baseline,4075,0.10631745872174414,0.08187035262754457,0.13228371862732674
P1,C111,Baseline,4100,0.10601555415937838,0.08152725041651936,0.13197728988845353
P1,C111,Baseline,4125,0.10598956908676037,0.08150126534390134,0.1319146198527389
P1,C111,Baseline,4150,0.10598949670494254,0.08150119296208351,0.13191454747092107
P1,C111,Baseline,4175,0.1058437159825959,0.08141329978795978,0.13165942406458375
P1,C111,Baseline,4200,0.10532605512590859,0.08091137247819075,0.13118558094184832
P1,C111,Baseline,4225,0.1050024302952815,0.08033505469639539,0.13093173018468252
P1,C111,Baseline,4250,0.1047812236897501,0.0802297267099289,0.13063666297023852
P1,C111,Baseline,4275,0.10436106870292061,0.07971887606794496,0.13028994282016415
P1,C111,Baseline,4300,0.10393420712819387,0.07951581782340708,0.1298665399461059
P1,C111,Baseline,4325,0.10388558186556235,0.07949369967152625,0.12978602971320818
P1,C111,Baseline,4350,0.10333662582174136,0.07912196859271164,0.1291570563445701
P1,C111,Baseline,4375,0.1032224056709441,0.0790079916423681,0.12913402744678076
P1,C111,Baseline,4400,0.1026338079575835,0.07845605986559037,0.12838231275211032
P1,C111,Baseline,4425,0.10204118889414152,0.077767195112998,0.12770714496838342
P1,C111,Baseline,4450,0.10174057195624621,0.07741173469727901,0.12757286648373625
P1,C111,Baseline,4475,0.10125538015627725,0.0771138951138064,0.1268968067383043
P1,C111,Baseline,4500,0.10063263732153063,0.07656554397630765,0.12606213304535963
P1,C111,Baseline,4525,0.09978403752940665,0.07616227491315794,0.1249679803053839
P1,C111,Baseline,4550,0.09977209376446361,0.07612944887047567,0.12495612667815782
P1,C111,Baseline,4575,0.09909792810261234,0.07574312903389936,0.1239268463534932
P1,C111,Baseline,4600,0.09847298006640165,0.07513930219150801,0.12335540741026796
P1,C111,Baseline,4625,0.09828991768783768,0.0749347481279033,0.12317721764122486
P1,C111,Baseline,4650,0.09791678797999123,0.07473045917516696,0.12257912156540617
P1,C111,Baseline,4675,0.0973207942565546,0.07443621649035594,0.12149481142261948
P1,C111,Baseline,4700,0.09721741030190384,0.07442627470218753,0.12131791568595397
P1,C111,Baseline,4725,0.09712892840937057,0.07433968216444481,0.12125289416636713
P1,C111,Baseline,4750,0.09712892840937057,0.07433968216444481,0.12125289416636713
P1,C111,Baseline,4775,0.09712084803484497,0.07432372342475675,0.12124501580120467
P1,C111,Baseline,4800,0.09674333962535017,0.07406994105099082,0.12070016823219301
P1,C111,Baseline,4825,0.09653527411439086,0.07381962477966715,0.12040125700824589
P1,C111,Baseline,4850,0.09627467770104745,0.07354435959637796,0.12012108961937609
P1,C111,Baseline,4875,0.09627467770104745,0.07354435959637796,0.12012108961937609
P1,C111,Baseline,4900,0.09627467770104745,0.07354435959637796,0.12012108961937609
P1,C111,Baseline,4925,0.09627467770104745,0.07354435959637796,0.12012108961937609
P1,C111,Baseline,4950,0.09627467770104745,0.07354435959637796,0.12012108961937609
P1,C111,Baseline,4975,0.09627467770104745,0.07354435959637796,0.12012108961937609
P1,C111,Baseline,5000,0.09627467770104745,0.07354435959637796,0.12012108961937609
P1,C111,GP mean,1,7.222928573717546,7.125012972498138,7.3281818124790865
P1,C111,GP mean,25,3.820014552286413,3.725860193833254,3.907754002470424
P1,C111,GP mean,50,2.403746370028017,2.288619800389222,2.512743174609084
P1,C111,GP mean,75,1.6310918887856825,1.4944159752112902,1.7632885545639432
P1,C111,GP mean,100,1.144586203414226,1.0279255166350467,1.2621606788748274
P1,C111,GP mean,125,0.8416874667827057,0.7489445414531081,0.9394946130445894
P1,C111,GP mean,150,0.6482051006139243,0.5833536983849466,0.7150222956186778
P1,C111,GP mean,175,0.5418617235345285,0.48952927497664817,0.5950818606339017
P1,C111,GP mean,200,0.4776754017933063,0.43243667597715435,0.5228935889336933
P1,C111,GP mean,225,0.43818609735730635,0.39759436234577267,0.4792686945808139
P1,C111,GP mean,250,0.4158238658755258,0.37622502647944456,0.4556949340032698
P1,C111,GP mean,275,0.39681805690133476,0.3578884201248811,0.4359507203931365
P1,C111,GP mean,300,0.38582197706327453,0.34796194782437756,0.4240426605085113
P1,C111,GP mean,325,0.3761780517235021,0.33894842815918197,0.4139662631334727
P1,C111,GP mean,350,0.36859731761933473,0.3313668037035816,0.40611874097785194
P1,C111,GP mean,375,0.36498884841793594,0.3279226909893804,0.4023745206715201
P1,C111,GP mean,400,0.3584770593065213,0.3223032618495399,0.39533296170897747
P1,C111,GP mean,425,0.353442746884599,0.3174891098186628,0.39022370382617094
P1,C111,GP mean,450,0.34867354086426516,0.3129126292326453,0.38506820453057766
P1,C111,GP mean,475,0.34600826348692637,0.3101599873184208,0.38258893837074404
P1,C111,GP mean,500,0.34163044518660274,0.3056145721363859,0.37814580341076215
P1,C111,GP mean,525,0.3379751018741138,0.3023562538876513,0.37409614507276234
P1,C111,GP mean,550,0.3346288069894123,0.2992236143111165,0.3707019347156036
P1,C111,GP mean,575,0.33135617804003836,0.2954165057944618,0.3677405839014198
P1,C111,GP mean,600,0.32789393214679285,0.2924121031492783,0.3640739403674961
P1,C111,GP mean,625,0.32378556592696617,0.2886137077876538,0.3597038927733043
P1,C111,GP mean,650,0.3203303056042575,0.28505113618179656,0.35631828316183956
P1,C111,GP mean,675,0.31827537824872765,0.28289267053699296,0.35445584712498285
P1,C111,GP mean,700,0.3145730957500606,0.2795985933743385,0.35062047867973867
P1,C111,GP mean,725,0.3100332399072973,0.27512392612933634,0.346047161832062
P1,C111,GP mean,750,0.3053972885840938,0.2702911900006441,0.34153429599416907
P1,C111,GP mean,775,0.2988453197561185,0.264232183203471,0.3346867301916785
P1,C111,GP mean,800,0.2928211111648585,0.25901094172660555,0.3274774238492623
P1,C111,GP mean,825,0.28704298651411325,0.25445521085209816,0.3200947665813345
P1,C111,GP mean,850,0.2819899381734951,0.2501614562503348,0.313858082967877
P1,C111,GP mean,875,0.2772251254373612,0.24496120487918122,0.3092024549295812
P1,C111,GP mean,900,0.27462203329373985,0.24261292594858147,0.30661614067727055
P1,C111,GP mean,925,0.27206434900060805,0.23999725604161562,0.30393990127150255
P1,C111,GP mean,950,0.2684815535213885,0.23649201304226872,0.29990869726278313
P1,C111,GP mean,975,0.26636746551310253,0.23472611579172883,0.2976663133126069
P1,C111,GP mean,1000,0.26327714656146795,0.2319101985752843,0.294051598318989
P1,C111,GP mean,1025,0.260392098576701,0.2293282018676705,0.2908433100443142
P1,C111,GP mean,1050,0.25711526027522946,0.22659918213753466,0.28760727607583086
P1,C111,GP mean,1075,0.2540806881936005,0.22395013790312968,0.28421000171694155
P1,C111,GP mean,1100,0.2520785869424321,0.22204913116388503,0.28215881483590366
P1,C111,GP mean,1125,0.2503916259403104,0.220535432764034,0.28054961035671405
P1,C111,GP mean,1150,0.24913452734614175,0.21935016203334357,0.279279182989186
P1,C111,GP mean,1175,0.2477433303242871,0.21774439683875904,0.2781503897424994
P1,C111,GP mean,1200,0.2455227880113727,0.21535777014387106,0.2759573738500252
P1,C111,GP mean,1225,0.2438203103967295,0.21391144195271003,0.2741708044518465
P1,C111,GP mean,1250,0.24079687004276598,0.21148863525513031,0.27069362193053575
P1,C111,GP mean,1275,0.23835753246553473,0.2090014905880073,0.2684110731358904
P1,C111,GP mean,1300,0.23653635493951983,0.20700941952561863,0.2666187774260571
P1,C111,GP mean,1325,0.23404684015938512,0.2048476715612218,0.26385996642911497
P1,C111,GP mean,1350,0.23233349720357474,0.20275713670043521,0.26241612911652246
P1,C111,GP mean,1375,0.2294869287495162,0.1999498672351374,0.2594327040761479
P1,C111,GP mean,1400,0.22713503725123263,0.19750296796087202,0.25697198965800344
P1,C111,GP mean,1425,0.2245492153375597,0.19500357041414604,0.2541984128245402
P1,C111,GP mean,1450,0.22150610284234823,0.19197262802548654,0.2510144927697101
P1,C111,GP mean,1475,0.2186844949234141,0.18897619606699448,0.24837010476267152
P1,C111,GP mean,1500,0.21568190198464524,0.1861277454773092,0.24528448659037025
P1,C111,GP mean,1525,0.21434558165605233,0.18466637618515677,0.24407563208033906
P1,C111,GP mean,1550,0.21272838829173532,0.1830758278515785,0.2424039888151212
P1,C111,GP mean,1575,0.2115805448865994,0.18205816243637343,0.24122402514140862
P1,C111,GP mean,1600,0.21098391613585668,0.18148493048574138,0.24058524600077835
P1,C111,GP mean,1625,0.2099724590701077,0.18039930755741507,0.23929926927620448
P1,C111,GP mean,1650,0.20793947481499994,0.1785037928277161,0.23715589469942439
P1,C111,GP mean,1675,0.2067521472055489,0.17732463435866702,0.2359417069787535
P1,C111,GP mean,1700,0.20556523171292262,0.176148273228757,0.2348229057833397
P1,C111,GP mean,1725,0.20331170868255904,0.17394269867309686,0.23251656852831412
P1,C111,GP mean,1750,0.20277859397278092,0.17354896347752538,0.2317416904397347
P1,C111,GP mean,1775,0.20171033823158985,0.1723180001318977,0.230926731811004
P1,C111,GP mean,1800,0.20083161895429058,0.17138203652086786,0.23002990586935296
P1,C111,GP mean,1825,0.19969952799513352,0.1700628078783054,0.22899713423828746
P1,C111,GP mean,1850,0.19871010769638148,0.169344974412482,0.22779501987791642
P1,C111,GP mean,1875,0.19768889521646424,0.16833330436618033,0.2267021909038734
P1,C111,GP mean,1900,0.19689947003418345,0.16759219430290367,0.22587492443143448
P1,C111,GP mean,1925,0.19665315886222726,0.1673745414057267,0.2256234143644751
P1,C111,GP mean,1950,0.19511565072306966,0.1664345541705584,0.2235907544646251
P1,C111,GP mean,1975,0.19412614396780437,0.16522010614840216,0.22272859974627024
P1,C111,GP mean,2000,0.19315120828160331,0.16400436061543053,0.22205960224709215
P1,C111,GP mean,2025,0.1920341984863786,0.16270783027068134,0.22092069610557236
P1,C111,GP mean,2050,0.19043519663527525,0.16116955438207548,0.21921838234036792
P1,C111,GP mean,2075,0.18948104560804305,0.16032224781840004,0.2182675876588371
P1,C111,GP mean,2100,0.18787713385719457,0.15862074941114446,0.21675862429443452
P1,C111,GP mean,2125,0.18640413621688337,0.15724869757808296,0.21516454466494284
P1,C111,GP mean,2150,0.18450564111716228,0.15559043495046773,0.2131244649037842
P1,C111,GP mean,2175,0.18259452948324603,0.15397909671758145,0.2111264027624575
P1,C111,GP mean,2200,0.1812596653792728,0.15286760772160976,0.2093334594390138
P1,C111,GP mean,2225,0.1801011393593561,0.1516708849760851,0.20818883003871472
P1,C111,GP mean,2250,0.1793919100008434,0.15112084595255454,0.20746824691178442
P1,C111,GP mean,2275,0.17771740313372275,0.14964883001580723,0.20552758345878255
P1,C111,GP mean,2300,0.1768440918673734,0.14886028325303025,0.20453476533818435
P1,C111,GP mean,2325,0.17583979585751577,0.14777748203687616,0.2036878758273951
P1,C111,GP mean,2350,0.17484902045662587,0.14684506869064076,0.20276079338976688
P1,C111,GP mean,2375,0.17414853656478888,0.14612614150866832,0.20203168081437975
P1,C111,GP mean,2400,0.17325330532786107,0.14517613701284532,0.20095805769211483
P1,C111,GP mean,2425,0.1727074173019883,0.1447650504227102,0.20039330865495172
P1,C111,GP mean,2450,0.1718862165874003,0.14413081672482855,0.19941051038777174
P1,C111,GP mean,2475,0.17080984844116254,0.14329905579135832,0.19829257475672543
P1,C111,GP mean,2500,0.17017169459095707,0.14260951299403812,0.19745245208572568
P1,C111,GP mean,2525,0.1694696129235164,0.1416949459354139,0.1969614340518033
P1,C111,GP mean,2550,0.16793707049344703,0.14005135867087481,0.19554536172874304
P1,C111,GP mean,2575,0.16731473050073792,0.1395421299637034,0.19494340999581533
P1,C111,GP mean,2600,0.16658043410349962,0.1387603257559825,0.19413402107186103
P1,C111,GP mean,2625,0.16548883499373454,0.1381263140913067,0.19284356332015828
P1,C111,GP mean,2650,0.16474669614344783,0.13724783477667749,0.19215173881118114
P1,C111,GP mean,2675,0.16409467243088335,0.13668922927117713,0.1914252511692395
P1,C111,GP mean,2700,0.16391207820257678,0.13649317375789854,0.19124744019426465
P1,C111,GP mean,2725,0.16350427731014558,0.1361399872997418,0.19073779219591808
P1,C111,GP mean,2750,0.16300413618948148,0.13556668689390308,0.1903733104396016
P1,C111,GP mean,2775,0.16270538432492404,0.13536154178966134,0.19005530905671897
P1,C111,GP mean,2800,0.16195709122495847,0.13461660303129652,0.1893560611036102
P1,C111,GP mean,2825,0.16157523388784453,0.13436094863024992,0.18879868953750992
P1,C111,GP mean,2850,0.1611187803280764,0.13390605262880448,0.18829027964539183
P1,C111,GP mean,2875,0.16044122615264994,0.133301466113123,0.1875341114741688
P1,C111,GP mean,2900,0.15968121689998815,0.13260561625319262,0.18668885918444397
P1,C111,GP mean,2925,0.15846182633297237,0.13147390762539832,0.1852916800299219
P1,C111,GP mean,2950,0.15759992820852237,0.1309561305908369,0.18407128920941362
P1,C111,GP mean,2975,0.15594886889821102,0.12927144499195292,0.18236365603129223
P1,C111,GP mean,3000,0.1556713839053756,0.12902779886561055,0.182157198404124
P1,C111,GP mean,3025,0.15498000318437818,0.12832774888862827,0.1813926022503271
P1,C111,GP mean,3050,0.1546882878313502,0.12807705849877823,0.18115445845103356
P1,C111,GP mean,3075,0.1539770356524524,0.1274217744939777,0.18040768714748862
P1,C111,GP mean,3100,0.15294599988962637,0.12645340455219425,0.17920808302120692
P1,C111,GP mean,3125,0.15210089186663325,0.12569549077983236,0.17831761972862747
P1,C111,GP mean,3150,0.15177634696205908,0.12533260492787401,0.17794033145093657
P1,C111,GP mean,3175,0.15096143066581286,0.12454527787541791,0.17734791194125502
P1,C111,GP mean,3200,0.1500322737780339,0.12358076090742087,0.17652742873687086
P1,C111,GP mean,3225,0.14940970883956614,0.12304318656978747,0.17554106014623944
P1,C111,GP mean,3250,0.14880871874896995,0.12245174474445517,0.1749410789078099
P1,C111,GP mean,3275,0.147699959428446,0.12097145624563635,0.17400699936157402
P1,C111,GP mean,3300,0.14731619410303046,0.12063518355306443,0.17367971818069533
P1,C111,GP mean,3325,0.14722089535103566,0.12053458720290708,0.17358059737083606
P1,C111,GP mean,3350,0.14668238402754982,0.11999195961855959,0.1730716677216522
P1,C111,GP mean,3375,0.14605294417528758,0.11930094789587682,0.17264697129771467
P1,C111,GP mean,3400,0.14523882670253552,0.11810659157737922,0.17190502353768944
P1,C111,GP mean,3425,0.14453211657868806,0.11749323365027237,0.17127736683969202
P1,C111,GP mean,3450,0.14389947606042158,0.11683749918532493,0.1708434653385822
P1,C111,GP mean,3475,0.14282935700503974,0.11585050474497428,0.16963896533648284
P1,C111,GP mean,3500,0.14134871154669273,0.1146661129091882,0.16791794458123696
