mean_gap,delta_pp,ci_low_pp,ci_high_pp,wins,ties,losses,worst10_delta_pp,condition,baseline_gap,baseline_change_pp,gp_change_pp,baseline_auc,gp_auc
0.11476151034517956,0.018480191258522332,0.002405662246957603,0.034554720270087054,6,6,20,0.07838324917699832,C111,0.09628131908665724,0.0,0.0,0.27226462906209264,0.2565226234184163
0.18918919307543697,-0.36718332880376914,-0.6427235603681205,-0.09164309723941777,22,5,5,0.057094647818239544,C110,0.5563725218792062,0.4600912027925489,0.07442768273025739,0.8680478918309387,0.3282367671603625
0.20999561711139886,0.03252400385534149,-0.00017962401139932221,0.06522763172208229,7,6,19,0.16089048227055852,C101,0.17747161325605734,0.0811902941694001,0.09523410676621925,0.3839559066330899,0.39075538786542163
0.3474684677336145,-0.0353471550360943,-0.15893288087520002,0.08823857080301144,10,3,19,0.1417904697372045,C100,0.38281562276970876,0.28653430368305155,0.23270695738843494,0.6688273550125124,0.4888354440502129
0.23603070067927528,0.02822088843739745,-0.007746504911323386,0.0641882817861183,10,5,17,0.1538863893067958,C011,0.2078098122418778,0.11152849315522059,0.12126919033409571,0.34135545528964123,0.3330314902059128
0.29505495365392026,-0.267249142783168,-0.5414001430760913,0.006901857509755194,14,1,17,0.22115787460615083,C010,0.5623040964370883,0.4660227773504311,0.18029344330874064,0.8698924236588723,0.39354633220214336
0.6297339548855355,0.026508745179368864,-0.03405386979881267,0.08707136015755038,10,2,20,0.21875010893196992,C001,0.6032252097061666,0.5069438906195094,0.5149724445403558,0.6825397903947734,0.6797627734867795
0.6374166490625142,0.09519300135186876,-0.007399122585353815,0.19778512528909126,5,0,27,0.2892759874517344,C000,0.5422236477106454,0.4459423286239882,0.5226551387173346,0.7605712767329176,0.690765231676198
