cohort,variant,condition,mode,model,instance_hash,replicate,gap,auc
P1,mmas,C011,legacy,baseline,21bbb509e0dacf5589d76d4a422773bb63e8acb2c91a4c098e47ead3a762d5e9,0,0.07111859408681642,0.281656823129938
P1,mmas,C011,legacy,baseline,21bbb509e0dacf5589d76d4a422773bb63e8acb2c91a4c098e47ead3a762d5e9,1,0.2521499801783067,0.37164214744349044
P1,mmas,C011,legacy,baseline,21bbb509e0dacf5589d76d4a422773bb63e8acb2c91a4c098e47ead3a762d5e9,2,0.1467932818434381,0.2610716270529925
P1,mmas,C011,legacy,baseline,21bbb509e0dacf5589d76d4a422773bb63e8acb2c91a4c098e47ead3a762d5e9,3,0.048416962904607175,0.14076970899191585
P1,mmas,C011,legacy,baseline,21bbb509e0dacf5589d76d4a422773bb63e8acb2c91a4c098e47ead3a762d5e9,4,0.29762452616586277,0.4740221454637156
P1,mmas,C011,legacy,baseline,6f2c06b0287db0ec00bd08cf8c1a47d7a71aa43fe93cc98b70fcf4d65ef82185,0,0.24532231737708354,0.359193743885812
P1,mmas,C011,legacy,baseline,6f2c06b0287db0ec00bd08cf8c1a47d7a71aa43fe93cc98b70fcf4d65ef82185,1,0.15786183801822506,0.2904861599882568
P1,mmas,C011,legacy,baseline,6f2c06b0287db0ec00bd08cf8c1a47d7a71aa43fe93cc98b70fcf4d65ef82185,2,0.6606246323111797,0.7708733086328361
P1,mmas,C011,legacy,baseline,6f2c06b0287db0ec00bd08cf8c1a47d7a71aa43fe93cc98b70fcf4d65ef82185,3,0.10094666695783516,0.2597893344260783
P1,mmas,C011,legacy,baseline,6f2c06b0287db0ec00bd08cf8c1a47d7a71aa43fe93cc98b70fcf4d65ef82185,4,0.1873096996138246,0.3400305146606519
P1,mmas,C011,legacy,baseline,7c163d0affbe03d4ae16ac41005a9e1dde74947d559554605e9deeecd8459db0,0,0.15129050369908636,0.33192409044991383
P1,mmas,C011,legacy,baseline,7c163d0affbe03d4ae16ac41005a9e1dde74947d559554605e9deeecd8459db0,1,0.19518871100627777,0.32309192218982796
P1,mmas,C011,legacy,baseline,7c163d0affbe03d4ae16ac41005a9e1dde74947d559554605e9deeecd8459db0,2,0.24487409689755157,0.3346643032582786
P1,mmas,C011,legacy,baseline,7c163d0affbe03d4ae16ac41005a9e1dde74947d559554605e9deeecd8459db0,3,0.032808498509706574,0.14166939027097347
P1,mmas,C011,legacy,baseline,7c163d0affbe03d4ae16ac41005a9e1dde74947d559554605e9deeecd8459db0,4,0.032808498509706574,0.1344934262015042
P1,mmas,C011,legacy,baseline,d79e1bd7f68e281dde91ad175938ffa634d254949a9c3c60d43645e20d2ccc94,0,0.27206444594864987,0.36743838063156026
P1,mmas,C011,legacy,baseline,d79e1bd7f68e281dde91ad175938ffa634d254949a9c3c60d43645e20d2ccc94,1,0.3346766499796372,0.46252766503282056
P1,mmas,C011,legacy,baseline,d79e1bd7f68e281dde91ad175938ffa634d254949a9c3c60d43645e20d2ccc94,2,0.22734361618339527,0.3573540515660625
P1,mmas,C011,legacy,baseline,d79e1bd7f68e281dde91ad175938ffa634d254949a9c3c60d43645e20d2ccc94,3,0.2194514231770972,0.39081733128256296
P1,mmas,C011,legacy,baseline,d79e1bd7f68e281dde91ad175938ffa634d254949a9c3c60d43645e20d2ccc94,4,0.0359102860098659,0.17485000816291646
P1,mmas,C011,legacy,baseline,404b12375d33fd68efaf58357d09b35a325eefa63a2db19df7bd7155a77ac913,0,0.20553265036937773,0.4167051710510034
P1,mmas,C011,legacy,baseline,404b12375d33fd68efaf58357d09b35a325eefa63a2db19df7bd7155a77ac913,1,0.42991665365847975,0.5445923401590201
P1,mmas,C011,legacy,baseline,404b12375d33fd68efaf58357d09b35a325eefa63a2db19df7bd7155a77ac913,2,0.17767773597938685,0.30053644613998703
P1,mmas,C011,legacy,baseline,404b12375d33fd68efaf58357d09b35a325eefa63a2db19df7bd7155a77ac913,3,0.1565304330951811,0.30166728126605774
P1,mmas,C011,legacy,baseline,404b12375d33fd68efaf58357d09b35a325eefa63a2db19df7bd7155a77ac913,4,0.3040206339253393,0.49148277003006485
P1,mmas,C011,legacy,81001,64dce4c1c6064a2177aea0c91c340a745336561ff2336d9d334412d773629702,0,0.37167839054284,0.4436700950135282
P1,mmas,C011,legacy,81001,64dce4c1c6064a2177aea0c91c340a745336561ff2336d9d334412d773629702,1,0.29177280503329683,0.3972622746440861
P1,mmas,C011,legacy,81001,64dce4c1c6064a2177aea0c91c340a745336561ff2336d9d334412d773629702,2,0.29177280503329683,0.3824444167375445
P1,mmas,C011,legacy,81001,64dce4c1c6064a2177aea0c91c340a745336561ff2336d9d334412d773629702,3,0.4002081330553464,0.4622849026246463
P1,mmas,C011,legacy,81001,64dce4c1c6064a2177aea0c91c340a745336561ff2336d9d334412d773629702,4,0.2691750984336938,0.34922055127581625
P1,mmas,C011,legacy,81001,8c2aea8c07fadcc280e2d4bf57007a1865ed1c83394dae87d26f82c3066dd939,0,0.40504723430798695,0.4653581839726072
P1,mmas,C011,legacy,81001,8c2aea8c07fadcc280e2d4bf57007a1865ed1c83394dae87d26f82c3066dd939,1,0.20095148698691112,0.26078267293561486
P1,mmas,C011,legacy,81001,8c2aea8c07fadcc280e2d4bf57007a1865ed1c83394dae87d26f82c3066dd939,2,0.20095148698691112,0.2582720498772622
P1,mmas,C011,legacy,81001,8c2aea8c07fadcc280e2d4bf57007a1865ed1c83394dae87d26f82c3066dd939,3,0.20095148698688892,0.32567476038891957
P1,mmas,C011,legacy,81001,8c2aea8c07fadcc280e2d4bf57007a1865ed1c83394dae87d26f82c3066dd939,4,0.217850936029218,0.27443551133981603
P1,mmas,C011,legacy,81001,c68fdea30da2719067238a8704e3f57eeb34f7e2c5767e624520f6a2a860ea50,0,0.016841872525708013,0.10984704905021993
P1,mmas,C011,legacy,81001,c68fdea30da2719067238a8704e3f57eeb34f7e2c5767e624520f6a2a860ea50,1,0.4461842980358455,0.5163299790852715
P1,mmas,C011,legacy,81001,c68fdea30da2719067238a8704e3f57eeb34f7e2c5767e624520f6a2a860ea50,2,0.01263099985839844,0.08956747310522466
P1,mmas,C011,legacy,81001,c68fdea30da2719067238a8704e3f57eeb34f7e2c5767e624520f6a2a860ea50,3,0.1801067893710151,0.26234539851952904
P1,mmas,C011,legacy,81001,c68fdea30da2719067238a8704e3f57eeb34f7e2c5767e624520f6a2a860ea50,4,0.1448521963239191,0.28170741725165355
P1,mmas,C011,legacy,81001,a481b39e209e963b7baa97936c79f1fa5fdc338121d6366bfbb5be1ffb62d76a,0,0.27302167911031905,0.330832209309764
P1,mmas,C011,legacy,81001,a481b39e209e963b7baa97936c79f1fa5fdc338121d6366bfbb5be1ffb62d76a,1,0.3832373975501291,0.4685795513979444
P1,mmas,C011,legacy,81001,a481b39e209e963b7baa97936c79f1fa5fdc338121d6366bfbb5be1ffb62d76a,2,0.2359643819207502,0.2847753462800997
P1,mmas,C011,legacy,81001,a481b39e209e963b7baa97936c79f1fa5fdc338121d6366bfbb5be1ffb62d76a,3,0.2359643819207502,0.3527686231770983
P1,mmas,C011,legacy,81001,a481b39e209e963b7baa97936c79f1fa5fdc338121d6366bfbb5be1ffb62d76a,4,0.11998890325308764,0.27220939973887
P1,mmas,C011,legacy,81001,80c312dd813248cc3877a4d5c1588d23f13071724fb9198db0d7ab4b73c637ab,0,0.062239299571476,0.1281107199753064
P1,mmas,C011,legacy,81001,80c312dd813248cc3877a4d5c1588d23f13071724fb9198db0d7ab4b73c637ab,1,0.19650036636984503,0.2882110972573717
P1,mmas,C011,legacy,81001,80c312dd813248cc3877a4d5c1588d23f13071724fb9198db0d7ab4b73c637ab,2,0.1875810838577463,0.2409245176326847
P1,mmas,C011,legacy,81001,80c312dd813248cc3877a4d5c1588d23f13071724fb9198db0d7ab4b73c637ab,3,0.18691570624669307,0.25966070116306456
P1,mmas,C011,legacy,81001,80c312dd813248cc3877a4d5c1588d23f13071724fb9198db0d7ab4b73c637ab,4,0.2945435345762082,0.3748684516240129
P1,mmas,C011,legacy,81001,a63b1ab033f8df142508fdad7a89c78a7823b8b5a4cc75245d9746a892e67d0f,0,0.17937940026597765,0.32168453543121506
P1,mmas,C011,legacy,81001,a63b1ab033f8df142508fdad7a89c78a7823b8b5a4cc75245d9746a892e67d0f,1,0.22352268173626566,0.30384249484496106
P1,mmas,C011,legacy,81001,a63b1ab033f8df142508fdad7a89c78a7823b8b5a4cc75245d9746a892e67d0f,2,0.21203325765022374,0.2821463935650232
P1,mmas,C011,legacy,81001,a63b1ab033f8df142508fdad7a89c78a7823b8b5a4cc75245d9746a892e67d0f,3,0.14453583475244614,0.2569116237873752
P1,mmas,C011,legacy,81001,a63b1ab033f8df142508fdad7a89c78a7823b8b5a4cc75245d9746a892e67d0f,4,0.5753580863885999,0.6753189354895628
P1,mmas,C011,legacy,81001,86f2aad84417ebb700b2ceddf5f012b3bf34eaacfb05715d529211e9bb49bb4b,0,0.1682546453919187,0.30274534754690474
P1,mmas,C011,legacy,81001,86f2aad84417ebb700b2ceddf5f012b3bf34eaacfb05715d529211e9bb49bb4b,1,0.24916650594819512,0.30293692531965805
P1,mmas,C011,legacy,81001,86f2aad84417ebb700b2ceddf5f012b3bf34eaacfb05715d529211e9bb49bb4b,2,2.220446049250313e-14,0.0753565278060494
P1,mmas,C011,legacy,81001,86f2aad84417ebb700b2ceddf5f012b3bf34eaacfb05715d529211e9bb49bb4b,3,2.220446049250313e-14,0.06405943772103669
P1,mmas,C011,legacy,81001,86f2aad84417ebb700b2ceddf5f012b3bf34eaacfb05715d529211e9bb49bb4b,4,2.220446049250313e-14,0.3067045155364437
P1,mmas,C011,legacy,81001,2c88e8b48fecb59fb8af4c0f38aa122407a4b881839baeed9ad619d03465859a,0,0.3978643186769215,0.5074773709223439
P1,mmas,C011,legacy,81001,2c88e8b48fecb59fb8af4c0f38aa122407a4b881839baeed9ad619d03465859a,1,0.03895977628920466,0.14750751667110262
P1,mmas,C011,legacy,81001,2c88e8b48fecb59fb8af4c0f38aa122407a4b881839baeed9ad619d03465859a,2,6.661338147750939e-14,0.09719120216692086
P1,mmas,C011,legacy,81001,2c88e8b48fecb59fb8af4c0f38aa122407a4b881839baeed9ad619d03465859a,3,0.36051599914601606,0.4576075398978699
P1,mmas,C011,legacy,81001,2c88e8b48fecb59fb8af4c0f38aa122407a4b881839baeed9ad619d03465859a,4,0.1738546595400292,0.4014487804629405
P1,mmas,C011,legacy,81001,364b78eda267ab32f79df445f96547f1a0de28d8a04661273d3087efff18fc0a,0,0.0,0.0694970095699714
P1,mmas,C011,legacy,81001,364b78eda267ab32f79df445f96547f1a0de28d8a04661273d3087efff18fc0a,1,0.24908264091927368,0.3579386782478617
P1,mmas,C011,legacy,81001,364b78eda267ab32f79df445f96547f1a0de28d8a04661273d3087efff18fc0a,2,-2.220446049250313e-14,0.0660649105451512
P1,mmas,C011,legacy,81001,364b78eda267ab32f79df445f96547f1a0de28d8a04661273d3087efff18fc0a,3,-2.220446049250313e-14,0.1358084036473309
P1,mmas,C011,legacy,81001,364b78eda267ab32f79df445f96547f1a0de28d8a04661273d3087efff18fc0a,4,0.0496373400094452,0.12015630734781121
P1,mmas,C011,legacy,81001,a1c6494b72a2129eb97cd868f7a886545df730e3471217067b028a77fe348302,0,0.3526802589207456,0.4019585881630479
P1,mmas,C011,legacy,81001,a1c6494b72a2129eb97cd868f7a886545df730e3471217067b028a77fe348302,1,0.15004418600521596,0.22015180430014974
P1,mmas,C011,legacy,81001,a1c6494b72a2129eb97cd868f7a886545df730e3471217067b028a77fe348302,2,0.12431283981895191,0.22866459584947937
P1,mmas,C011,legacy,81001,a1c6494b72a2129eb97cd868f7a886545df730e3471217067b028a77fe348302,3,0.3171464886309039,0.4050921007699253
P1,mmas,C011,legacy,81001,a1c6494b72a2129eb97cd868f7a886545df730e3471217067b028a77fe348302,4,0.36447414966318537,0.4175071966431655
P1,mmas,C011,legacy,81001,88be0bca1b2069acfb43d5375a1491e9c576fa4d380b00e12d7558d983da8dc1,0,0.5444343803058249,0.6582622636856855
P1,mmas,C011,legacy,81001,88be0bca1b2069acfb43d5375a1491e9c576fa4d380b00e12d7558d983da8dc1,1,0.5816435634906858,0.6849969197696794
P1,mmas,C011,legacy,81001,88be0bca1b2069acfb43d5375a1491e9c576fa4d380b00e12d7558d983da8dc1,2,0.4459343310047936,0.5324260269334614
P1,mmas,C011,legacy,81001,88be0bca1b2069acfb43d5375a1491e9c576fa4d380b00e12d7558d983da8dc1,3,0.5437652594347142,0.6462753051448427
P1,mmas,C011,legacy,81001,88be0bca1b2069acfb43d5375a1491e9c576fa4d380b00e12d7558d983da8dc1,4,0.04371771150248893,0.22420493727716675
P1,mmas,C011,legacy,81001,4ede2506c91cc798fc63de0dbcc75fac32dba07e4d5cea1b4240cbbb8239c0a5,0,0.04506061116451576,0.2134691095891509
P1,mmas,C011,legacy,81001,4ede2506c91cc798fc63de0dbcc75fac32dba07e4d5cea1b4240cbbb8239c0a5,1,0.26419910596500173,0.35240901834143495
P1,mmas,C011,legacy,81001,4ede2506c91cc798fc63de0dbcc75fac32dba07e4d5cea1b4240cbbb8239c0a5,2,0.6071873033343556,0.6748902392443601
P1,mmas,C011,legacy,81001,4ede2506c91cc798fc63de0dbcc75fac32dba07e4d5cea1b4240cbbb8239c0a5,3,0.4125440510014178,0.47703144014972787
P1,mmas,C011,legacy,81001,4ede2506c91cc798fc63de0dbcc75fac32dba07e4d5cea1b4240cbbb8239c0a5,4,0.36259019989459684,0.4769420348866017
P1,mmas,C011,legacy,81001,1db57b496313961592845a43c601380daba30dd10cd562c88a129d920f6f2c7b,0,0.3657957778518961,0.4268704700401639
P1,mmas,C011,legacy,81001,1db57b496313961592845a43c601380daba30dd10cd562c88a129d920f6f2c7b,1,0.5794507251805081,0.6716861903600025
P1,mmas,C011,legacy,81001,1db57b496313961592845a43c601380daba30dd10cd562c88a129d920f6f2c7b,2,0.3657957778519183,0.4223960440751297
P1,mmas,C011,legacy,81001,1db57b496313961592845a43c601380daba30dd10cd562c88a129d920f6f2c7b,3,0.26402451763991586,0.34562436564532234
P1,mmas,C011,legacy,81001,1db57b496313961592845a43c601380daba30dd10cd562c88a129d920f6f2c7b,4,0.3657957778518961,0.42474929805266093
P1,mmas,C011,legacy,81001,9ce7717eb794caa081564f37f3fd1a897bddc27abf7412b1bc30a17fd97b5d8f,0,0.06506424422272339,0.11493827799241985
P1,mmas,C011,legacy,81001,9ce7717eb794caa081564f37f3fd1a897bddc27abf7412b1bc30a17fd97b5d8f,1,0.04326758447674717,0.09473326160802577
P1,mmas,C011,legacy,81001,9ce7717eb794caa081564f37f3fd1a897bddc27abf7412b1bc30a17fd97b5d8f,2,0.013367896816962599,0.05436555999017233
P1,mmas,C011,legacy,81001,9ce7717eb794caa081564f37f3fd1a897bddc27abf7412b1bc30a17fd97b5d8f,3,0.19364594171449312,0.2402213861278159
P1,mmas,C011,legacy,81001,9ce7717eb794caa081564f37f3fd1a897bddc27abf7412b1bc30a17fd97b5d8f,4,0.04326758447674717,0.09367477797610801
P1,mmas,C011,legacy,81001,f91d3c38ec580efe592856f90345354ac4f77f72fb5ee2ea52486fe67e2902df,0,0.1882241331114587,0.2743288499309447
P1,mmas,C011,legacy,81001,f91d3c38ec580efe592856f90345354ac4f77f72fb5ee2ea52486fe67e2902df,1,0.21271633516344313,0.42235027757144733
P1,mmas,C011,legacy,81001,f91d3c38ec580efe592856f90345354ac4f77f72fb5ee2ea52486fe67e2902df,2,0.05603568907774914,0.12335940930276511
P1,mmas,C011,legacy,81001,f91d3c38ec580efe592856f90345354ac4f77f72fb5ee2ea52486fe67e2902df,3,0.13666805625933698,0.34741464889282436
P1,mmas,C011,legacy,81001,f91d3c38ec580efe592856f90345354ac4f77f72fb5ee2ea52486fe67e2902df,4,0.09490508746625714,0.14647006064551432
P1,mmas,C011,legacy,81001,6d5609a8070b9192f92f6fb05de0d115f6c25916af563eb68d8a69b386cfd150,0,0.28233722596997524,0.38222216995335867
P1,mmas,C011,legacy,81001,6d5609a8070b9192f92f6fb05de0d115f6c25916af563eb68d8a69b386cfd150,1,0.2847994026714318,0.3742528129917762
P1,mmas,C011,legacy,81001,6d5609a8070b9192f92f6fb05de0d115f6c25916af563eb68d8a69b386cfd150,2,0.284799402671454,0.3733110824943355
P1,mmas,C011,legacy,81001,6d5609a8070b9192f92f6fb05de0d115f6c25916af563eb68d8a69b386cfd150,3,0.36183341519622214,0.515497610243357
P1,mmas,C011,legacy,81001,6d5609a8070b9192f92f6fb05de0d115f6c25916af563eb68d8a69b386cfd150,4,0.36183341519624435,0.45817015655180876
P1,mmas,C011,legacy,81001,946e69fb661c85e32df01b954eb38f093fe30e4527c3e88af7205f3c2fff4cf8,0,0.4973661327049239,0.6085215502796871
P1,mmas,C011,legacy,81001,946e69fb661c85e32df01b954eb38f093fe30e4527c3e88af7205f3c2fff4cf8,1,0.507862105878587,0.7344962889918866
P1,mmas,C011,legacy,81001,946e69fb661c85e32df01b954eb38f093fe30e4527c3e88af7205f3c2fff4cf8,2,0.15920789752459363,0.26606968424421995
P1,mmas,C011,legacy,81001,946e69fb661c85e32df01b954eb38f093fe30e4527c3e88af7205f3c2fff4cf8,3,0.40995510070880314,0.5413949661844888
P1,mmas,C011,legacy,81001,946e69fb661c85e32df01b954eb38f093fe30e4527c3e88af7205f3c2fff4cf8,4,0.2538334226669159,0.39728841588566904
P1,mmas,C011,legacy,81001,144b72cc6d962d624b79e5186ec5f20105ecf95dc400d22c34daa9e8c925c7c4,0,0.27671816010597095,0.3510130096221732
P1,mmas,C011,legacy,81001,144b72cc6d962d624b79e5186ec5f20105ecf95dc400d22c34daa9e8c925c7c4,1,0.2323917486385163,0.35558449040937545
P1,mmas,C011,legacy,81001,144b72cc6d962d624b79e5186ec5f20105ecf95dc400d22c34daa9e8c925c7c4,2,0.27671816010597095,0.3538673497871096
P1,mmas,C011,legacy,81001,144b72cc6d962d624b79e5186ec5f20105ecf95dc400d22c34daa9e8c925c7c4,3,0.49569956619170963,0.6470011764184878
P1,mmas,C011,legacy,81001,144b72cc6d962d624b79e5186ec5f20105ecf95dc400d22c34daa9e8c925c7c4,4,-4.440892098500626e-14,0.218480775804423
P1,mmas,C011,legacy,81001,042a4cb0e0747ecd79bbcf8959d1d2f82ae1118dc8df7b3c85c921d7481a3a93,0,0.2544604274076656,0.32305281194984475
P1,mmas,C011,legacy,81001,042a4cb0e0747ecd79bbcf8959d1d2f82ae1118dc8df7b3c85c921d7481a3a93,1,0.12276244689990445,0.2090085061174607
P1,mmas,C011,legacy,81001,042a4cb0e0747ecd79bbcf8959d1d2f82ae1118dc8df7b3c85c921d7481a3a93,2,0.2544604274076656,0.30506328847805236
P1,mmas,C011,legacy,81001,042a4cb0e0747ecd79bbcf8959d1d2f82ae1118dc8df7b3c85c921d7481a3a93,3,-2.220446049250313e-14,0.13149979483588314
P1,mmas,C011,legacy,81001,042a4cb0e0747ecd79bbcf8959d1d2f82ae1118dc8df7b3c85c921d7481a3a93,4,0.10513125494189257,0.25205178769730785
P1,mmas,C011,legacy,81001,b0bf841909ebcaf44638c9ec8019ac27b02f99f0f75698e9b5094622b47789d4,0,0.0,0.06693448699047622
P1,mmas,C011,legacy,81001,b0bf841909ebcaf44638c9ec8019ac27b02f99f0f75698e9b5094622b47789d4,1,0.2430702898005288,0.3028507307001451
P1,mmas,C011,legacy,81001,b0bf841909ebcaf44638c9ec8019ac27b02f99f0f75698e9b5094622b47789d4,2,0.3904918662604784,0.5742616351919775
P1,mmas,C011,legacy,81001,b0bf841909ebcaf44638c9ec8019ac27b02f99f0f75698e9b5094622b47789d4,3,0.16861919607180642,0.2212796572547541
P1,mmas,C011,legacy,81001,b0bf841909ebcaf44638c9ec8019ac27b02f99f0f75698e9b5094622b47789d4,4,0.1253475365270873,0.2996610572174451
P1,mmas,C011,legacy,81001,2a78504d8521fea3b334b8cc425229ab371ae4f1db5b5fa6c082d577136d7e54,0,0.06913802950923031,0.36094510509867495
P1,mmas,C011,legacy,81001,2a78504d8521fea3b334b8cc425229ab371ae4f1db5b5fa6c082d577136d7e54,1,0.17866466280977988,0.2768912671568679
P1,mmas,C011,legacy,81001,2a78504d8521fea3b334b8cc425229ab371ae4f1db5b5fa6c082d577136d7e54,2,0.4437235091081959,0.5130735069883738
P1,mmas,C011,legacy,81001,2a78504d8521fea3b334b8cc425229ab371ae4f1db5b5fa6c082d577136d7e54,3,0.2295282710662372,0.3672229674713793
P1,mmas,C011,legacy,81001,2a78504d8521fea3b334b8cc425229ab371ae4f1db5b5fa6c082d577136d7e54,4,0.1786646628098021,0.2780989472076674
P1,mmas,C011,legacy,81001,cdc8dd28019c0a8867a8eaea8f0438a5f58fd6be2b9bdb1358082e5b52eb7175,0,0.1284347915827544,0.22188895723804625
P1,mmas,C011,legacy,81001,cdc8dd28019c0a8867a8eaea8f0438a5f58fd6be2b9bdb1358082e5b52eb7175,1,0.23376801303902628,0.30226116470993275
P1,mmas,C011,legacy,81001,cdc8dd28019c0a8867a8eaea8f0438a5f58fd6be2b9bdb1358082e5b52eb7175,2,0.1801403720453898,0.3284564528889704
P1,mmas,C011,legacy,81001,cdc8dd28019c0a8867a8eaea8f0438a5f58fd6be2b9bdb1358082e5b52eb7175,3,0.21210234016404428,0.2986039854485316
P1,mmas,C011,legacy,81001,cdc8dd28019c0a8867a8eaea8f0438a5f58fd6be2b9bdb1358082e5b52eb7175,4,0.17138712734161565,0.24378179677717177
P1,mmas,C011,legacy,81001,e65eb6d4338265ef469e361a94a40cd659d86a0635fdbeedead4c1bdf96fc5fa,0,0.3561874354645944,0.4209992368196956
P1,mmas,C011,legacy,81001,e65eb6d4338265ef469e361a94a40cd659d86a0635fdbeedead4c1bdf96fc5fa,1,0.17438943081702352,0.23319815816721756
P1,mmas,C011,legacy,81001,e65eb6d4338265ef469e361a94a40cd659d86a0635fdbeedead4c1bdf96fc5fa,2,0.17438943081702352,0.26449141360501377
P1,mmas,C011,legacy,81001,e65eb6d4338265ef469e361a94a40cd659d86a0635fdbeedead4c1bdf96fc5fa,3,0.4190809335183454,0.4775001908156259
P1,mmas,C011,legacy,81001,e65eb6d4338265ef469e361a94a40cd659d86a0635fdbeedead4c1bdf96fc5fa,4,0.2986634091610707,0.40934882740246475
P1,mmas,C011,legacy,81001,47ce56d79806eb48004f3257db138e9a30e381e4ffc4f16ab7df0be3fb10835b,0,0.1340693370707191,0.21832082411218035
P1,mmas,C011,legacy,81001,47ce56d79806eb48004f3257db138e9a30e381e4ffc4f16ab7df0be3fb10835b,1,0.1340693370707191,0.270314418418453
P1,mmas,C011,legacy,81001,47ce56d79806eb48004f3257db138e9a30e381e4ffc4f16ab7df0be3fb10835b,2,0.10378535488162477,0.21869787623361567
P1,mmas,C011,legacy,81001,47ce56d79806eb48004f3257db138e9a30e381e4ffc4f16ab7df0be3fb10835b,3,0.010321224702458665,0.0939382439597546
P1,mmas,C011,legacy,81001,47ce56d79806eb48004f3257db138e9a30e381e4ffc4f16ab7df0be3fb10835b,4,0.38889983284216,0.4670997042359959
P1,mmas,C011,legacy,81001,2bf9abeed5088851382c77916acb3e64f6ae4c405f620b7e045eadd0f465afb5,0,0.0694485596400618,0.20129589601422354
P1,mmas,C011,legacy,81001,2bf9abeed5088851382c77916acb3e64f6ae4c405f620b7e045eadd0f465afb5,1,4.440892098500626e-14,0.09555754553173111
P1,mmas,C011,legacy,81001,2bf9abeed5088851382c77916acb3e64f6ae4c405f620b7e045eadd0f465afb5,2,0.05140487195314236,0.11938809802740204
P1,mmas,C011,legacy,81001,2bf9abeed5088851382c77916acb3e64f6ae4c405f620b7e045eadd0f465afb5,3,0.16233418333702065,0.2545952647653193
P1,mmas,C011,legacy,81001,2bf9abeed5088851382c77916acb3e64f6ae4c405f620b7e045eadd0f465afb5,4,0.21062197526131587,0.2893343519498561
P1,mmas,C011,legacy,81001,98571daf08e6aef1926760f7d6401bba7190b12cbbf837bde9d7578b5ea288c6,0,0.012762504122032503,0.113731234007872
P1,mmas,C011,legacy,81001,98571daf08e6aef1926760f7d6401bba7190b12cbbf837bde9d7578b5ea288c6,1,0.012762504122032503,0.1590378086866031
P1,mmas,C011,legacy,81001,98571daf08e6aef1926760f7d6401bba7190b12cbbf837bde9d7578b5ea288c6,2,0.12791447884370477,0.24601855011802554
P1,mmas,C011,legacy,81001,98571daf08e6aef1926760f7d6401bba7190b12cbbf837bde9d7578b5ea288c6,3,0.1515990073492679,0.2381895219600619
P1,mmas,C011,legacy,81001,98571daf08e6aef1926760f7d6401bba7190b12cbbf837bde9d7578b5ea288c6,4,0.07487148430220802,0.1452654281697614
P1,mmas,C011,legacy,81001,c0b4dcf3723c1007705628c3826b083c7a395a34588d6e7785b06b6dbecbcea5,0,0.026572654942347285,0.09032927809079418
P1,mmas,C011,legacy,81001,c0b4dcf3723c1007705628c3826b083c7a395a34588d6e7785b06b6dbecbcea5,1,0.1349028839315869,0.21800577151000017
P1,mmas,C011,legacy,81001,c0b4dcf3723c1007705628c3826b083c7a395a34588d6e7785b06b6dbecbcea5,2,-1.1102230246251565e-13,0.1227346783984251
P1,mmas,C011,legacy,81001,c0b4dcf3723c1007705628c3826b083c7a395a34588d6e7785b06b6dbecbcea5,3,0.18816833799946142,0.2374287341041492
P1,mmas,C011,legacy,81001,c0b4dcf3723c1007705628c3826b083c7a395a34588d6e7785b06b6dbecbcea5,4,0.1349028839315869,0.200056244862237
P1,mmas,C011,legacy,81001,21bbb509e0dacf5589d76d4a422773bb63e8acb2c91a4c098e47ead3a762d5e9,0,0.3332970760883791,0.5528337443263232
P1,mmas,C011,legacy,81001,21bbb509e0dacf5589d76d4a422773bb63e8acb2c91a4c098e47ead3a762d5e9,1,0.2589909395011025,0.34395320701376136
P1,mmas,C011,legacy,81001,21bbb509e0dacf5589d76d4a422773bb63e8acb2c91a4c098e47ead3a762d5e9,2,0.13995232252062006,0.22858316968029227
P1,mmas,C011,legacy,81001,21bbb509e0dacf5589d76d4a422773bb63e8acb2c91a4c098e47ead3a762d5e9,3,0.16387037246248237,0.25285095150459885
P1,mmas,C011,legacy,81001,21bbb509e0dacf5589d76d4a422773bb63e8acb2c91a4c098e47ead3a762d5e9,4,0.17034056704607892,0.28212262586736403
P1,mmas,C011,legacy,81001,6f2c06b0287db0ec00bd08cf8c1a47d7a71aa43fe93cc98b70fcf4d65ef82185,0,0.30589494212829305,0.3661649962140449
P1,mmas,C011,legacy,81001,6f2c06b0287db0ec00bd08cf8c1a47d7a71aa43fe93cc98b70fcf4d65ef82185,1,0.4414463429201154,0.5334819512855126
P1,mmas,C011,legacy,81001,6f2c06b0287db0ec00bd08cf8c1a47d7a71aa43fe93cc98b70fcf4d65ef82185,2,-4.440892098500626e-14,0.1518020227210364
P1,mmas,C011,legacy,81001,6f2c06b0287db0ec00bd08cf8c1a47d7a71aa43fe93cc98b70fcf4d65ef82185,3,0.37643131364246685,0.48841260087384153
P1,mmas,C011,legacy,81001,6f2c06b0287db0ec00bd08cf8c1a47d7a71aa43fe93cc98b70fcf4d65ef82185,4,0.4528825716479057,0.5072702797380924
P1,mmas,C011,legacy,81001,7c163d0affbe03d4ae16ac41005a9e1dde74947d559554605e9deeecd8459db0,0,0.17374070929081498,0.5708275408025458
P1,mmas,C011,legacy,81001,7c163d0affbe03d4ae16ac41005a9e1dde74947d559554605e9deeecd8459db0,1,0.11269663644073447,0.2147223967035611
P1,mmas,C011,legacy,81001,7c163d0affbe03d4ae16ac41005a9e1dde74947d559554605e9deeecd8459db0,2,0.11269663644073447,0.262820160034053
