condition,model,sampling,iteration,pre_gap,post_gap,ls_gain_pp,ls_retention,ls_improved_fraction,ph_saturation,ph_raw_std,ph_tanh_std,source_age,source_switch_fraction,source_repeat_duration_end,source_ib_fraction,source_rb_fraction,source_gb_fraction,floor_fraction,restart_count,would_restart_count,ls_moves_per_ant,ls_checks_per_ant
C111,baseline,window,575,5.735835436440788,1.0668821805195265,4.668953255921261,0.971555984375,0.8501953125,0.0,0.0,0.0,161.33249999999998,0.07125000000000001,174.1625,0.05500000000000001,0.14450000000000002,0.8004999999999999,0.893039508163929,0.0,0.0,18.894195312500003,21246.841093749998
C111,baseline,window,600,5.511927512271024,1.0117022032163916,4.500225309054633,0.9733214531249998,0.848484375,0.0,0.0,0.0,174.40675000000002,0.06825,187.14375,0.044000000000000004,0.15350000000000003,0.8025,0.8941946353763341,0.3625,0.3625,17.886289062499998,21185.652500000004
C111,baseline,window,625,22.202105889161892,3.855376800870598,18.34672908829129,0.835866515625,0.91309375,0.0,0.0,0.0,77.41125000000001,0.43,84.725,0.39475,0.15675,0.44849999999999995,0.569293911755085,0.0,0.0,102.69450000000002,25554.33671875
C111,baseline,window,650,13.226482424657874,3.0166073112407905,10.209875113417082,0.9061714375000001,0.91159375,0.0,0.0,0.0,86.11875,0.41600000000000004,94.74375,0.323,0.2145,0.4625,0.7936843391507864,0.0,0.0,56.2568515625,23660.67578125
C111,baseline,window,675,11.952413578566073,2.6800499398792477,9.272363638686825,0.9175057187499999,0.910953125,0.0,0.0,0.0,95.23675,0.396,104.575,0.32575000000000004,0.19175,0.48249999999999993,0.8603634115308523,0.0,0.0,49.98078125,23275.43140625
C111,baseline,window,700,10.97699603691392,2.427111796274276,8.549884240639646,0.926413078125,0.90890625,0.0,0.0,0.0,104.30049999999999,0.37875,111.675,0.27949999999999997,0.21950000000000003,0.501,0.8669505350291729,0.19375,0.19375,44.846804687500004,22954.51796875
C111,baseline,window,725,18.89899738072767,3.6913133648102083,15.20768401591746,0.8612852343749999,0.93553125,0.0,0.0,0.0,51.298,0.5565,55.625,0.46825,0.23949999999999996,0.29225,0.6994044728577137,0.0,0.0,85.460421875,24996.0078125
C111,baseline,window,750,12.98072656808317,2.9401162396321756,10.040610328450994,0.9095559218750001,0.932515625,0.0,0.0,0.0,56.393499999999996,0.514,65.0,0.362,0.3405,0.2975,0.8254313994199037,0.0,0.0,54.868421875,23623.80609375
C111,baseline,window,775,11.191821729631805,2.4670043357227196,8.724817393909085,0.9260268281249999,0.9278671874999999,0.0,0.0,0.0,65.22375,0.44925,70.875,0.3435,0.33475,0.32175000000000004,0.8682045947760344,0.0,0.0,45.644101562500005,23036.53359375
C111,baseline,window,800,9.802658574551625,2.1110920956273445,7.6915664789242815,0.938271890625,0.9191640624999999,0.0,0.0,0.0,75.829,0.36625,78.50625,0.30575,0.3335,0.36075,0.8759648196399212,0.1125,0.1125,38.63690625,22576.9653125
C111,baseline,window,825,13.835850504466075,2.707921786821565,11.127928717644512,0.9050564218750001,0.9216171875000001,0.0,0.0,0.0,45.14450000000001,0.4175,49.6625,0.4205,0.34124999999999994,0.23825000000000002,0.7801876790821552,0.0,0.0,59.43246875,23567.456093750003
C111,baseline,window,850,10.173081803900232,2.224273183160392,7.94880862073984,0.9352675625,0.9165625000000001,0.0,0.0,0.0,54.86625,0.3595,58.85,0.35700000000000004,0.39225000000000004,0.25075000000000003,0.8548964738845826,0.0,0.0,40.25975,22678.77171875
C111,baseline,window,875,8.894597414589033,1.896286583548577,6.998310831040456,0.9464386874999999,0.9075078124999999,0.0,0.0,0.0,81.959,0.28525,67.99375,0.19075,0.5075000000000001,0.30175,0.8800907470285892,0.0,0.0,33.880953125000005,22266.798281249998
C111,baseline,window,900,8.06156744962195,1.6548282642015821,6.406739185420369,0.9538892812499998,0.9044375,0.0,0.0,0.0,99.89475,0.238,78.71875,0.165,0.48450000000000004,0.3505,0.8851313173770905,0.10625,0.10625,29.639898437500005,21993.267656250002
C111,baseline,window,925,12.108508259333707,2.2570893737110134,9.851418885622692,0.9200959687499999,0.9094687499999999,0.0,0.0,0.0,77.1865,0.304,53.08125,0.27925,0.4465,0.27425,0.7933431468904019,0.0,0.0,50.519171875,22996.852968749998
C111,baseline,window,950,8.846065803950935,1.8498121554984883,6.996253648452448,0.945891609375,0.9014921875,0.0,0.0,0.0,107.73375000000001,0.27074999999999994,62.5875,0.23199999999999998,0.4545,0.3135,0.8618649657815695,0.0,0.0,33.9643203125,22250.90671875
C111,baseline,window,975,7.917671417585358,1.5938596450289124,6.323811772556445,0.9543201562499999,0.8950546875000001,0.0,0.0,0.0,135.24525,0.20525000000000002,74.675,0.14350000000000002,0.49824999999999997,0.35825,0.8841210659593344,0.0,0.0,29.176601562500004,21941.32484375
C111,baseline,window,1000,7.168265382163443,1.4057782618538996,5.762487120309544,0.960287671875,0.88375,0.0,0.0,0.0,172.9905,0.17250000000000001,88.4875,0.12625000000000003,0.44975000000000004,0.42400000000000004,0.8877606365829707,0.10625,0.10625,25.665125,21712.395624999997
C111,baseline,window,1025,11.606315614071125,2.1202039477295203,9.486111666341603,0.9236606875,0.8912109375,0.0,0.0,0.0,167.43699999999998,0.25675,63.48125,0.23275,0.39975000000000005,0.36750000000000005,0.7947004415094853,0.0,0.0,48.333765625,22841.98234375
C111,baseline,window,1050,8.527005021636034,1.7575587841633353,6.769446237472698,0.9479966093750001,0.8871953125,0.0,0.0,0.0,188.88325,0.22975000000000004,74.15,0.19,0.41925000000000007,0.39075,0.8624399390071631,0.0,0.0,32.63193750000001,22155.01984375
C111,baseline,window,1075,7.698011995484977,1.5484065366138384,6.149605458871139,0.9552544218750001,0.8792421875,0.0,0.0,0.0,221.4625,0.19749999999999998,84.00625,0.14025,0.4165000000000001,0.44325000000000003,0.8843759842216968,0.0,0.0,28.462898437499994,21890.86546875
C111,baseline,window,1100,7.018589383468627,1.359893949023705,5.6586954344449225,0.96131284375,0.8744062500000002,0.0,0.0,0.0,237.70775000000003,0.17550000000000002,96.675,0.12325000000000001,0.402,0.47475000000000006,0.8880335029214621,0.1,0.1,25.077046875,21673.9034375
C111,baseline,window,1125,10.936333172851409,1.970103429387131,8.966229743464279,0.9293847499999999,0.8884062499999998,0.0,0.0,0.0,202.0155,0.24,81.8875,0.21925,0.34625,0.4345,0.8018153298646211,0.0,0.0,45.1517109375,22661.931562499998
C111,baseline,window,1150,7.925306550621646,1.5965791897102601,6.328727360911386,0.953207671875,0.8810625,0.0,0.0,0.0,254.158,0.203,93.46875,0.182,0.30325,0.51475,0.8663310758769512,0.0,0.0,29.739812499999992,21967.03859375
C111,baseline,window,1175,7.205026537523494,1.400189791573722,5.804836745949773,0.9595769687499999,0.877015625,0.0,0.0,0.0,280.33774999999997,0.17099999999999999,107.26875,0.13525,0.31,0.5547500000000001,0.8864456508308649,0.0,0.0,26.072843750000004,21732.305625
C111,baseline,window,1200,6.588612897393885,1.2460792042730482,5.342533693120838,0.9645740625000002,0.872046875,0.0,0.0,0.0,312.39675,0.13899999999999998,122.3375,0.11500000000000002,0.29050000000000004,0.5945,0.8898668475449085,0.1625,0.1625,23.12175,21539.229375000003
C111,baseline,window,1225,13.748576202611478,2.4569532080210172,11.29162299459046,0.90587175,0.89275,0.0,0.0,0.0,223.18500000000003,0.28900000000000003,83.10625,0.27925000000000005,0.24325000000000002,0.47750000000000004,0.7456231568008661,0.0,0.0,59.341093750000006,23378.31671875
C111,baseline,window,1250,9.416733069099257,1.996607001882738,7.4201260672165175,0.939987,0.888546875,0.0,0.0,0.0,246.59300000000002,0.27349999999999997,96.35625,0.229,0.27575000000000005,0.49524999999999997,0.8480893563479185,0.0,0.0,37.131765625,22447.998906250003
C111,baseline,window,1275,8.49872351788255,1.7381445760420084,6.760578941840544,0.9484937656250001,0.8854218749999999,0.0,0.0,0.0,265.06075,0.24125000000000002,108.56875,0.182,0.2945,0.5235,0.8798845551908017,0.0,0.0,32.3790234375,22146.959531250002
C111,baseline,window,1300,7.531306914921286,1.488205862278818,6.043101052642468,0.9566585624999998,0.8798281249999998,0.0,0.0,0.0,283.47775,0.20625,121.21875,0.15850000000000003,0.308,0.5335,0.8847303457558156,0.15625,0.15625,27.581476562499994,21828.975625
C111,baseline,window,1325,14.276292863506361,2.5832167032833424,11.69307616022302,0.9009398281250001,0.8994140625,0.0,0.0,0.0,225.82574999999997,0.34675,83.1125,0.3125,0.26425,0.42325,0.7476468905806541,0.0,0.0,62.108546875,23583.02703125
C111,baseline,window,1350,9.850947429626169,2.079591442389802,7.771355987236367,0.935947359375,0.8957578125,0.0,0.0,0.0,242.41724999999997,0.31475,97.2125,0.251,0.29475,0.45425000000000004,0.8468329105526209,0.0,0.0,39.488,22600.59796875
C111,baseline,window,1375,8.808837911302655,1.7933248104823338,7.0155131008203195,0.9454748593750001,0.8873359375,0.0,0.0,0.0,260.56399999999996,0.269,110.4625,0.20950000000000002,0.307,0.4835,0.8784004896879196,0.0,0.0,34.2342265625,22267.1128125
C111,baseline,window,1400,7.830128257611991,1.5491604872003877,6.2809677704116025,0.9538376562499998,0.88009375,0.0,0.0,0.0,280.77625,0.21450000000000005,124.7875,0.18425,0.3,0.51575,0.883435032889247,0.21875,0.21875,29.415664062500003,21955.8215625
C111,baseline,window,1425,17.46825319516605,3.165041426348729,14.303211768817324,0.873966703125,0.9135234375,0.0,0.0,0.0,149.28175000000002,0.409,62.30625,0.3945,0.293,0.3125,0.6898296222090721,0.0,0.0,78.63648437500001,24456.681562499998
C111,baseline,window,1450,11.491336216803408,2.5266496632050726,8.964686553598336,0.9215864375,0.9081093750000001,0.0,0.0,0.0,156.94774999999998,0.37474999999999997,71.5875,0.32799999999999996,0.341,0.33099999999999996,0.8279458168894053,0.0,0.0,47.684859374999995,23129.7625
C111,baseline,window,1475,10.496005039499753,2.2634484725784865,8.232556566921266,0.9305197968750001,0.906609375,0.0,0.0,0.0,194.31149999999997,0.35124999999999995,78.49375,0.25625,0.37650000000000006,0.36725,0.8703045696020126,0.0,0.0,42.7038515625,22822.10859375
C111,baseline,window,1500,9.513368135442018,2.0096661455165643,7.503701989925456,0.939298671875,0.90075,0.0,0.0,0.0,210.02624999999998,0.30525,90.65,0.21500000000000002,0.3995,0.38550000000000006,0.8759605173021555,0.15625,0.15625,37.7373828125,22510.694375
C111,baseline,window,1525,15.967711111633744,3.0366834757361625,12.931027635897584,0.886554796875,0.9283750000000002,0.0,0.0,0.0,137.39074999999997,0.44125,50.33125,0.38,0.34500000000000003,0.275,0.73996427282691,0.0,0.0,70.62662499999999,24150.740156249998
C111,baseline,window,1550,11.301234352205972,2.4647524170500352,8.836481935155938,0.9240683125,0.9265000000000001,0.0,0.0,0.0,176.97175,0.40750000000000003,59.33125,0.30500000000000005,0.378,0.317,0.8409281685948372,0.0,0.0,46.5271953125,23077.193437500002
C111,baseline,window,1575,9.719427684079582,2.0691270217452007,7.6503006623343826,0.937575875,0.915828125,0.0,0.0,0.0,194.0165,0.34500000000000003,69.3625,0.23875000000000002,0.42175,0.33949999999999997,0.8742124687880277,0.0,0.0,38.7539765625,22573.60109375
C111,baseline,window,1600,8.570199480293766,1.770572624740856,6.799626855552911,0.947880625,0.9041796874999999,0.0,0.0,0.0,231.77250000000004,0.28400000000000003,81.4,0.21125,0.3985,0.39025,0.8805996365845203,0.09375,0.09375,32.914171875,22195.24375
C111,baseline,window,1625,12.194224875061732,2.3173029894144155,9.876921885647317,0.9185027031249999,0.9083671875,0.0,0.0,0.0,223.00074999999998,0.33799999999999997,61.7625,0.31000000000000005,0.32649999999999996,0.3635,0.8010185681283474,0.0,0.0,51.230281250000004,23079.62640625
C111,baseline,window,1650,9.173769379527338,1.9179705132889413,7.255798866238396,0.9430738125000001,0.9032109375000001,0.0,0.0,0.0,236.20575,0.29924999999999996,71.2125,0.255,0.37350000000000005,0.3715,0.8623618174344301,0.0,0.0,35.6812265625,22375.910625
C111,baseline,window,1675,8.043543079834103,1.625985067237567,6.417558012596539,0.952460359375,0.89709375,0.0,0.0,0.0,261.8695,0.246,82.6,0.15625,0.44250000000000006,0.40125,0.8834308359771967,0.0,0.0,30.300703125000002,22026.08671875
C111,baseline,window,1700,7.258587612654914,1.4135491246713163,5.845038487983598,0.9592842812499999,0.8885078125,0.0,0.0,0.0,297.51525000000004,0.20350000000000001,95.38125,0.13874999999999998,0.42325,0.438,0.8876352585852146,0.1125,0.1125,26.34928125,21765.796875
C111,baseline,window,1725,12.033228282021094,2.1791740553523256,9.854054226668769,0.9204699375000001,0.9036015624999999,0.0,0.0,0.0,263.043,0.267,68.98125,0.24925000000000003,0.402,0.34875,0.7893710397183895,0.0,0.0,50.573945312499994,22982.73203125
C111,baseline,window,1750,8.419856507620366,1.7161510476062158,6.7037054600141515,0.9490557343749998,0.8913125000000001,0.0,0.0,0.0,300.0715,0.22824999999999998,82.19375,0.21000000000000002,0.40549999999999997,0.38450000000000006,0.8618010144680739,0.0,0.0,32.084875000000004,22123.373125000002
C111,baseline,window,1775,7.651757200163457,1.507245404235532,6.144511795927924,0.9555522812500001,0.8834765625,0.0,0.0,0.0,332.88225,0.193,95.5625,0.13875,0.426,0.43525,0.8846878085285426,0.0,0.0,28.3470078125,21885.22078125
C111,baseline,window,1800,6.916532481194826,1.308148426238002,5.608384054956825,0.961837109375,0.8757890625,0.0,0.0,0.0,392.429,0.1545,107.39375,0.11699999999999999,0.38175,0.50125,0.8881889071315527,0.1625,0.1625,24.6980625,21646.133906249997
C111,baseline,window,1825,13.999376440623816,2.4855274805731495,11.513848960050666,0.903603,0.9004218749999999,0.0,0.0,0.0,295.78024999999997,0.30324999999999996,68.40625,0.28125000000000006,0.3465,0.37225,0.7447121363133192,0.0,0.0,60.785281250000004,23474.48796875
C111,baseline,window,1850,9.606459031558476,1.99632598001946,7.610133051539014,0.9386412343749999,0.8993828125000001,0.0,0.0,0.0,325.77750000000003,0.28125,78.825,0.229,0.35625,0.4147499999999999,0.8475471638143063,0.0,0.0,38.03278125,22510.14453125
C111,baseline,window,1875,8.408110341958642,1.701513078745542,6.7065972632131,0.9486503281250002,0.8907187499999999,0.0,0.0,0.0,350.484,0.2455,91.0375,0.1885,0.36925,0.44225000000000003,0.8799148336052894,0.0,0.0,32.179726562499994,22126.384531249998
C111,baseline,window,1900,7.9429132775565225,1.561869896757957,6.381043380798566,0.9530053124999999,0.8904687499999999,0.0,0.0,0.0,421.75424999999996,0.2205,98.78125,0.1645,0.33875,0.49675,0.8835392571985722,0.10625,0.10625,29.806929687500002,21983.841562499998
C111,baseline,window,1925,12.080322995459195,2.2130678264365184,9.867255169022675,0.91884284375,0.8989765625,0.0,0.0,0.0,345.50075,0.296,78.7,0.271,0.31475,0.41425,0.7913557071238756,0.0,0.0,51.0722109375,23022.12765625
C111,baseline,window,1950,8.913569005384245,1.81514176804689,7.098427237337356,0.944500703125,0.8958203125,0.0,0.0,0.0,375.65975,0.26675,90.1625,0.217,0.32199999999999995,0.461,0.8602088287472724,0.0,0.0,34.688640625,22293.485781250005
C111,baseline,window,1975,7.935595093057563,1.5558431686726641,6.379751924384901,0.95348496875,0.8873125,0.0,0.0,0.0,428.7135,0.2395,103.325,0.16950000000000004,0.309,0.5215,0.883120633661747,0.0,0.0,29.7296640625,21981.41828125
C111,baseline,window,2000,7.1929783056416285,1.362549611789992,5.830428693851635,0.96012628125,0.8829687500000001,0.0,0.0,0.0,464.17224999999996,0.20049999999999998,117.15625,0.15025000000000002,0.30500000000000005,0.54475,0.887583352997899,0.15625,0.15625,25.925593749999997,21735.81203125
C111,baseline,window,2025,13.814429513740304,2.4415444366532597,11.372885077087044,0.9054924062499999,0.9015000000000001,0.0,0.0,0.0,338.04249999999996,0.3115,79.35625,0.3025,0.28875,0.40875000000000006,0.7503238916397095,0.0,0.0,59.82037500000001,23443.25640625
C111,baseline,window,2050,9.378194609625032,1.949535112203693,7.4286594974213385,0.9401169062499999,0.8922734374999999,0.0,0.0,0.0,341.6185,0.274,88.60625,0.254,0.34199999999999997,0.404,0.849252088367939,0.0,0.0,37.129757812499996,22444.06109375
C111,baseline,window,2075,8.7339879295714,1.7635704518191602,6.97041747775224,0.9462084687499999,0.8912968750000001,0.0,0.0,0.0,390.37800000000004,0.252,97.71875,0.18025000000000002,0.37300000000000005,0.44675000000000004,0.8793691597878933,0.0,0.0,33.6900078125,22229.344375
C111,baseline,window,2100,7.955761292029962,1.5679019691485299,6.387859322881434,0.9527621093749999,0.8837578125000001,0.0,0.0,0.0,401.73474999999996,0.21125,110.0375,0.151,0.39275,0.45625,0.8830801554024219,0.1625,0.1625,29.9408984375,21987.276250000003
C111,baseline,window,2125,14.872135661393727,2.7241621858648424,12.147973475528884,0.8953687968749999,0.9043906250000001,0.0,0.0,0.0,261.41675,0.36175,71.8,0.3175,0.336,0.3465,0.7401061646640301,0.0,0.0,65.353171875,23770.37421875
C111,baseline,window,2150,10.431161771336175,2.2272127049254378,8.203949066410734,0.9312621406249999,0.9042734375,0.0,0.0,0.0,329.6095,0.33825000000000005,81.0375,0.256,0.31700000000000006,0.42699999999999994,0.8432121641933918,0.0,0.0,42.2131328125,22783.215625
C111,baseline,window,2175,9.23078303369445,1.9122520533555938,7.318530980338858,0.9416613125000002,0.8982812500000001,0.0,0.0,0.0,350.168,0.2955,92.2,0.21125000000000002,0.34775,0.441,0.876229040697217,0.0,0.0,36.293140625,22405.48078125
C111,baseline,window,2200,8.287703589195308,1.6618731465695675,6.625830442625743,0.950154515625,0.8933515625,0.0,0.0,0.0,358.35699999999997,0.259,103.4,0.18550000000000003,0.37650000000000006,0.438,0.8816433619707823,0.175,0.175,31.5603203125,22105.48984375
C111,baseline,window,2225,15.656830322212063,2.8628211983552374,12.794009123856828,0.8898885937500001,0.9119375000000002,0.0,0.0,0.0,266.60425,0.4035,57.875,0.35975,0.32625000000000004,0.314,0.7288774400949478,0.0,0.0,68.948125,23977.068125
C111,baseline,window,2250,10.605191183272282,2.280979295642625,8.324211887629659,0.9296600937499999,0.9057812500000001,0.0,0.0,0.0,324.44225,0.35825,67.83125,0.29300000000000004,0.33525,0.37174999999999997,0.8402939908206463,0.0,0.0,43.1375078125,22842.10296875
C111,baseline,window,2275,9.457386988883137,1.9814159393585373,7.4759710495246,0.9397433749999999,0.8998750000000001,0.0,0.0,0.0,360.16700000000003,0.31525,79.0875,0.2245,0.37750000000000006,0.398,0.8751994654536247,0.0,0.0,37.44021875,22479.643125000002
C111,baseline,window,2300,8.422541613451864,1.7131085677205866,6.709433045731279,0.94895371875,0.8908359375,0.0,0.0,0.0,389.133,0.26025,89.65,0.197,0.37849999999999995,0.42449999999999993,0.8807429369539023,0.1,0.1,32.2023203125,22139.5771875
C111,baseline,window,2325,12.313322555491748,2.3192238543847394,9.994098701107008,0.91715471875,0.8979375,0.0,0.0,0.0,312.44674999999995,0.32525000000000004,71.6125,0.2925,0.35100000000000003,0.35649999999999993,0.7953633438795805,0.0,0.0,52.0851328125,23115.804375
C111,baseline,window,2350,9.033544963952664,1.8848378376395687,7.148707126313097,0.9437254531250001,0.8900156249999999,0.0,0.0,0.0,341.50249999999994,0.275,83.48125,0.242,0.35225,0.40575,0.8610086422413588,0.0,0.0,35.150234375000004,22334.2240625
C111,baseline,window,2375,8.196745446191132,1.6526541173257356,6.544091328865394,0.9514666406250001,0.894203125,0.0,0.0,0.0,379.0945,0.25,94.76875,0.17099999999999999,0.398,0.43099999999999994,0.8830895148217678,0.0,0.0,30.862148437499997,22063.2825
C111,baseline,window,2400,7.239304501940206,1.4038189718043335,5.8354855301358715,0.9595222187499999,0.883125,0.0,0.0,0.0,413.184,0.19774999999999998,106.30625,0.148,0.40525,0.44675000000000004,0.887570359557867,0.15625,0.15625,26.1620078125,21755.10921875
C111,baseline,window,2425,13.992102640205385,2.52303602560469,11.469066614600695,0.9043023437500001,0.9048046875000001,0.0,0.0,0.0,301.3605,0.33025000000000004,65.6375,0.309,0.37575,0.31525,0.7501303214579821,0.0,0.0,60.484835937499994,23484.185
C111,baseline,window,2450,9.443730443468084,1.9740845735675943,7.469645869900489,0.9402921875000001,0.8986249999999998,0.0,0.0,0.0,344.942,0.28200000000000003,76.3875,0.257,0.388,0.35500000000000004,0.8492831401526928,0.0,0.0,37.16646093749999,22453.06796875
C111,baseline,window,2475,8.637602768513833,1.7511474820633974,6.8864552864504365,0.94717409375,0.8947968750000002,0.0,0.0,0.0,406.80625,0.24725000000000003,85.80625,0.177,0.42125,0.40175,0.8800814133137465,0.0,0.0,33.3080859375,22215.8109375
C111,baseline,window,2500,7.553493850212848,1.4750118417090128,6.078482008503836,0.956246046875,0.8838984374999999,0.0,0.0,0.0,467.69775,0.20800000000000002,98.1625,0.15425,0.39875000000000005,0.44699999999999995,0.8846387352794409,0.15625,0.15625,27.982257812500002,21861.398906249997
C111,baseline,window,2525,14.240700409014124,2.564436130123132,11.67626427889099,0.901403765625,0.91071875,0.0,0.0,0.0,350.2175,0.3375,60.425,0.30825,0.35025000000000006,0.3415,0.7480155415832996,0.0,0.0,62.0238125,23580.1225
C111,baseline,window,2550,9.70287912524191,2.0397176207765435,7.663161504465364,0.9373549375,0.902328125,0.0,0.0,0.0,418.0422500000001,0.3045,72.1625,0.248,0.35650000000000004,0.39549999999999996,0.8476516395807266,0.0,0.0,38.773359375,22556.91828125
