condition,model,sampling,iteration,pre_gap,post_gap,ls_gain_pp,ls_retention,ls_improved_fraction,ph_saturation,ph_raw_std,ph_tanh_std,source_age,source_switch_fraction,source_repeat_duration_end,source_ib_fraction,source_rb_fraction,source_gb_fraction,floor_fraction,restart_count,would_restart_count,ls_moves_per_ant,ls_checks_per_ant
C110,GP_mean,window,1300,6.268049813884974,1.3614367381478878,4.906613075737087,0.966928890625,0.8556901041666667,0.38286916666666665,0.5928273485503096,0.12480960635254021,0.0,0.24825,82.15208333333334,1.0,0.0,0.0,0.887856218467156,0.12708333333333333,0.12708333333333333,21.638885416666668,21463.98125
C110,GP_mean,window,1325,11.042351309988009,2.130447182629844,8.911904127358165,0.9272249218749999,0.8760078124999999,0.3921576666666666,0.8297270166860533,0.19695598814307638,0.0,0.3235,61.41041666666666,1.0,0.0,0.0,0.7775812659412622,0.0,0.0,46.152924479166664,22706.62848958333
C110,GP_mean,window,1350,7.515777173930525,1.6805000189245898,5.835277155005935,0.9557627656250001,0.8662317708333334,0.3892818333333333,0.7001416097509073,0.1613485056287237,0.0,0.28125,70.28958333333334,1.0,0.0,0.0,0.8594083178788423,0.0,0.0,27.965231770833338,21878.067135416666
C110,GP_mean,window,1375,6.667592575560458,1.4638116721564924,5.203780903403965,0.9632593958333334,0.8586614583333333,0.38182333333333335,0.6127283686307758,0.13612393213731405,0.0,0.24591666666666664,79.8625,1.0,0.0,0.0,0.885250061377883,0.0,0.0,23.669856770833334,21597.32734375
C110,GP_mean,window,1400,6.037777930525117,1.2938685646208292,4.743909365904287,0.9689072083333332,0.8526119791666666,0.375532,0.5562224309235038,0.11573765038849941,0.0,0.22116666666666665,88.44583333333334,1.0,0.0,0.0,0.8893264103680849,0.16041666666666665,0.16041666666666665,20.458734375,21380.28078125
C110,GP_mean,window,1425,12.312616527543117,2.358799506340975,9.953817021202141,0.9166083645833332,0.8792526041666667,0.38669049999999994,0.8848182728903545,0.2161243054707754,0.0,0.3448333333333333,56.14791666666666,1.0,0.0,0.0,0.7481779675930739,0.0,0.0,52.63597916666667,23045.09817708334
C110,GP_mean,window,1450,8.103129324290416,1.8389658787306018,6.264163445559814,0.9509822239583334,0.8739244791666667,0.39183716666666674,0.7590658957792411,0.17967842955003707,0.0,0.31225,63.295833333333334,1.0,0.0,0.0,0.8506135654946168,0.0,0.0,30.762614583333335,22066.86953125
C110,GP_mean,window,1475,7.118194483593608,1.578113015379076,5.540081468214533,0.9596999895833334,0.8682187499999999,0.38444399999999995,0.6688175680932444,0.15335455417398952,0.0,0.289,68.9875,1.0,0.0,0.0,0.882701105127732,0.0,0.0,25.82396354166667,21744.020260416666
C110,GP_mean,window,1500,6.243999746495982,1.3473338733855047,4.896665873110476,0.9674456510416667,0.8600598958333334,0.3714263333333333,0.5790558501584734,0.12148350105516745,0.0,0.24141666666666667,76.18958333333333,1.0,0.0,0.0,0.888225174571077,0.12083333333333332,0.12083333333333332,21.396460937500002,21447.248125
C110,GP_mean,window,1525,10.870971006260195,2.098512456380848,8.772458549879346,0.9292764166666668,0.8747630208333333,0.39062416666666666,0.8260271585316712,0.19404555056227918,0.0,0.32608333333333334,53.458333333333336,1.0,0.0,0.0,0.7835240417470535,0.0,0.0,45.0161015625,22642.973229166666
C110,GP_mean,window,1550,7.524487410773053,1.6774203249799313,5.847067085793121,0.9562624687500001,0.8668255208333335,0.39031283333333333,0.7040406738111218,0.16142348811991758,0.0,0.28674999999999995,62.98541666666667,1.0,0.0,0.0,0.8611072299381097,0.0,0.0,27.779885416666666,21867.94838541667
C110,GP_mean,window,1575,6.701394224657625,1.469414464023186,5.23197976063444,0.9631478020833335,0.8587708333333335,0.38291966666666666,0.631042515517892,0.1376166340830915,0.0,0.24408333333333335,69.35,1.0,0.0,0.0,0.8853434134274721,0.0,0.0,23.82575520833333,21609.71828125
C110,GP_mean,window,1600,6.025059017062302,1.2946633819800373,4.730395635082265,0.9688915625,0.8502161458333333,0.37505099999999997,0.5597157691664878,0.11410602254396236,0.0,0.21808333333333332,75.54583333333332,1.0,0.0,0.0,0.8893464840948582,0.10208333333333333,0.10208333333333333,20.4766640625,21384.817291666666
C110,GP_mean,window,1625,9.855336656646125,1.9067728543688482,7.948563802277275,0.9370218697916668,0.86090625,0.3994526666666667,0.7638434780041092,0.1719277651671344,0.0,0.27566666666666667,61.835416666666674,1.0,0.0,0.0,0.8007606472820044,0.0,0.0,40.16600260416667,22377.600833333334
C110,GP_mean,window,1650,6.970602411393889,1.5443715269473377,5.426230884446551,0.9603147447916667,0.8533932291666666,0.3942985,0.6596157791524242,0.14253160105957113,0.0,0.2425,69.97083333333333,1.0,0.0,0.0,0.866511472562949,0.0,0.0,25.302395833333332,21698.798749999998
C110,GP_mean,window,1675,6.2476518622836235,1.3587867314964512,4.888865130787172,0.9666054114583332,0.8484999999999999,0.38674749999999997,0.6031775714081937,0.12098520804237212,0.0,0.21725,79.8125,1.0,0.0,0.0,0.8874966240177553,0.0,0.0,21.701606770833333,21464.024947916667
C110,GP_mean,window,1700,5.685249598266038,1.2059874931626902,4.479262105103348,0.9715529895833332,0.8431692708333334,0.37306049999999996,0.5321476033983175,0.10414071222491425,0.0,0.19966666666666666,86.30833333333334,1.0,0.0,0.0,0.8911713163057963,0.12708333333333333,0.12708333333333333,18.898268229166668,21276.2803125
C110,GP_mean,window,1725,10.637367871557673,2.029384320540643,8.607983551017032,0.9307275260416666,0.8640859375,0.37660866666666665,0.7813011750351048,0.18026079748956153,0.0,0.29441666666666666,66.46041666666667,1.0,0.0,0.0,0.779690596088767,0.0,0.0,44.111601562500006,22568.86859375
C110,GP_mean,window,1750,7.201599431213578,1.5954857537425418,5.606113677471036,0.9588011197916668,0.8596901041666667,0.3746476666666666,0.6603530072817833,0.14796631894513967,0.0,0.2598333333333333,71.02291666666667,1.0,0.0,0.0,0.8612894548724096,0.0,0.0,26.26173958333333,21763.803229166668
C110,GP_mean,window,1775,6.356356922127579,1.374993162143461,4.981363759984118,0.9661690885416668,0.8540677083333332,0.364846,0.5821502375266497,0.12398644391641914,0.0,0.23399999999999999,81.00625,1.0,0.0,0.0,0.8872598167508841,0.0,0.0,22.0590390625,21491.242760416666
C110,GP_mean,window,1800,5.740447653898446,1.2145541942617017,4.5258934596367455,0.9715300208333334,0.8467578124999999,0.35826783333333334,0.5201506841903102,0.10218545632645785,0.0,0.19633333333333333,89.52083333333334,1.0,0.0,0.0,0.8911507483571768,0.16041666666666665,0.16041666666666665,18.963223958333334,21281.54604166667
C110,GP_mean,window,1825,12.042752027974023,2.2839524294729214,9.758799598501103,0.918875875,0.8724713541666667,0.38355066666666665,0.8727548934871814,0.2056589957650285,0.0,0.3165,59.32708333333333,1.0,0.0,0.0,0.7496126987040043,0.0,0.0,51.27757291666667,22956.801927083336
C110,GP_mean,window,1850,7.7778838821734055,1.7607061992480162,6.01717768292539,0.9534383333333334,0.8646328125,0.3856543333333333,0.7237805730235797,0.16613806884207954,0.0,0.27866666666666673,68.1875,1.0,0.0,0.0,0.8518641884128254,0.0,0.0,29.240690104166664,21962.163958333334
C110,GP_mean,window,1875,6.893503237467345,1.5297698227088976,5.363733414758448,0.9613907135416667,0.8608593750000001,0.38131766666666667,0.6455116562110513,0.14251321890989913,0.0,0.25658333333333333,77.62291666666667,1.0,0.0,0.0,0.8839441342900198,0.0,0.0,24.762880208333335,21673.5946875
C110,GP_mean,window,1900,6.223770311265364,1.3494240047757318,4.87434630648963,0.9673320520833333,0.8530677083333333,0.3781185,0.5707202834986579,0.121064868064519,0.0,0.23475000000000001,82.79791666666667,1.0,0.0,0.0,0.8883592762053011,0.13125,0.13125,21.3954375,21448.831458333334
C110,GP_mean,window,1925,11.242530774544285,2.1783591463278795,9.064171628216405,0.9257692604166665,0.8763307291666667,0.394663,0.8317043333379889,0.20027900920460925,0.0,0.3263333333333333,55.09375,1.0,0.0,0.0,0.7739539423336586,0.0,0.0,47.031856770833336,22760.133541666662
C110,GP_mean,window,1950,7.580132085434255,1.7010261982721602,5.879105887162093,0.9556766041666667,0.8670130208333333,0.38996033333333335,0.6947779979155977,0.16074471314503797,0.0,0.28066666666666673,63.55833333333334,1.0,0.0,0.0,0.8585495531558991,0.0,0.0,28.088114583333333,21889.676770833332
C110,GP_mean,window,1975,6.635405179334219,1.4564682621178513,5.178936917216369,0.9638823333333333,0.8595260416666667,0.37941416666666666,0.600184587921223,0.1334825020600184,0.0,0.2465,72.5,1.0,0.0,0.0,0.8856117768834035,0.0,0.0,23.3790859375,21579.288958333334
C110,GP_mean,window,2000,5.910033641496066,1.2709140880368273,4.63911955345924,0.9701920885416667,0.8530234374999999,0.3697381666666667,0.5317347178109827,0.10895702394935566,0.0,0.20841666666666664,81.9875,1.0,0.0,0.0,0.8902255242069563,0.12291666666666665,0.12291666666666665,19.726393229166668,21332.943385416664
C110,GP_mean,window,2025,10.630419090082176,2.057837541112319,8.572581548969856,0.9308077083333334,0.8726588541666667,0.3839321666666667,0.7867849416026877,0.18420087344695463,0.0,0.296,61.86458333333333,1.0,0.0,0.0,0.782750149567922,0.0,0.0,44.00155989583333,22581.426927083332
C110,GP_mean,window,2050,7.3204884443358935,1.6381745662411356,5.6823138780947575,0.9577433593750001,0.8654479166666669,0.38507766666666665,0.6734686257163768,0.1531859199318662,0.0,0.27,69.56041666666667,1.0,0.0,0.0,0.8613808906326692,0.0,0.0,26.84813541666667,21806.3840625
C110,GP_mean,window,2075,6.476104704579373,1.4242022508949213,5.051902453684452,0.9651055208333335,0.8581692708333334,0.37806733333333337,0.601288402165931,0.12752813378595237,0.0,0.23349999999999999,77.3875,1.0,0.0,0.0,0.8865562189370394,0.0,0.0,22.66471614583333,21531.31171875
C110,GP_mean,window,2100,5.9012434840861925,1.2720481675108026,4.62919531657539,0.9701604010416667,0.8538020833333334,0.36816133333333334,0.5406539756771888,0.10958438438767318,0.0,0.20925000000000002,83.90625,1.0,0.0,0.0,0.8904503094653288,0.125,0.125,19.770671874999998,21337.7040625
C110,GP_mean,window,2125,10.860717489844925,2.0866618335854823,8.77405565625944,0.9290176562500001,0.8648463541666667,0.3917226666666666,0.8042185515352237,0.18542985373335324,0.0,0.2971666666666667,62.33333333333333,1.0,0.0,0.0,0.780864026894172,0.0,0.0,45.21696875,22634.689739583333
C110,GP_mean,window,2150,7.3809457206198825,1.659695911898062,5.72124980872182,0.9572131510416668,0.8563880208333334,0.3850476666666666,0.6791441458170094,0.15221475420230177,0.0,0.26308333333333334,69.975,1.0,0.0,0.0,0.8608997634301584,0.0,0.0,27.161455729166665,21825.77078125
C110,GP_mean,window,2175,6.576254086054175,1.450238910997592,5.126015175056583,0.9641946562499999,0.8524635416666667,0.3790246666666667,0.61002407933397,0.13188591275311,0.0,0.24091666666666667,77.40833333333333,1.0,0.0,0.0,0.8861804538716873,0.0,0.0,23.16235416666667,21562.63828125
C110,GP_mean,window,2200,5.944602615019209,1.2796861522997731,4.664916462719436,0.9696946979166666,0.8447135416666667,0.36978649999999996,0.539065978961373,0.10994689535287369,0.0,0.2045,83.66458333333334,1.0,0.0,0.0,0.8900324164579313,0.13541666666666666,0.13541666666666666,20.021106770833335,21350.474895833333
C110,GP_mean,window,2225,11.28478272574612,2.1696608273169025,9.11512189842922,0.925340328125,0.8672786458333335,0.39740450000000005,0.8406022483863218,0.1949418752801247,0.0,0.3094166666666666,59.21041666666666,1.0,0.0,0.0,0.7712199244648218,0.0,0.0,47.39534375000001,22748.668593749997
C110,GP_mean,window,2250,7.580679864020229,1.711868924117745,5.868810939902483,0.9553940885416665,0.8589635416666667,0.396366,0.7143880438263597,0.16016266491854741,0.0,0.27616666666666667,69.21041666666667,1.0,0.0,0.0,0.8578064724802971,0.0,0.0,28.209760416666665,21893.85494791667
C110,GP_mean,window,2275,6.708157857328068,1.4869353811950075,5.22122247613306,0.9629517552083333,0.8541145833333333,0.3903685,0.645227500013287,0.13670879822807092,0.0,0.25166666666666665,78.99583333333332,1.0,0.0,0.0,0.8851152677088976,0.0,0.0,23.890979166666668,21612.44557291667
C110,GP_mean,window,2300,6.04523385529677,1.3096684743297429,4.735565380967027,0.9687455520833333,0.848421875,0.37978016666666664,0.5603085368707654,0.11338189028202991,0.0,0.2128333333333333,87.95625,1.0,0.0,0.0,0.8894297663122416,0.14166666666666666,0.14166666666666666,20.5453125,21386.97635416667
C110,GP_mean,window,2325,11.518438988419216,2.229526291552843,9.288912696866374,0.9230283489583332,0.8726614583333333,0.39070483333333333,0.8483778419341007,0.2026591278713413,0.0,0.32249999999999995,59.76458333333333,1.0,0.0,0.0,0.7648563678065936,0.0,0.0,48.67610677083333,22841.4046875
C110,GP_mean,window,2350,7.708378511764489,1.7382448613395596,5.97013365042493,0.9542527447916667,0.8660260416666666,0.39124566666666666,0.7258201587064284,0.1648165395219576,0.0,0.28841666666666665,69.61458333333333,1.0,0.0,0.0,0.8559349782764911,0.0,0.0,28.890078125000002,21943.327135416668
C110,GP_mean,window,2375,6.802330592801407,1.4992684532220681,5.303062139579339,0.9623883385416667,0.8602317708333335,0.3822503333333333,0.6388628872486699,0.13909013205914172,0.0,0.25725000000000003,78.56041666666667,1.0,0.0,0.0,0.8848171850045521,0.0,0.0,24.274778645833333,21642.12932291667
C110,GP_mean,window,2400,6.059309432556053,1.3033022042780373,4.756007228278016,0.9688862968749999,0.8553281250000001,0.37503416666666667,0.546533404583512,0.11423527210579638,0.0,0.22183333333333333,88.08333333333333,1.0,0.0,0.0,0.8893947667131823,0.14583333333333331,0.14583333333333331,20.556864583333333,21391.759635416664
C110,GP_mean,window,2425,11.665841484948078,2.2312048369142112,9.434636648033868,0.9222093177083334,0.8786536458333334,0.3798845,0.8307227287581084,0.20219470684239166,0.0,0.3315,59.083333333333336,1.0,0.0,0.0,0.7619119923561811,0.0,0.0,49.280455729166675,22861.82515625
C110,GP_mean,window,2450,7.747595314626205,1.7407688859914097,6.006826428634796,0.9542740937499999,0.8704218750000001,0.3731758333333334,0.7028163052920444,0.16374897347955586,0.0,0.2841666666666667,68.08958333333332,1.0,0.0,0.0,0.8554592744757731,0.0,0.0,28.90196875,21943.3234375
C110,GP_mean,window,2475,6.788579343913968,1.4971935325680452,5.291385811345923,0.962579796875,0.8603333333333335,0.36869566666666664,0.6150041174099361,0.13711348775212062,0.0,0.2505833333333333,76.5,1.0,0.0,0.0,0.8848010444392761,0.0,0.0,24.15543489583333,21632.639635416668
C110,GP_mean,window,2500,6.145481978288429,1.3198792256248606,4.825602752663569,0.9683109375000001,0.8542499999999998,0.36557833333333334,0.5478989512244301,0.11637483962358977,0.0,0.22166666666666668,84.02083333333334,1.0,0.0,0.0,0.8891935595621664,0.13125,0.13125,20.895338541666668,21414.84671875
C110,GP_mean,window,2525,11.182418601655145,2.148065424709798,9.034353176945348,0.92634859375,0.8762395833333333,0.38633616666666665,0.8213797082136962,0.19488441242574722,0.0,0.3083333333333333,60.65625,1.0,0.0,0.0,0.774537885437409,0.0,0.0,46.75727864583333,22732.863229166665
C110,GP_mean,window,2550,7.590563637066649,1.6903918022202595,5.900171834846388,0.9556084895833333,0.8682447916666666,0.38546933333333333,0.6905838597244663,0.16015587236624018,0.0,0.2815,68.19166666666668,1.0,0.0,0.0,0.8588877150168021,0.0,0.0,28.191989583333328,21899.024739583336
C110,GP_mean,window,2575,6.560662435010573,1.4257973242805464,5.1348651107300265,0.9645223749999999,0.8622421875,0.3772385,0.5967304639571775,0.1316082680945208,0.0,0.24816666666666665,75.27708333333332,1.0,0.0,0.0,0.886202760413289,0.0,0.0,23.0656484375,21561.249895833334
C110,GP_mean,window,2600,5.878478419272494,1.243782407369126,4.634696011903369,0.9704493229166665,0.8569687500000001,0.369344,0.5275388017524297,0.10983623217783975,0.0,0.21675,85.36250000000001,1.0,0.0,0.0,0.8907457868258157,0.1375,0.1375,19.68824479166667,21331.780104166668
C110,GP_mean,window,2625,11.318414871493818,2.142393544182717,9.176021327311101,0.9252682552083332,0.8776432291666666,0.39580199999999993,0.8207275188070133,0.19587332355310733,0.0,0.3129166666666666,58.483333333333334,1.0,0.0,0.0,0.7699720357855162,0.0,0.0,47.52911458333333,22758.78765625
C110,GP_mean,window,2650,7.4939431192004005,1.6628754857190458,5.831067633481356,0.9563397343750001,0.8672317708333335,0.39220166666666667,0.6965281831708932,0.15652578547159443,0.0,0.2730833333333333,68.23541666666667,1.0,0.0,0.0,0.8580557073156039,0.0,0.0,27.702226562499998,21861.566510416666
C110,GP_mean,window,2675,6.609882970997143,1.4328119564990551,5.177071014498086,0.9641931041666668,0.86034375,0.38398316666666665,0.6218316406269934,0.1319955492838658,0.0,0.24408333333333335,77.87291666666667,1.0,0.0,0.0,0.8860749125480651,0.0,0.0,23.240125,21571.677239583332
C110,GP_mean,window,2700,5.888406374482363,1.2518868148213502,4.636519559661013,0.9702395468750001,0.8531614583333333,0.37606483333333335,0.5454499174289476,0.10954105093391697,0.0,0.2085,83.4,1.0,0.0,0.0,0.8903797610352437,0.13541666666666666,0.13541666666666666,19.737276041666668,21334.4071875
C110,GP_mean,window,2725,11.17767101395456,2.1325718054816227,9.045099208472937,0.9262986770833332,0.8724973958333333,0.39101566666666665,0.8303178641716071,0.19251589458803026,0.0,0.3038333333333333,56.710416666666674,1.0,0.0,0.0,0.7716829841335614,0.0,0.0,46.82003125,22728.910625
C110,GP_mean,window,2750,7.499120411723075,1.6712586256322453,5.82786178609083,0.9560686614583332,0.8643463541666666,0.3887468333333334,0.7063120631873702,0.15672413584731956,0.0,0.26925,63.675,1.0,0.0,0.0,0.8583019581933817,0.0,0.0,27.839109375,21870.56546875
C110,GP_mean,window,2775,6.633875767515065,1.4453653455703015,5.1885104219447635,0.9637085208333336,0.8590885416666666,0.38075133333333333,0.6174284855302297,0.13192979837301405,0.0,0.24358333333333332,72.64791666666666,1.0,0.0,0.0,0.8857135836035013,0.0,0.0,23.5094140625,21590.3553125
C110,GP_mean,window,2800,6.001299893242515,1.2806894650534095,4.720610428189104,0.969149484375,0.8515598958333334,0.372619,0.5577701186897323,0.11080885011474731,0.0,0.20975000000000002,84.7625,1.0,0.0,0.0,0.889725349098444,0.13541666666666666,0.13541666666666666,20.379424479166666,21379.901354166668
C110,GP_mean,window,2825,11.275808525651524,2.1467156905248883,9.129092835126636,0.9255009270833334,0.8707109375,0.38856999999999997,0.8311947340310244,0.19299915424970532,0.0,0.30925,64.56250000000001,1.0,0.0,0.0,0.7713348475595316,0.0,0.0,47.30236197916666,22745.049375000002
C110,GP_mean,window,2850,7.554203602385823,1.6974719972906087,5.856731605095216,0.9556159375,0.8643020833333332,0.381247,0.6957309508824862,0.1588209288350306,0.0,0.26925,71.07916666666668,1.0,0.0,0.0,0.8580037722984951,0.0,0.0,28.064552083333332,21883.931197916667
C110,GP_mean,window,2875,6.704674201192672,1.4764313769303168,5.228242824262357,0.9631422552083333,0.8568072916666667,0.37463066666666667,0.6149832156650594,0.13495467093672747,0.0,0.24524999999999997,78.925,1.0,0.0,0.0,0.8851512110481661,0.0,0.0,23.769567708333334,21603.2509375
C110,GP_mean,window,2900,5.96883445371636,1.2892634414021042,4.6795710123142555,0.9693780208333334,0.8500078125,0.36855166666666667,0.5572287129305851,0.11075651741029251,0.0,0.20983333333333337,86.63333333333334,1.0,0.0,0.0,0.889575992276271,0.14166666666666666,0.14166666666666666,20.159354166666667,21359.947864583333
C110,GP_mean,window,2925,11.496005731967639,2.2175313346146224,9.278474397353017,0.9232527291666667,0.8722057291666667,0.3883065,0.8547923782883611,0.2019310501420744,0.0,0.3199166666666667,57.727083333333326,1.0,0.0,0.0,0.7651350747793912,0.0,0.0,48.51747656249999,22826.586875
C110,GP_mean,window,2950,7.6478313891148755,1.720823394184459,5.927007994930418,0.954809,0.8651770833333334,0.3847785,0.7049544865285566,0.16264727739050014,0.0,0.2841666666666666,66.01666666666667,1.0,0.0,0.0,0.8561040478448072,0.0,0.0,28.50486979166667,21914.24171875
C110,GP_mean,window,2975,6.768497954951417,1.4917029083147213,5.276795046636694,0.9627267760416667,0.8595442708333334,0.37885850000000004,0.6317473595175824,0.13899924890767382,0.0,0.25183333333333335,74.78125,1.0,0.0,0.0,0.8850088795026142,0.0,0.0,24.030796875,21622.567291666666
C110,GP_mean,window,3000,6.081873443925221,1.3122542701511501,4.76961917377407,0.9688123802083333,0.8543098958333333,0.37447549999999996,0.5543738750205344,0.11474325429801535,0.0,0.22433333333333333,82.88541666666667,1.0,0.0,0.0,0.8894363687684137,0.15416666666666665,0.15416666666666665,20.532210937500004,21386.879270833335
C110,GP_mean,window,3025,12.219198245576653,2.349391037280373,9.869807208296281,0.9179433020833333,0.8801874999999999,0.3954608333333334,0.8766518554343868,0.21471730434205233,0.0,0.3398333333333333,57.314583333333324,1.0,0.0,0.0,0.7537512781719367,0.0,0.0,51.943414062500004,23009.806614583336
C110,GP_mean,window,3050,8.016791058118386,1.8307101062819373,6.186080951836449,0.951831625,0.8719140625000001,0.3961998333333333,0.7448468573196473,0.17536664530796636,0.0,0.3009166666666666,63.9125,1.0,0.0,0.0,0.852212140833338,0.0,0.0,30.276260416666663,22035.763072916667
C110,GP_mean,window,3075,7.065989743836023,1.5874008157839044,5.478588928052119,0.9601331145833335,0.8664244791666664,0.3895965,0.6565541203663318,0.1494093748093252,0.0,0.2639166666666667,73.82916666666668,1.0,0.0,0.0,0.883100975677371,0.0,0.0,25.561794270833335,21727.460989583335
C110,GP_mean,window,3100,6.372072280677696,1.394509837960083,4.977562442717613,0.9663760520833332,0.8600703124999999,0.38081,0.5926824570061846,0.1250650957574169,0.0,0.23908333333333331,80.34166666666667,1.0,0.0,0.0,0.887893583998084,0.12291666666666665,0.12291666666666665,21.993268229166667,21488.44703125
C110,GP_mean,window,3125,11.133279544931046,2.1603109020254383,8.972968642905608,0.9270096197916666,0.8781614583333333,0.40841933333333336,0.8475507817519203,0.1986188261882539,0.0,0.3241666666666667,61.25416666666668,1.0,0.0,0.0,0.7808218992004792,0.0,0.0,46.4359375,22724.217604166664
C110,GP_mean,window,3150,7.619036838960594,1.723636745954542,5.895400093006052,0.9553228020833334,0.8685546875,0.40150116666666663,0.7061327155771029,0.16159021581755578,0.0,0.27908333333333335,67.66041666666666,1.0,0.0,0.0,0.8600907129546005,0.0,0.0,28.32690625,21906.304635416665
C110,GP_mean,window,3175,6.766870242462898,1.5020571673402157,5.264813075122682,0.9627129374999999,0.8615572916666666,0.39364583333333336,0.6364030762574171,0.13839432716431738,0.0,0.25433333333333336,76.64375,1.0,0.0,0.0,0.8852635759860277,0.0,0.0,24.108403645833334,21630.266614583332
C110,GP_mean,window,3200,6.159209120946969,1.3321394379599931,4.827069682986975,0.9681888854166667,0.8588515624999999,0.3804993333333333,0.5677250927920933,0.11813590785568095,0.0,0.23033333333333336,84.63333333333334,1.0,0.0,0.0,0.8894151846567789,0.12083333333333332,0.12083333333333332,21.0257421875,21425.622864583333
C110,GP_mean,window,3225,10.840768994569814,2.096151328028905,8.74461766654091,0.9292131041666666,0.8763567708333333,0.39019699999999996,0.8002937124654842,0.1898997646215373,0.0,0.3225,61.3625,1.0,0.0,0.0,0.7839676671971878,0.0,0.0,45.073802083333334,22648.429791666666
C110,GP_mean,window,3250,7.471830039714122,1.6658485015524136,5.805981538161708,0.9566647968750001,0.8717890625000001,0.38042116666666664,0.679234063701152,0.15653539623570434,0.0,0.28650000000000003,70.23125,1.0,0.0,0.0,0.8615648243576288,0.0,0.0,27.53823697916667,21851.884687499998
C110,GP_mean,window,3275,6.669225406344063,1.4574886475931819,5.211736758750881,0.9636446510416666,0.8645703125,0.37133666666666665,0.609413101753021,0.13234959826018414,0.0,0.2535,80.16666666666667,1.0,0.0,0.0,0.8860663132121165,0.0,0.0,23.573072916666668,21594.400260416667
C110,GP_mean,window,3300,6.0928958961106305,1.301403331669593,4.791492564441038,0.9686997083333333,0.8588463541666667,0.3674365,0.5623381276685173,0.11454928537486583,0.0,0.22841666666666666,88.075,1.0,0.0,0.0,0.8897480275481939,0.1375,0.1375,20.669125,21399.774791666667
C110,GP_mean,window,3325,11.354503769535171,2.1768999124755917,9.177603857059578,0.9247039583333333,0.8815338541666667,0.38617866666666667,0.842253923895823,0.197581880350995,0.0,0.32158333333333333,58.06875,1.0,0.0,0.0,0.7691837000350157,0.0,0.0,47.74619791666667,22787.185885416664
C110,GP_mean,window,3350,7.6750587468433675,1.7204544306935041,5.954604316149863,0.9547812604166666,0.8732395833333332,0.39039633333333335,0.7152615507363547,0.16350337697461667,0.0,0.2885833333333333,64.87708333333333,1.0,0.0,0.0,0.8573185086250306,0.0,0.0,28.591401041666664,21924.303385416664
C110,GP_mean,window,3375,6.817995306016482,1.4997617357930728,5.318233570223408,0.962305171875,0.8669114583333333,0.38498699999999997,0.6399958365171067,0.13865785199694625,0.0,0.25525000000000003,74.55208333333334,1.0,0.0,0.0,0.884911646321416,0.0,0.0,24.36804427083333,21650.470052083336
C110,GP_mean,window,3400,6.076304038351772,1.3049722529221437,4.771331785429628,0.9687985625,0.8625651041666667,0.3767551666666667,0.5602108986265891,0.11606289941645842,0.0,0.2293333333333333,80.93333333333332,1.0,0.0,0.0,0.8895068959643444,0.1375,0.1375,20.622388020833334,21397.55296875
C110,GP_mean,window,3425,11.441110023255499,2.18510151989243,9.256008503363068,0.9243165416666667,0.8759505208333334,0.4060245,0.8525424569939638,0.197908643685941,0.0,0.3275,56.72291666666668,1.0,0.0,0.0,0.7693402340014776,0.0,0.0,48.041552083333336,22795.522760416665
C110,GP_mean,window,3450,7.647262478903327,1.7022334522669031,5.9450290266364245,0.955338078125,0.870765625,0.39886066666666664,0.7014349491696237,0.16181805049118245,0.0,0.2878333333333333,64.52083333333333,1.0,0.0,0.0,0.8576313210030397,0.0,0.0,28.297846354166666,21902.766510416666
C110,GP_mean,window,3475,6.725820375226121,1.4712564682532974,5.254563906972822,0.9632295572916666,0.8637473958333335,0.39037,0.6355698970102084,0.13731360005613086,0.0,0.25266666666666665,71.6625,1.0,0.0,0.0,0.8854494549334049,0.0,0.0,23.787690104166664,21608.3140625
C110,GP_mean,window,3500,6.041452918080793,1.2895554925875294,4.751897425493264,0.9692915156249999,0.8573776041666665,0.3841846666666666,0.5396720218605308,0.1128938204326794,0.0,0.21758333333333332,79.13333333333333,1.0,0.0,0.0,0.889847894012928,0.12916666666666665,0.12916666666666665,20.278127604166666,21371.781197916665
C110,GP_mean,window,3525,10.958084861819916,2.1241403420544476,8.833944519765467,0.9282888854166667,0.8717265624999999,0.376635,0.7869971647241101,0.18948087180574094,0.0,0.3130833333333333,56.6125,1.0,0.0,0.0,0.7768966676046452,0.0,0.0,45.47730989583333,22668.560104166667
C110,GP_mean,window,3550,7.485408903128572,1.6718943420851033,5.813514561043469,0.9567649947916668,0.8646562500000001,0.37259933333333334,0.6679954104305285,0.1549580693913026,0.0,0.27949999999999997,64.1625,1.0,0.0,0.0,0.8597727066526811,0.0,0.0,27.470299479166663,21849.241197916668
C110,GP_mean,window,3575,6.610161187736193,1.4377888931009641,5.172372294635229,0.9644337395833332,0.8610807291666667,0.3624743333333333,0.5903451901411225,0.12974237300660554,0.0,0.24508333333333338,75.18125,1.0,0.0,0.0,0.8862118581930796,0.0,0.0,23.080388020833333,21559.006406249995
C110,GP_mean,window,3600,5.859787099834536,1.2454200542169345,4.614367045617601,0.9707700677083333,0.8534713541666668,0.3587996666666667,0.5117346262636407,0.10535979156860394,0.0,0.20308333333333337,84.34166666666667,1.0,0.0,0.0,0.8906158157934744,0.12291666666666665,0.12291666666666665,19.441645833333332,21314.143802083334
